"","ReefID","score","DHW_25km_max_02","DHW_5km_max","DHW_5km_ytd","region","Long_unique","Lat_unique","X","Y","bin.score","year"
"17","09-281",4,3.78,7.47,7.47,"North",142.322342,-9.885593,-4967.53701301465,3836.25568370148,1,"2016"
"18","09-283b",4,3.78,7.47,7.47,"North",142.315399,-9.857099,-4967.50196973254,3837.18966475917,1,"2016"
"19","09-285",4,3.78,7.47,7.47,"North",142.336517,-9.867501,-4968.759110373,3835.23743819168,1,"2016"
"20","09-288",4,3.78,7.15,7.15,"North",142.356232,-9.859632,-4970.19717471147,3833.61904709394,1,"2016"
"21","09-289",4,3.78,7.55,7.55,"North",142.347031,-9.837318,-4969.91748092302,3834.67640239931,1,"2016"
"22","09-290",3,3.78,6.24,6.24,"North",142.407333,-9.776531,-4974.86284537545,3830.14593304447,1,"2016"
"23","09-291",3,3.7,6.96,6.81,"North",142.388336,-9.742158,-4974.10588058524,3832.19059776141,1,"2016"
"24","09-319",4,3.76,6.44,6.44,"North",142.63353,-9.804354,-4989.52688952674,3810.15667807852,1,"2016"
"25","09-321a",4,3.76,5.76,5.76,"North",142.636795,-9.759739,-4990.41392080689,3810.3838530193,1,"2016"
"26","09-329",4,3.76,6.9,6.9,"North",142.716217,-9.835286,-4994.55362980652,3802.59668161012,1,"2016"
"27","09-331",4,3.76,7.28,7.28,"North",142.742859,-9.870532,-4995.78747577746,3799.86784485625,1,"2016"
"28","09-332e",4,3.53,7.64,7.64,"North",142.768448,-9.893435,-4997.13605743121,3797.37184655078,1,"2016"
"29","09-355",4,2.97,9.19,6.68,"North",143.130402,-9.481016,-5027.19861871629,3770.35788407904,1,"2016"
"30","09-356",4,3.08,9.34,6.75,"North",143.153656,-9.552059,-5027.6832659419,3767.53403272507,1,"2016"
"31","09-357",4,2.97,8.54,6.34,"North",143.197678,-9.285727,-5034.45710558769,3766.57332609639,1,"2016"
"32","09-358a",4,2.97,8.75,6.51,"North",143.196396,-9.355257,-5033.37023841064,3765.93584144084,1,"2016"
"33","09-366",3,2.11,8.96,6.42,"North",143.313187,-9.341446,-5041.23625473004,3755.81710098265,1,"2016"
"34","09-368",3,2.11,8.81,6.26,"North",143.349167,-9.355145,-5043.39528763608,3752.50291719718,1,"2016"
"35","09-372",4,3.53,8.91,7.06,"North",142.932236,-9.854157,-5008.56853598272,3783.52276531994,1,"2016"
"37","09-376",4,3.53,8.91,7.06,"North",142.936188,-9.884068,-5008.37460515027,3782.83370985007,1,"2016"
"38","09-378",4,3.53,8.94,7.03,"North",142.971893,-9.803341,-5011.95612971009,3780.6360666399,1,"2016"
"39","09-394",4,3.08,9.18,6.96,"North",143.092804,-9.69028,-5021.62506144,3771.32906195075,1,"2016"
"42","09-406",2,1.87,6.05,4.85,"North",143.397873,-9.954496,-5037.61048132851,3741.54988299253,0,"2016"
"44","09-407",3,1.87,6.21,4.87,"North",143.393402,-9.86982,-5038.61957320945,3742.90947021774,1,"2016"
"45","09-408",2,1.87,5.51,4.47,"North",143.407516,-9.821474,-5040.27948453312,3742.21613981055,0,"2016"
"46","09-409",2,1.87,5.49,4.31,"North",143.408798,-9.751925,-5041.41867610185,3742.8869645676,0,"2016"
"47","09-410",3,2.44,6.05,4.36,"North",143.430603,-9.687788,-5043.80975625459,3741.68545582665,1,"2016"
"48","09-411",1,1.87,5.46,4.3,"North",143.436035,-9.974307,-5039.7952728519,3737.96666435398,0,"2016"
"49","09-419a",4,2.44,6.16,4.15,"North",143.493225,-9.566411,-5049.7104733846,3737.51332181876,1,"2016"
"50","09-423",2,2.01,5.07,3.55,"North",143.514023,-9.551695,-5051.28531201455,3735.84164564185,0,"2016"
"51","09-424",1,2.01,6.12,4.13,"North",143.547043,-9.506308,-5054.10948343793,3733.42634302388,0,"2016"
"52","09-440",0,2.01,3.12,3.12,"North",143.655273,-9.692168,-5058.37692671362,3721.83021357334,0,"2016"
"53","09-447",0,2.01,3.12,3.12,"North",143.686218,-9.680984,-5060.55492825321,3719.22159873827,0,"2016"
"54","09-449",0,2.01,3.12,3.12,"North",143.696991,-9.714868,-5060.74264974651,3717.89425516031,0,"2016"
"55","09-452",0,2.01,2.66,2.66,"North",143.711914,-9.686695,-5062.13631266894,3716.88844717323,0,"2016"
"56","09-454c",0,2.17,2.68,2.68,"North",143.775116,-9.741138,-5065.4092626974,3710.69859966773,0,"2016"
"57","09-454n",0,2.17,2.68,2.68,"North",143.763443,-9.742803,-5064.62790006216,3711.71199159215,0,"2016"
"58","09-458",0,2.17,2.68,2.68,"North",143.785583,-9.740662,-5066.09428713762,3709.77846128659,0,"2016"
"59","09-459",0,2.17,2.83,2.83,"North",143.801041,-9.740899,-5067.09137693487,3708.40889625352,0,"2016"
"60","09-468",0,1.6,3.65,3.65,"North",143.601746,-9.819469,-5052.96704379278,3725.13092400933,0,"2016"
"61","09-470",0,1.6,3.65,3.65,"North",143.623871,-9.820897,-5054.38333671106,3723.16336047134,0,"2016"
"62","09-472",0,1.6,3.45,3.45,"North",143.680496,-9.810903,-5058.21309154841,3718.27854455665,0,"2016"
"64","09-493",0,2.17,2.67,2.67,"North",143.790665,-9.664186,-5067.57966893778,3710.17570805591,0,"2016"
"65","09-496",1,2.17,2.96,2.96,"North",143.809464,-9.596133,-5069.81836859359,3709.26028663419,0,"2016"
"66","09-503b",0,2.17,3.29,3.14,"North",143.854919,-9.579476,-5073.00859376806,3705.41899383568,0,"2016"
"67","09-513",0,2.17,3.12,2.98,"North",143.85173,-9.742565,-5070.34487412046,3703.90615065968,0,"2016"
"68","09-513a",0,2.17,3.12,2.98,"North",143.885284,-9.733285,-5072.65411139713,3701.03905280982,0,"2016"
"69","09-514",0,1.77,3,3,"North",143.886948,-9.764456,-5072.2874591722,3700.54581792102,0,"2016"
"70","09-523",0,1.77,2.98,2.98,"North",143.877899,-9.882596,-5069.89252597006,3700.02560821911,0,"2016"
"71","09-531",0,1.77,2.69,2.69,"North",143.872192,-9.966473,-5068.22560097714,3699.58283873039,0,"2016"
"75","09-544b",0,2.41,3.11,3.11,"North",144.033615,-9.948959,-5078.90109946391,3685.48692635349,0,"2016"
"76","09-545a",0,2.41,3.28,3.28,"North",144.066208,-9.918502,-5081.46983438916,3682.94002648856,0,"2016"
"77","09-560a",0,2.51,4.24,3.79,"North",144.116653,-9.568174,-5090.05175034816,3682.32881253181,0,"2016"
"78","09-560b",0,2.51,4.24,3.79,"North",144.146637,-9.576503,-5091.85325924332,3679.574378904,0,"2016"
"79","09-560d",0,2.51,4.96,4.79,"North",144.158295,-9.570078,-5092.6981551734,3678.60783321819,0,"2016"
"80","09-562",0,2.51,4.11,4.11,"North",144.11618,-9.710133,-5087.87989297069,3680.82159716067,0,"2016"
"81","09-563",0,2.51,3.77,3.77,"North",144.13118,-9.677773,-5089.33434935164,3679.84448046507,0,"2016"
"82","09-563a",0,2.51,3.77,3.77,"North",144.13855,-9.653502,-5090.1748777863,3679.45525837913,0,"2016"
"83","09-565",0,2.51,4.78,4.63,"North",144.169006,-9.619951,-5092.63633009183,3677.11461110198,0,"2016"
"84","09-571",0,2.41,3.75,3.75,"North",144.080963,-9.820183,-5083.9356519584,3682.73059394867,0,"2016"
"85","09-572",0,2.41,3.75,3.75,"North",144.051468,-9.839932,-5081.73565540332,3685.12714303587,0,"2016"
"86","09-574",0,2.51,4.11,4.11,"North",144.123077,-9.746896,-5087.76322394979,3679.80429440079,0,"2016"
"87","09-584",0,2.51,5.65,5.49,"North",144.205414,-9.636465,-5094.7227711739,3673.69817561769,0,"2016"
"88","09-586",0,2.51,5.65,5.49,"North",144.220169,-9.604818,-5096.14577844952,3672.7298935027,0,"2016"
"89","09-587",0,2.51,5.65,5.49,"North",144.228729,-9.62076,-5096.45425343217,3671.79545097311,0,"2016"
"90","09-634",0,2.41,4.93,4.93,"North",144.112137,-9.998214,-5083.17867066452,3677.9669476146,0,"2016"
"91","09-635",0,2.41,4.93,4.93,"North",144.121185,-9.988696,-5083.908235951,3677.271818785,0,"2016"
"92","09-636",0,2.41,4.93,4.93,"North",144.130219,-9.985127,-5084.54375082886,3676.5105047604,0,"2016"
"93","09-638",0,2.41,4.93,4.93,"North",144.137115,-9.973706,-5085.16456574662,3676.02744433622,0,"2016"
"94","09-640",0,2.41,4.93,4.93,"North",144.149017,-9.969661,-5085.99120312148,3675.01664414873,0,"2016"
"95","09-642",0,2.41,6.85,6.85,"North",144.155212,-9.950387,-5086.68900739666,3674.68377930766,0,"2016"
"96","09-644",0,2.41,5.7,5.7,"North",144.158066,-9.937538,-5087.07204530658,3674.57486675681,0,"2016"
"97","09-646",0,2.41,5.7,5.7,"North",144.163055,-9.920168,-5087.66197190247,3674.32688220453,0,"2016"
"98","09-649",0,2.41,5.7,5.7,"North",144.165436,-9.905177,-5088.04729705175,3674.28345203706,0,"2016"
"99","09-652",0,2.41,5.7,5.7,"North",144.169952,-9.900657,-5088.40696420962,3673.93300419343,0,"2016"
"100","10-067",4,3.97,8.64,8.64,"North",142.07486,-10.11914,-4947.36249650027,3854.9041548277,1,"2016"
"101","10-068a",4,3.97,8.64,8.64,"North",142.080948,-10.101246,-4948.04761344678,3854.59309674771,1,"2016"
"102","10-070d",4,3.97,8.57,8.57,"North",142.115067,-10.192635,-4948.92913982533,3850.54654064232,1,"2016"
"103","10-071c",4,3.97,8.5,8.5,"North",142.093704,-10.069837,-4949.38822103294,3853.86714914017,1,"2016"
"104","10-075",4,3.97,8.54,8.54,"North",142.10437,-10.067172,-4950.1464412867,3852.97754105669,1,"2016"
"105","10-076c",4,3.97,8.57,8.57,"North",142.105255,-10.199773,-4948.15877873511,3851.30769856369,1,"2016"
"106","10-077c",4,3.97,8.54,8.54,"North",142.108368,-10.057654,-4950.56121447591,3852.74568913589,1,"2016"
"107","10-080b",4,3.97,8.45,8.45,"North",142.109314,-10.044329,-4950.82889943918,3852.82276455566,1,"2016"
"108","10-081",4,3.97,8.54,8.54,"North",142.108932,-10.052134,-4950.68371072648,3852.76277317705,1,"2016"
"109","10-085b",4,3.97,8.45,8.45,"North",142.124924,-10.047755,-4951.82594636812,3851.43299004316,1,"2016"
"110","10-088a",4,3.97,8.45,8.45,"North",142.124725,-10.043948,-4951.87085678132,3851.49552373901,1,"2016"
"111","10-093b",4,3.97,8.57,8.57,"North",142.130234,-10.186389,-4950.04525048103,3849.31177709182,1,"2016"
"112","10-095",4,3.97,8.45,8.45,"North",142.13121,-10.045662,-4952.28051316452,3850.91461773514,1,"2016"
"113","10-105a2",4,3.97,8.64,8.64,"North",142.085144,-10.128657,-4947.90758039719,3853.90178800713,1,"2016"
"114","10-105s",4,3.97,8.57,8.57,"North",142.126633,-10.162731,-4950.17013278793,3849.90816318962,1,"2016"
"115","10-105x",4,3.97,8.57,8.57,"North",142.107986,-10.149977,-4949.11426349091,3851.67258949459,1,"2016"
"116","10-105y",4,3.97,8.54,8.54,"North",142.104935,-10.08202,-4949.95652214805,3852.75133260901,1,"2016"
"117","10-105z",4,3.97,8.57,8.57,"North",142.13678,-10.18163,-4950.55886571793,3848.80364042376,1,"2016"
"118","10-138h",4,3.73,8.43,8.43,"North",142.332581,-10.15696,-4964.06610727611,3832.15925931659,1,"2016"
"119","10-146",4,3.73,8.34,8.34,"North",142.343597,-10.10372,-4965.62716130556,3831.84090170267,1,"2016"
"120","10-148b",3,3.73,8.37,8.37,"North",142.36055,-10.118591,-4966.5308511944,3830.1941927228,1,"2016"
"122","10-157a",4,3.97,8.45,8.45,"North",142.125687,-10.02082,-4952.28916010068,3851.68742542237,1,"2016"
"123","10-158a",4,3.97,8.45,8.45,"North",142.121872,-10.015109,-4952.11988209312,3852.08498759942,1,"2016"
"124","10-160b",4,3.97,8.45,8.45,"North",142.137863,-10.028529,-4952.98977156842,3850.54333833621,1,"2016"
"125","10-162",4,3.97,8.45,8.45,"North",142.131775,-10.016061,-4952.77106875172,3851.21770474893,1,"2016"
"126","10-163",4,3.97,8.45,8.45,"North",142.148331,-10.02082,-4953.81100776638,3849.72991880471,1,"2016"
"127","10-169b",4,4.1,9.04,9.04,"North",142.087708,-10.327223,-4944.98691750591,3851.27136918938,1,"2016"
"128","10-170b",4,4.1,9.09,8.81,"North",142.110306,-10.343285,-4946.25263382315,3849.12393347466,1,"2016"
"129","10-174",4,4.1,9.09,8.81,"North",142.10704,-10.325736,-4946.30947246538,3849.62088081928,1,"2016"
"130","10-176",4,4.1,9.05,9.05,"North",142.122803,-10.406935,-4946.08597695889,3847.26242208794,1,"2016"
"131","10-176a",4,4.1,9.05,9.05,"North",142.109116,-10.402771,-4945.23278220516,3848.49520633758,1,"2016"
"132","10-182",4,4.1,8.91,8.91,"North",142.21463,-10.361593,-4952.963784911,3839.88728808677,1,"2016"
"133","10-183a",4,4.1,8.9,8.9,"North",142.221466,-10.348804,-4953.6239254029,3839.45291318707,1,"2016"
"134","10-184f",4,4.1,9.03,9.03,"North",142.121017,-10.372135,-4946.51685993301,3847.84506751057,1,"2016"
"135","10-192b",4,4.1,8.91,8.91,"North",142.104065,-10.29168,-4946.64434340533,3850.29394670601,1,"2016"
"136","10-193b",4,4.1,9.02,9.02,"North",142.075211,-10.260152,-4945.19803492092,3853.16895429772,1,"2016"
"137","10-194g",4,3.97,8.95,8.95,"North",142.085037,-10.242306,-4946.13737410022,3852.53782348454,1,"2016"
"138","10-196k",4,4.1,8.91,8.91,"North",142.104065,-10.276214,-4946.88662088516,3850.48252697361,1,"2016"
"139","10-204",4,3.59,9,9,"North",142.305344,-10.312576,-4959.81099634657,3832.6386737713,1,"2016"
"140","10-210c",4,4.46,8.95,8.95,"North",142.152054,-10.530625,-4946.0761117232,3843.2034809902,1,"2016"
"141","10-214",4,4.1,8.99,8.99,"North",142.237518,-10.415727,-4953.63920408171,3837.2436984802,1,"2016"
"142","10-215",4,4.1,9.06,9.06,"North",142.240799,-10.479377,-4952.84427896125,3836.17413609976,1,"2016"
"143","10-216",4,4.1,9.06,9.06,"North",142.233368,-10.450823,-4952.80259680259,3837.16966737785,1,"2016"
"144","10-240",4,4.48,8.48,8.34,"North",142.206421,-10.760386,-4945.99111434184,3835.61625941411,1,"2016"
"145","10-253",4,3.54,8.62,8.62,"North",142.255539,-10.73583,-4949.68012015085,3831.68650841795,1,"2016"
"146","10-254a",4,3.54,8.62,8.62,"North",142.26799,-10.73069,-4950.59685391996,3830.67593764057,1,"2016"
"147","10-262a",4,4.46,8.78,8.78,"North",142.176239,-10.571266,-4947.04428550879,3840.6079177163,1,"2016"
"150","10-282a",4,3.54,8.92,8.92,"North",142.328918,-10.554099,-4957.53794644636,3827.62550048864,1,"2016"
"151","10-283b",4,3.54,9.04,7.85,"North",142.348053,-10.548932,-4958.8992760224,3826.03389337364,1,"2016"
"153","10-284a",4,3.54,8.93,8.93,"North",142.350601,-10.543684,-4959.15398483245,3825.87860340419,1,"2016"
"154","10-286a",4,3.54,9.05,9.05,"North",142.374039,-10.555051,-4960.53534502704,3823.70836547051,1,"2016"
"155","10-299",4,2.23,12.85,10.45,"North",143.089615,-10.775389,-5004.27661605368,3758.73572124722,1,"2016"
"156","10-300",4,3.07,9.58,9.58,"North",142.518005,-10.612419,-4969.19767634382,3810.51910256398,1,"2016"
"157","10-302",4,3.01,11.18,8.94,"North",142.912643,-10.599517,-4995.53607128029,3776.36171305677,1,"2016"
"158","10-303",4,3.07,10.32,8.55,"North",142.653397,-10.650229,-4977.5715683627,3798.29554888388,1,"2016"
"159","10-303d",4,3.07,9.83,9.83,"North",142.638458,-10.62164,-4977.04739923114,3799.9492995258,1,"2016"
"160","10-305",4,3.01,10.71,8.97,"North",142.849777,-10.652184,-4990.52885329235,3781.18849227201,1,"2016"
"161","10-311a",4,3.07,10.32,10.32,"North",142.669952,-10.666849,-4978.39704606734,3796.64989976366,1,"2016"
"162","10-318a",4,3.07,9.85,8.37,"North",142.592972,-10.715309,-4972.49749321294,3802.7279632103,1,"2016"
"163","10-318b",4,3.07,10.16,8.68,"North",142.617844,-10.728304,-4973.9341733621,3800.40584129237,1,"2016"
"164","10-318c",4,3.07,10.16,8.68,"North",142.623306,-10.746626,-4973.99481328198,3799.70124047171,1,"2016"
"165","10-319b",4,3.59,9.08,9.08,"North",142.442169,-10.463387,-4966.55233036141,3818.94033936923,1,"2016"
"166","10-320",4,3.07,10.16,8.68,"North",142.624649,-10.723956,-4974.45701762681,3799.86968412431,1,"2016"
"167","10-321",4,3.07,10.16,8.51,"North",142.629822,-10.718827,-4974.88439157043,3799.48494310928,1,"2016"
"168","10-322",4,3.07,10.39,8.61,"North",142.673172,-10.700763,-4978.05448062254,3795.94619482878,1,"2016"
"169","10-323",4,3.07,10.39,8.61,"North",142.68544,-10.711788,-4978.68601297024,3794.74216484027,1,"2016"
"170","10-325",4,3.07,10.57,8.66,"North",142.740005,-10.68,-4982.81975947501,3790.39622454724,1,"2016"
"172","10-326",4,3.01,10.58,8.83,"North",142.786102,-10.682528,-4985.82619650214,3786.35458826927,1,"2016"
"173","10-327",4,3.07,10.57,10.43,"North",142.729996,-10.7,-4981.82925772731,3791.0168036113,1,"2016"
"175","10-335",4,2.87,11.05,9.57,"North",142.723114,-10.821252,-4979.37081947715,3790.09052309003,1,"2016"
"176","10-336",4,2.53,11.3,9.68,"North",142.759995,-10.82,-4981.83025643413,3786.90035876397,1,"2016"
"177","10-337",4,2.53,11.84,9.97,"North",142.928802,-10.807883,-4993.16742582628,3772.35867049673,1,"2016"
"178","10-338",4,2.53,12.09,10.07,"North",142.979996,-10.8,-4996.66723712595,3767.99467988677,1,"2016"
"180","10-341",4,2.53,11.37,9.86,"North",142.776794,-10.898384,-4981.63282059109,3784.44622769205,1,"2016"
"181","10-345a",4,2.04,9.67,9.67,"North",143.370789,-10.624745,-5025.15783922125,3735.98809894949,1,"2016"
"182","10-346a",3,2.39,11.1,11.1,"North",143.204239,-10.632169,-5014.15475868014,3750.48845716522,1,"2016"
"183","10-347a",4,2.39,12.08,12.08,"North",143.03244,-10.64359,-5002.69924374118,3765.36532743467,1,"2016"
"184","10-349",4,2.04,9.33,7.64,"North",143.433746,-10.697102,-5028.06447322029,3729.57743053725,1,"2016"
"185","10-350",4,2.04,8.49,7.14,"North",143.466324,-10.69665,-5030.19176916241,3726.72345718382,1,"2016"
"186","10-351",4,2.39,12.94,10.39,"North",143.190323,-10.731805,-5011.59953328299,3750.47576344489,1,"2016"
"187","10-352",4,2.04,11.47,9.36,"North",143.336777,-10.734683,-5021.12195066062,3737.61776572978,1,"2016"
"188","10-353",4,2.23,12.85,10.45,"North",143.093735,-10.751884,-5004.93719243068,3758.6689842971,1,"2016"
"189","10-355",4,1.81,11.93,9.81,"North",143.324295,-10.756776,-5019.94022221947,3738.43795766483,1,"2016"
"190","10-377",3,3.59,8.88,7.69,"North",142.362762,-10.368174,-4962.77057191106,3826.98872207298,1,"2016"
"191","10-381",2,1.85,6.58,5.43,"North",143.964493,-10.687881,-5062.55022128915,3682.95361485756,0,"2016"
"193","10-384",3,1.85,6.66,5.52,"North",143.963776,-10.709744,-5062.13917769896,3682.75145959336,1,"2016"
"194","10-386",2,1.85,6.66,5.52,"North",143.979614,-10.723167,-5062.93251200839,3681.18880113832,0,"2016"
"195","10-387",4,2.04,7.05,5.9,"North",143.520996,-10.693288,-5033.801326192,3721.96316657751,1,"2016"
"197","10-388a",4,3.59,9.08,9.08,"North",142.448364,-10.496584,-4966.43290848634,3817.99410024162,1,"2016"
"198","10-390",1,1.85,6.66,5.52,"North",143.973343,-10.740423,-5062.24061339541,3681.53276515072,0,"2016"
"199","10-391",2,2.4,6.3,5.29,"North",143.982346,-10.755391,-5062.56798739359,3680.55476297524,0,"2016"
"201","10-398",2,2.4,6.3,5.29,"North",143.975479,-10.778152,-5061.74444342619,3680.88342394911,0,"2016"
"202","10-399",3,2.4,6.3,5.29,"North",143.985291,-10.785673,-5062.24818201532,3679.92454781826,1,"2016"
"204","10-402",3,3.13,8.02,6.21,"North",144.006592,-10.805487,-5063.2820385285,3677.79976283005,1,"2016"
"205","10-406",3,3.13,8.02,6.21,"North",144.014496,-10.844872,-5063.12379864851,3676.61795277899,1,"2016"
"206","10-412",2,3.13,7.74,6.03,"North",144.014099,-10.887403,-5062.37693047557,3676.12918339222,0,"2016"
"207","10-414",2,3.13,7.91,6.03,"North",144.018097,-10.926696,-5061.96444783656,3675.29020784527,0,"2016"
"208","10-416b",3,3.13,7.83,5.93,"North",144.03215,-10.965931,-5062.19524657967,3673.56197759799,1,"2016"
"210","10-418a",2,3.13,7.83,5.93,"North",144.035202,-10.996821,-5061.86134719473,3672.90806139918,0,"2016"
"211","10-419a",3,3.59,8.23,6.15,"North",144.012909,-11.007766,-5060.24394670029,3674.74080273459,1,"2016"
"212","10-419b",2,3.59,8.23,6.15,"North",144.013092,-11.017948,-5060.08067973507,3674.59755385663,0,"2016"
"213","10-420",2,2.61,6.48,4.95,"North",143.995041,-11.017783,-5058.92558551353,3676.19360803168,0,"2016"
"214","10-423a",3,3.73,7.44,7.44,"North",142.459885,-10.038879,-4974.39381650116,3822.52298614418,1,"2016"
"215","10-426",1,3.13,7.83,5.93,"North",144.014526,-10.950847,-5061.32302663711,3675.30626379035,0,"2016"
"216","10-429",4,3.07,9.85,8.37,"North",142.565918,-10.722243,-4970.58749283353,3804.98829326174,1,"2016"
"217","10-430",4,3.07,9.85,8.37,"North",142.577133,-10.729923,-4971.20595763064,3803.91869928,1,"2016"
"219","10-441",4,3.59,8.84,7.44,"North",142.482834,-10.250943,-4972.63010360841,3818.00082988686,1,"2016"
"221","10-446",4,3.73,7.8,7.8,"North",142.487549,-10.110263,-4975.13746061528,3819.27525290813,1,"2016"
"222","10-449",4,3.82,8.37,7.11,"North",142.510559,-10.160559,-4975.88997700825,3816.67794813651,1,"2016"
"223","10-449a",4,3.82,8.37,8.37,"North",142.505692,-10.155175,-4975.6495213964,3817.16487851873,1,"2016"
"224","10-450",4,3.82,8.37,7.11,"North",142.515182,-10.19084,-4975.72588906242,3815.91444829004,1,"2016"
"227","10-456a",4,3.82,9.54,9.54,"North",142.679214,-10.168262,-4986.98291268965,3801.92283666805,1,"2016"
"228","10-458",4,3.54,9.04,7.85,"North",142.308426,-10.529088,-4956.57128806377,3829.70941877968,1,"2016"
"229","10-458b",4,3.54,9.02,7.69,"North",142.296494,-10.520213,-4955.91625053278,3830.85179606595,1,"2016"
"231","10-462b",4,4.46,8.95,8.95,"North",142.186707,-10.547187,-4948.13350578817,3840.0048360724,1,"2016"
"232","10-462g",4,4.46,8.78,8.78,"North",142.174332,-10.563462,-4947.0421562865,3840.87016497033,1,"2016"
"233","10-476a",4,4.46,8.78,8.78,"North",142.169189,-10.560036,-4946.75252218619,3841.35703440085,1,"2016"
"234","10-485a3",4,4.46,8.81,8.66,"North",142.112839,-10.721363,-4940.35798075673,3844.18611256551,1,"2016"
"235","10-485k",4,4.46,8.69,8.69,"North",142.105606,-10.693191,-4940.33194014789,3845.16722448226,1,"2016"
"236","10-485l",4,4.46,8.38,8.23,"North",142.199188,-10.749916,-4945.67853216173,3836.3737693628,1,"2016"
"237","10-485m",4,3.54,8.62,8.62,"North",142.263412,-10.728216,-4950.3312652299,3831.10282922077,1,"2016"
"238","10-485p",4,4.46,8.92,8.92,"North",142.139114,-10.637034,-4943.49222266379,3842.9866048191,1,"2016"
"239","10-485q",4,4.48,8.38,8.23,"North",142.162781,-10.767365,-4942.9537764005,3839.29341371709,1,"2016"
"240","10-486b",4,3.07,9.92,9.92,"North",142.624786,-10.595168,-4976.57113972374,3801.46576894896,1,"2016"
"241","10-490",4,3.54,8.79,7.49,"North",142.369598,-10.713205,-4957.66882821167,3822.11140854312,1,"2016"
"242","10-495c",4,3.54,8.92,8.92,"North",142.325256,-10.597158,-4956.59777590796,3827.40527782531,1,"2016"
"243","10-497b",4,3.07,9.83,9.83,"North",142.612579,-10.612419,-4975.48065235309,3802.31162000775,1,"2016"
"244","10-498",4,2.04,10.96,10.82,"North",143.290848,-10.608564,-5020.20612045151,3743.19387743661,1,"2016"
"246","10-500",4,3.07,9.83,9.83,"North",142.625076,-10.609742,-4976.35342956468,3801.25958172735,1,"2016"
"247","10-503",1,1.85,5.56,4.61,"North",143.923828,-10.613521,-5061.17014583677,3687.44565914995,0,"2016"
"248","10-508",4,2.04,8.7,8.7,"North",143.433609,-10.616179,-5029.39200822752,3730.58077478813,1,"2016"
"249","10-509",3,2.04,7.52,7.52,"North",143.469788,-10.625697,-5031.58990962456,3727.28814638035,1,"2016"
"251","10-514",2,1.85,6.58,5.43,"North",143.950272,-10.653148,-5062.21412030992,3684.63087963411,0,"2016"
"252","10-518c",4,3.54,8.79,7.49,"North",142.351959,-10.708629,-4956.56679987441,3823.69525129869,1,"2016"
"253","10-521",4,3.54,8.79,7.49,"North",142.390762,-10.740545,-4958.63205325792,3819.93455966017,1,"2016"
"254","10-521a",4,3.54,9.2,7.74,"North",142.414825,-10.713562,-4960.67845763643,3818.19233140538,1,"2016"
"255","10-522d",4,3.54,8.62,8.62,"North",142.299591,-10.702723,-4953.16641973755,3828.29852952594,1,"2016"
"256","10-523b",4,3.54,9.2,7.74,"North",142.413315,-10.728722,-4960.32932915986,3818.13178711788,1,"2016"
"257","10-528",4,4.46,8.48,8.34,"North",142.225647,-10.742112,-4947.57752063718,3834.18857349349,1,"2016"
"258","10-541",4,3.38,9.48,7.72,"North",142.824341,-10.207618,-4995.98020993135,3788.81117799212,1,"2016"
"261","10-543a",4,3.38,8.86,8.86,"North",142.819489,-10.10134,-4997.31931771232,3790.49334076958,1,"2016"
"262","10-543b",4,3.38,8.86,8.86,"North",142.82811,-10.105802,-4997.82024215547,3789.68878738457,1,"2016"
