"","ReefID","score","DHW_25km_max_02","DHW_5km_max","DHW_5km_ytd","region","Long_unique","Lat_unique","X","Y","bin.score","year"
"263","10-543c",4,3.38,8.86,8.86,"North",142.846542,-10.103422,-4999.07612918847,3788.10883901715,1,"2016"
"264","10-543d",4,3.38,8.94,8.94,"North",142.826019,-10.097473,-4997.8113681809,3789.96933218622,1,"2016"
"265","10-543i",4,3.38,8.94,8.94,"North",142.834946,-10.091822,-4998.48957303039,3789.25713413975,1,"2016"
"266","10-544a",4,3.2,9.84,9.84,"North",142.838654,-10.335528,-4994.90537975004,3786.03102826306,1,"2016"
"267","10-545a4",4,3.38,9.21,9.21,"North",142.881653,-10.0307,-5002.52366014806,3785.89767312774,1,"2016"
"268","10-547b",4,3.38,8.86,8.86,"North",142.818588,-10.143278,-4996.60673415196,3790.07662338541,1,"2016"
"269","10-547c",4,3.38,9.23,9.23,"North",142.825424,-10.159041,-4996.81275047577,3789.29378571855,1,"2016"
"270","10-548",4,3.2,9.8,9.8,"North",142.889603,-10.340805,-4998.18607342939,3781.52438942443,1,"2016"
"271","10-549",3,3.38,9.51,7.65,"North",142.948029,-10.044841,-5006.6874585589,3779.93467584086,1,"2016"
"273","10-554a",4,2.78,8.71,8.71,"North",143.081268,-10.055056,-5015.30552705851,3768.16255445274,1,"2016"
"274","10-556a",4,2.78,7.74,7.74,"North",143.16008,-10.106987,-5019.67506750122,3760.65425792777,1,"2016"
"275","10-559a",4,2.68,9.23,9.23,"North",143.110718,-10.297144,-5013.43795859311,3762.72937662313,1,"2016"
"276","10-560a",4,2.68,9.23,9.23,"North",143.112381,-10.257193,-5014.18106992816,3763.05959295859,1,"2016"
"277","10-561a",3,2.78,7.33,7.33,"North",143.234879,-10.176359,-5023.49217660714,3753.28495218401,1,"2016"
"278","10-562",4,2.68,8.75,6.83,"North",143.247574,-10.413011,-5020.5557408876,3749.35791482174,1,"2016"
"279","10-563a",4,2.68,8.33,8.33,"North",143.244995,-10.329537,-5021.72576170327,3750.58380217823,1,"2016"
"280","10-565",4,1.84,7.34,7.34,"North",143.300369,-10.386799,-5024.43029336021,3745.04458390504,1,"2016"
"281","10-566a",2,1.9,6.58,5.34,"North",143.322159,-10.108313,-5030.27240088255,3746.4240558359,0,"2016"
"282","10-567",3,1.9,6.58,5.34,"North",143.345627,-10.147627,-5031.18978494862,3743.90445772797,1,"2016"
"283","10-568",2,1.9,5.93,4.89,"North",143.350266,-10.087129,-5032.44098465689,3744.20248092774,0,"2016"
"284","10-572",2,1.84,6.78,5.89,"North",143.385986,-10.324091,-5031.02695880605,3738.2799563897,0,"2016"
"285","10-575",4,2.39,11.33,8.85,"North",143.089798,-10.598388,-5007.20691316065,3760.91166601593,1,"2016"
"286","10-576",4,2.39,10.7,8.37,"North",143.099838,-10.520869,-5009.12907487154,3760.98264064872,1,"2016"
"288","10-577a",4,2.68,10.06,8.03,"North",143.138504,-10.473643,-5012.43149327917,3758.17530120571,1,"2016"
"289","10-582a",4,2.04,10.35,8.34,"North",143.25145,-10.560167,-5018.42306784705,3747.23642890904,1,"2016"
"290","10-583",4,1.84,8.87,7.1,"North",143.291275,-10.476055,-5022.39521011644,3744.76787992341,1,"2016"
"291","10-585",4,2.04,8.18,6.58,"North",143.354553,-10.539668,-5025.49288978673,3738.44887313843,1,"2016"
"292","10-587",4,1.84,6.66,6.66,"North",143.378403,-10.440099,-5028.66641943063,3737.5590591383,1,"2016"
"293","10-593",4,1.84,5.93,5.77,"North",143.473587,-10.489592,-5034.06533533826,3728.60496286635,1,"2016"
"294","10-594a",3,2.04,6.87,6.7,"North",143.481201,-10.594288,-5032.84906164467,3726.66847976903,1,"2016"
"295","10-596",3,2.04,5.85,5.69,"North",143.517365,-10.546699,-5035.98076245291,3724.06827442475,1,"2016"
"296","10-598a",2,1.9,5.48,4.33,"North",143.431808,-10.025106,-5038.7317311556,3737.75410203368,0,"2016"
"301","10-614",0,1.39,4.64,4.64,"North",143.642929,-10.10576,-5051.20790678506,3718.23308039102,0,"2016"
"302","10-619",2,1.9,5.52,4.67,"North",143.460724,-10.181535,-5038.1658612272,3733.3939945636,0,"2016"
"303","10-624",1,1.84,5.73,4.89,"North",143.495819,-10.260354,-5039.20163866621,3729.38215749878,0,"2016"
"304","10-625",0,1.63,5.34,5.03,"North",143.548462,-10.282364,-5042.27502389646,3724.49131541873,0,"2016"
"305","10-626",0,1.39,5.66,5.36,"North",143.544006,-10.228231,-5042.84728719419,3725.52022887139,0,"2016"
"306","10-627",0,1.39,4.85,4.69,"North",143.590378,-10.232466,-5045.79355278183,3721.38796772698,0,"2016"
"307","10-630",1,1.84,5.82,5.51,"North",143.460266,-10.448665,-5033.86270011049,3730.26759033557,0,"2016"
"314","10-644",0,1.54,2.88,2.88,"North",143.807327,-10.050289,-5062.72684839516,3704.36179085093,0,"2016"
"315","10-645",0,1.54,2.69,2.69,"North",143.855057,-10.04785,-5065.8492083648,3700.17093585123,0,"2016"
"316","10-648",0,1.39,4.47,4.32,"North",143.630524,-10.226518,-5048.49439288474,3717.92121910151,0,"2016"
"317","10-650",0,1.39,3.66,3.66,"North",143.661972,-10.090294,-5052.68632166103,3716.73270939743,0,"2016"
"318","10-652",0,1.39,4.11,4.11,"North",143.687988,-10.110103,-5054.06217174402,3714.20933042179,0,"2016"
"319","10-653",0,1.39,4.41,4.27,"North",143.688141,-10.199451,-5052.66061945581,3713.15855624547,0,"2016"
"320","10-656",0,1.54,3.49,3.49,"North",143.761307,-10.066855,-5059.49038034696,3708.23679316123,0,"2016"
"321","10-686",0,2.07,5.15,5.01,"North",144.062881,-10.063721,-5078.98767179537,3681.5908731954,0,"2016"
"323","10-687a",0,2.07,5.15,5.01,"North",144.074066,-10.050872,-5079.90832078649,3680.74570276829,0,"2016"
"324","10-688",0,2.07,4.08,4.08,"North",144.080246,-10.039688,-5080.4809696761,3680.32501052965,0,"2016"
"325","10-689a",0,2.07,4.08,4.08,"North",144.085007,-10.028028,-5080.96971893527,3680.03534111122,0,"2016"
"327","10-691",0,2.07,4.08,4.08,"North",144.100006,-10.017488,-5082.09813834858,3678.82471314395,0,"2016"
"330","10-700",0,1.54,4.57,4.57,"North",143.971313,-10.206156,-5070.84351671295,3688.06394791503,0,"2016"
"331","10-702",0,1.54,4.13,4.13,"North",143.996063,-10.176412,-5072.90957919211,3686.21715630646,0,"2016"
"332","10-705",0,2.07,5.49,5.49,"North",144.002686,-10.164372,-5073.52690313339,3685.76968022957,0,"2016"
"333","10-707",0,2.07,5.49,5.49,"North",144.007919,-10.150571,-5074.08248359283,3685.46532802116,0,"2016"
"334","10-708",0,2.07,4.74,4.74,"North",144.012436,-10.13915,-5074.55401229165,3685.19673424778,0,"2016"
"336","10-710",0,2.07,4.74,4.74,"North",144.018143,-10.124873,-5075.14704326168,3684.85534130403,0,"2016"
"338","10-712",0,2.07,4.74,4.74,"North",144.025528,-10.106551,-5075.91153336645,3684.41135840791,0,"2016"
"339","10-713",0,2.07,3.96,3.96,"North",144.035278,-10.098699,-5076.66239307936,3683.6374837061,0,"2016"
"342","10-716a",0,2.07,3.96,3.96,"North",144.042175,-10.071811,-5077.52956720754,3683.33377831422,0,"2016"
"343","10-724",0,1.32,4.89,4.89,"North",143.938721,-10.365198,-5066.19213508786,3689.08905373719,0,"2016"
"344","10-727",0,1.32,4.78,4.78,"North",143.942535,-10.328127,-5067.03620956688,3689.18756923004,0,"2016"
"345","10-728",0,1.32,4.78,4.78,"North",143.945145,-10.309805,-5067.49929509705,3689.1715349438,0,"2016"
"346","10-729",0,1.32,4.78,4.78,"North",143.940857,-10.341928,-5066.70559773281,3689.17390923402,0,"2016"
"347","10-730",0,1.32,4.89,4.89,"North",143.939911,-10.354967,-5066.43414103988,3689.10425684074,0,"2016"
"348","10-732",0,1.32,5.15,5.15,"North",143.951096,-10.284821,-5068.2839513863,3688.93741920238,0,"2016"
"350","10-734",0,1.32,5.15,5.15,"North",143.954193,-10.272209,-5068.68566672296,3688.81070376231,0,"2016"
"351","10-737",0,1.54,4.57,4.57,"North",143.960373,-10.237945,-5069.63199289528,3688.66303772822,0,"2016"
"352","10-741",0,1.32,5.15,5.15,"North",143.958466,-10.256742,-5069.20856048568,3688.61299624576,0,"2016"
"353","10-744",0,1.54,4.57,4.57,"North",143.963699,-10.225904,-5070.03843197341,3688.50865752704,0,"2016"
"357","10-755",0,1.32,4.89,4.89,"North",143.9254,-10.39675,-5064.82333288189,3689.89456150414,0,"2016"
"366","10-800",4,2.87,11.05,9.39,"North",142.739029,-10.810703,-4980.5985870028,3788.84053136332,1,"2016"
"368","11-001",4,2.7,12.06,10.59,"North",142.990005,-11.01,-4993.79784036737,3764.46258891215,1,"2016"
"373","11-025",4,2.14,12.45,11.02,"North",143.089996,-11.07,-4999.33833154809,3754.97455370121,1,"2016"
"374","11-026",4,2.14,12.35,10.91,"North",143.020004,-11.11,-4994.06411809338,3760.56426005796,1,"2016"
"376","11-035",4,2.14,12.48,11.04,"North",143.029999,-11.18,-4993.51801844106,3758.7881959638,1,"2016"
"378","11-038",4,2.7,12.3,10.85,"North",143,-11.24,-4990.51346083248,3760.62163050282,1,"2016"
"385","11-052",4,2.93,12.22,10.65,"North",143.070007,-11.39,-4992.48871006036,3752.55489982033,1,"2016"
"386","11-053",4,2.93,12.22,10.63,"North",143.038101,-11.384626,-4990.492542917,3755.40539992432,1,"2016"
"388","11-055",4,2.93,11.57,10.03,"North",143.039993,-11.46,-4989.29027266235,3754.24263284637,1,"2016"
"393","11-061",4,2.93,11.57,10.03,"North",143.039993,-11.49,-4988.75999178231,3753.84361755994,1,"2016"
"394","11-062",4,2.93,11.57,10.03,"North",143.026306,-11.495616,-4987.76371652512,3754.96040769359,1,"2016"
"395","11-072",3,3.1,8.16,6.53,"North",143.995483,-11.282644,-5054.34659525731,3672.80659117553,1,"2016"
"396","11-073",3,3.92,8.95,7.11,"North",144.005783,-11.282431,-5055.01051913893,3671.90064074814,1,"2016"
"397","11-074",3,3.1,8.16,6.53,"North",143.996323,-11.294886,-5054.18487248922,3672.57584945456,1,"2016"
"398","11-075",2,3.1,8.16,6.53,"North",143.979233,-11.295312,-5053.08169968704,3674.0777759156,0,"2016"
"399","11-076",2,3.1,8.72,7.06,"North",143.980789,-11.309265,-5052.93553665951,3673.76173501885,0,"2016"
"400","11-077",2,3.1,8.72,7.06,"North",143.962418,-11.322353,-5051.52643133593,3675.21369304462,0,"2016"
"401","11-081",2,3.1,8.72,7.06,"North",143.956589,-11.348222,-5050.69535914307,3675.39492584674,0,"2016"
"402","11-082",2,3.1,8.78,7.11,"North",143.952011,-11.355857,-5050.26656286138,3675.70013312854,0,"2016"
"403","11-083",2,3.1,8.78,7.11,"North",143.96405,-11.361001,-5050.94769555169,3674.57261754553,0,"2016"
"404","11-087b",2,3.1,8.78,7.11,"North",143.959045,-11.371507,-5050.44052421619,3674.87836283701,0,"2016"
"405","11-088",3,3.1,8.78,7.11,"North",143.959976,-11.383248,-5050.29198489556,3674.6447714927,1,"2016"
"406","11-089b",2,3.1,8.78,7.11,"North",143.958496,-11.39222,-5050.03778631852,3674.65932538547,0,"2016"
"407","11-091",2,3.1,8.78,7.11,"North",143.960007,-11.4,-5049.99647316406,3674.42557525438,0,"2016"
"408","11-094",3,3.1,8.84,7.17,"North",143.964935,-11.411647,-5050.10538395343,3673.8405463927,1,"2016"
"409","11-095",2,3.1,8.84,7.17,"North",143.969559,-11.416037,-5050.32373940123,3673.37614833281,0,"2016"
"410","11-096",1,3.1,8.84,7.17,"North",143.975052,-11.421157,-5050.58472992226,3672.8256626137,0,"2016"
"411","11-097",0,3.1,8.84,7.17,"North",143.974152,-11.427407,-5050.41570854227,3672.82403516689,0,"2016"
"412","11-102",1,3.1,8.85,7.19,"North",143.967728,-11.463073,-5049.36748117036,3672.92734577426,0,"2016"
"415","11-109a",0,3.1,8.54,6.93,"North",143.924164,-11.492071,-5046.05479111324,3676.38767945828,0,"2016"
"416","11-109b",1,3.1,8.54,6.93,"North",143.945618,-11.482652,-5047.59966355928,3674.62072291343,0,"2016"
"417","11-110",0,3.1,8.53,6.94,"North",143.858124,-11.489939,-5041.85211771301,3682.22925072063,0,"2016"
"419","11-113",0,3.59,8.23,6.15,"North",144.017319,-11.039342,-5059.98350831775,3673.95685584499,0,"2016"
"420","11-114",1,3.59,8.23,6.15,"North",144.022385,-11.049008,-5060.14171253999,3673.38848790355,0,"2016"
"421","11-115",3,3.59,8,6.06,"North",144.033554,-11.054873,-5060.75650674307,3672.32859075765,1,"2016"
"422","11-116",3,3.59,8,6.06,"North",144.04071,-11.069192,-5060.96784487413,3671.51710346167,1,"2016"
"423","11-117",3,3.59,8.42,6.46,"North",144.044006,-11.103425,-5060.58655482063,3670.79618590552,1,"2016"
"424","11-118a",1,3.59,8.42,6.46,"North",144.03331,-11.131632,-5059.41171542479,3671.38563694566,0,"2016"
"425","11-119",3,3.59,9.26,7.22,"North",144.058441,-11.145983,-5060.77197935008,3668.98518387364,1,"2016"
"426","11-120",3,3.59,9.15,7.12,"North",144.060028,-11.185172,-5060.19040961439,3668.34973150745,1,"2016"
"427","11-122",2,3.59,8.71,6.89,"North",144.046631,-11.200684,-5059.06149827462,3669.33623364481,0,"2016"
"428","11-123",2,3.59,9.12,7.22,"North",144.050995,-11.20974,-5059.18255196222,3668.83601667617,0,"2016"
"429","11-124",1,3.59,9.12,7.22,"North",144.056213,-11.217525,-5059.38036843431,3668.27644024852,0,"2016"
"430","11-125",3,3.92,9.44,7.54,"North",144.065659,-11.261312,-5059.21667645962,3666.88535851904,1,"2016"
"432","11-126b",2,3.92,8.95,7.11,"North",144.018326,-11.269264,-5056.04589755125,3670.96212401151,0,"2016"
"433","11-127b",1,3.92,8.95,7.11,"North",144.026413,-11.276131,-5056.44318768843,3670.16077414502,0,"2016"
"434","11-128",1,3.92,8.95,7.11,"North",144.034225,-11.279285,-5056.88803770835,3669.43103785323,0,"2016"
"435","11-129",1,3.92,8.95,7.11,"North",144.044113,-11.276286,-5057.57401645151,3668.59656721116,0,"2016"
"439","11-134",4,3.83,11.36,9.84,"North",142.898346,-11.590384,-4977.68346939659,3764.8183305254,1,"2016"
"440","11-136",4,3.83,11.48,9.97,"North",142.940002,-11.6,-4980.24780284359,3761.06887036959,1,"2016"
"441","11-137",4,3.83,11.55,10.14,"North",142.907455,-11.651376,-4977.19223321112,3763.20300098754,1,"2016"
"442","11-138",4,3.83,11.16,10.08,"North",142.990005,-11.73,-4981.19438029307,3754.96175298383,1,"2016"
"443","11-139",4,4.63,11.37,10.3,"North",142.970001,-11.76,-4979.34099993824,3756.29170063293,1,"2016"
"444","11-140",4,4.63,11.42,10.33,"North",142.89595,-11.762362,-4974.43938787461,3762.69173420554,1,"2016"
"445","11-141",4,4.63,11.37,10.29,"North",142.915649,-11.769652,-4975.60088932489,3760.88156602915,1,"2016"
"446","11-142",4,4.63,11.37,10.29,"North",142.940002,-11.77,-4977.19266624796,3758.76163996672,1,"2016"
"447","11-143",4,4.63,11.37,10.3,"North",142.955444,-11.77073,-4978.19230708418,3757.41010632045,1,"2016"
"450","11-147",4,4.63,11.39,10.31,"North",142.900162,-11.805338,-4973.93761088124,3761.73736259773,1,"2016"
"451","11-150",4,4.63,11.39,10.31,"North",142.940002,-11.84,-4975.92193171695,3757.80198489005,1,"2016"
"452","11-151",4,4.63,11.66,10.59,"North",142.993591,-11.861937,-4979.03440299991,3752.84481722655,1,"2016"
"455","11-156",4,3.48,11.29,9.79,"North",143.020004,-11.55,-4986.38568513109,3754.78234779404,1,"2016"
"458","11-161",4,3.48,11.46,10.01,"North",143.009995,-11.6,-4984.83863858405,3754.98215344243,1,"2016"
"463","11-173",4,4.33,10.9,9.88,"North",143.360001,-11.82,-5003.69988782036,3721.49810991369,1,"2016"
"466","11-176",4,3.96,11.18,10.35,"North",143.110001,-11.9,-4985.95200882929,3742.1979222648,1,"2016"
"467","11-177",4,3.96,11.31,10.51,"North",143.129105,-11.906314,-4987.08363707521,3740.4483713469,1,"2016"
"468","11-178",4,4.33,10.5,9.7,"North",143.337952,-11.911066,-5000.59719844151,3722.18020001595,1,"2016"
"469","11-181",4,3.96,10.88,10.41,"North",143.207535,-11.927081,-4991.81727579185,3733.33266366776,1,"2016"
"471","11-184a",4,4.33,10.49,9.36,"North",143.371414,-11.932921,-5002.36729748395,3718.95958662175,1,"2016"
"472","11-184b",4,4.33,10.15,9.01,"North",143.417175,-11.948132,-5005.0549591464,3714.75455003203,1,"2016"
"473","11-184c",4,4.33,10,8.87,"North",143.491302,-11.911349,-5010.53633079702,3708.77910965523,1,"2016"
"476","11-187",4,4.33,10.48,9.65,"North",143.267731,-11.969953,-4994.94584337484,3727.49583404957,1,"2016"
"477","11-188",4,4.33,10.48,9.65,"North",143.28363,-11.968041,-4996.01533662666,3726.13600321793,1,"2016"
"478","11-189",4,4.33,10.48,10.01,"North",143.25473,-11.971351,-4994.07407206831,3728.60985341682,1,"2016"
"479","11-190a",4,3.96,10.93,10.46,"North",143.234039,-11.959143,-4992.95269652004,3730.5815487022,1,"2016"
"480","11-190b",4,3.96,10.93,10.46,"North",143.244324,-11.971687,-4993.39059441798,3729.51217299982,1,"2016"
"481","11-191",4,4.33,10.48,9.65,"North",143.259995,-11.99,-4994.07172864604,3727.89343147333,1,"2016"
"482","11-192",4,4.33,10.48,9.65,"North",143.256531,-11.983832,-4993.96048056036,3728.28057147198,1,"2016"
"483","11-194",4,3.96,10.93,10.46,"North",143.247543,-11.990234,-4993.25710265236,3728.97546267365,1,"2016"
"484","11-195",4,3.96,10.93,10.1,"North",143.24118,-11.99827,-4992.69417813885,3729.41883891965,1,"2016"
"485","11-197",1,3.34,8.67,7.09,"North",143.86937,-11.51365,-5042.15015430779,3680.92958530301,0,"2016"
"486","11-201",0,3.34,8.67,7.09,"North",143.866837,-11.530817,-5041.6794652722,3680.92765460762,0,"2016"
"487","11-202",1,3.34,8.67,7.09,"North",143.878311,-11.526752,-5042.48947562104,3679.97119333927,0,"2016"
"488","11-203",1,3.34,8.67,7.09,"North",143.855957,-11.539862,-5040.81798148638,3681.76633566574,0,"2016"
"489","11-204",1,3.34,8.92,7.36,"North",143.865021,-11.550422,-5041.21056196934,3680.83026736098,0,"2016"
"490","11-208a",2,3.34,8.92,7.36,"North",143.861786,-11.558814,-5040.85178010513,3681.00466711958,0,"2016"
"492","11-210a",1,3.34,8.92,7.36,"North",143.868744,-11.569716,-5041.10248828915,3680.24918797946,0,"2016"
"494","11-212",2,3.34,8.92,7.36,"North",143.855316,-11.592343,-5039.8319548384,3681.13261404439,0,"2016"
"495","11-215",2,3.34,9.3,7.73,"North",143.879593,-11.630122,-5040.70826909503,3678.4984287269,0,"2016"
"496","11-222a",3,3.91,10,9.11,"North",143.505051,-11.764334,-5014.12209862975,3709.57116619444,1,"2016"
"498","11-223",2,4.9,9.73,8.32,"North",143.894836,-11.76935,-5039.15030776487,3675.30733173325,0,"2016"
"499","11-224",2,4.9,9.73,8.32,"North",143.8694,-11.781277,-5037.29959268468,3677.384478243,0,"2016"
"500","11-225",3,4.9,9.73,8.32,"North",143.869507,-11.791147,-5037.12539967767,3677.24289180596,1,"2016"
"501","11-226",2,4.9,9.64,8.23,"North",143.864319,-11.80083,-5036.6146496125,3677.56917966689,0,"2016"
"502","11-227",2,4.9,9.64,8.23,"North",143.865005,-11.808615,-5036.51565555599,3677.40444667444,0,"2016"
"503","11-228",4,4.9,11.73,9.9,"North",143.969101,-11.801979,-5043.31059708549,3668.33674973067,1,"2016"
"504","11-229a",3,4.9,9.64,8.23,"North",143.856049,-11.825835,-5035.6241148212,3677.96038480917,1,"2016"
"505","11-229b",3,4.9,9.03,7.96,"North",143.842743,-11.844261,-5034.43055220047,3678.88179846504,1,"2016"
"506","11-230",1,4.9,8.92,7.99,"North",143.823883,-11.854411,-5033.03223415038,3680.40198243006,0,"2016"
"507","11-231",1,4.9,8.92,7.99,"North",143.829468,-11.860025,-5033.28741854667,3679.83566021586,0,"2016"
"508","11-232",1,4.9,8.92,7.83,"North",143.838226,-11.870151,-5033.66293693165,3678.92964513571,0,"2016"
"509","11-236",1,4.9,8.92,7.83,"North",143.833908,-11.897492,-5032.880243676,3678.939533922,0,"2016"
"510","11-237a",2,3.91,8.79,7.8,"North",143.629364,-11.885217,-5019.94097246682,3697.05004820356,0,"2016"
"511","11-237b",2,3.91,8.11,7.09,"North",143.709824,-11.880036,-5025.22337256358,3690.06715290714,0,"2016"
"512","11-238",3,4.9,9.91,8.29,"North",143.853027,-11.926991,-5033.56085319282,3676.86053774337,1,"2016"
"513","11-239",3,4.9,9.9,8.28,"North",143.868088,-11.953409,-5034.03633638218,3675.17891034904,1,"2016"
"515","11-241",3,4.9,9.9,8.28,"North",143.884109,-11.979672,-5034.57465218475,3673.41426009491,1,"2016"
"516","11-242",3,4.9,11.05,9.19,"North",143.904602,-11.993566,-5035.62893567873,3671.42427930745,1,"2016"
"520","11-244c",2,4.9,11.39,9.88,"North",143.997635,-11.784178,-5045.46411937414,3666.0624615221,0,"2016"
"521","11-272",1,4.9,9.03,7.96,"North",143.82576,-11.845326,-5033.32025470288,3680.35954133263,0,"2016"
"525","12-001",4,4.6,10.36,9.53,"North",143.300003,-12.03,-4995.93154197506,3723.85219884029,1,"2016"
"527","12-003a",4,4.6,9.1,8.32,"North",143.477356,-12.10138,-5006.10107795292,3707.3826019952,1,"2016"
"529","12-004",4,4.6,10.37,9.88,"North",143.259995,-12.1,-4992.02629778637,3726.36659151575,1,"2016"
"531","12-006",4,4.6,10.8,10.31,"North",143.270004,-12.14,-4991.92872762557,3724.93598812776,1,"2016"
"532","12-007",4,4.6,9.94,9.27,"North",143.369995,-12.14,-4998.42177718431,3716.21854506869,1,"2016"
"534","12-010",4,4.6,10.71,10.25,"North",143.279999,-12.23,-4990.88531590243,3722.80216780477,1,"2016"
"535","12-011",4,4.38,10.85,10.38,"North",143.205353,-12.241418,-4985.81547332392,3729.1400611955,1,"2016"
"536","12-012",4,4.38,10.86,10.41,"North",143.236908,-12.251727,-4987.67370376854,3726.24808495805,1,"2016"
"537","12-013",4,4.6,10.71,10.25,"North",143.275589,-12.246572,-4990.28567348709,3722.95272475591,1,"2016"
"538","12-014",4,4.79,10.69,10.24,"North",143.299286,-12.271646,-4991.35037352322,3720.53466716358,1,"2016"
"539","12-016a",4,4.79,9.37,8.74,"North",143.433151,-12.311656,-4999.26865330509,3708.29855089424,1,"2016"
"540","12-016b",4,4.79,9.35,8.71,"North",143.408951,-12.292558,-4998.06522573765,3710.67947534722,1,"2016"
"542","12-018",4,4.79,11.38,10.93,"North",143.197235,-12.311876,-4983.95318138785,3728.84847632588,1,"2016"
"544","12-022",4,4.79,10.97,10.5,"North",143.215836,-12.363516,-4984.18083696253,3726.4955551765,1,"2016"
"546","12-027a",4,4.79,8.6,7.98,"North",143.476089,-12.473526,-4998.94212584645,3702.25204958741,1,"2016"
"548","12-028",3,4.9,11.05,9.19,"North",143.907516,-11.995055,-5035.7878500132,3671.14789879465,1,"2016"
"549","12-029",4,4.9,11.05,9.19,"North",143.910614,-11.996399,-5035.96124262815,3670.85731068629,1,"2016"
"551","12-031",3,5.93,10.92,9.06,"North",143.923111,-12.004281,-5036.61450668619,3669.65150273619,1,"2016"
"552","12-032",3,5.93,12.03,9.94,"North",143.955551,-12.022071,-5038.35849387451,3666.55699464527,1,"2016"
"553","12-033",1,5.93,8.93,7.53,"North",143.847977,-12.033842,-5031.245344312,3675.84924154825,0,"2016"
"554","12-034",1,5.93,9.73,8.24,"North",143.871857,-12.038436,-5032.69090641356,3673.68917166262,0,"2016"
"555","12-035",2,5.93,9.73,8.24,"North",143.896576,-12.046716,-5034.12016834913,3671.40439707852,0,"2016"
"556","12-036",1,5.93,8.93,7.53,"North",143.832626,-12.041666,-5030.11383285105,3677.09003144245,0,"2016"
"557","12-037",3,5.93,12.03,10.07,"North",143.970001,-12.08,-5038.19544204509,3664.49514741798,1,"2016"
"558","12-038a",3,5.93,11.05,9.32,"North",143.909195,-12.054065,-5034.79078656237,3670.19508161459,1,"2016"
"559","12-038b",2,5.93,11.05,9.32,"North",143.932922,-12.05772,-5036.24161864997,3668.05981273676,0,"2016"
"560","12-038c",2,5.93,11.05,9.32,"North",143.925735,-12.061123,-5035.7175712544,3668.64496267183,0,"2016"
"561","12-039",1,5.93,9.01,7.6,"North",143.817551,-12.051482,-5028.96231781926,3678.27888492524,0,"2016"
"562","12-040",2,5.93,9.01,7.6,"North",143.811386,-12.072307,-5028.17596752381,3678.53426477121,0,"2016"
"563","12-042",2,5.93,9.01,7.6,"North",143.803711,-12.095145,-5027.25415566266,3678.89382928287,0,"2016"
"564","12-043a",3,5.93,8.87,7.43,"North",143.807983,-12.120024,-5027.0601546596,3678.17635051084,1,"2016"
"565","12-043b",2,5.93,8.87,7.43,"North",143.810867,-12.14469,-5026.78005969496,3677.58294538443,0,"2016"
"566","12-046",2,5.93,8.43,6.98,"North",143.805161,-12.171677,-5025.90375220229,3677.71031598961,0,"2016"
"567","12-048",2,5.93,7.99,6.62,"North",143.780594,-12.194097,-5023.9019410192,3679.55409682555,0,"2016"
"568","12-051",2,5.93,8.06,6.66,"North",143.794312,-12.208414,-5024.51128265191,3678.15240610131,0,"2016"
"570","12-052b",3,5.93,8.39,6.89,"North",143.84993,-12.220997,-5027.84032445072,3673.09866587339,1,"2016"
"571","12-053",3,5.93,8.39,6.89,"North",143.819199,-12.222636,-5025.83836734416,3675.77207943772,1,"2016"
"572","12-054",4,5.93,9.71,8.11,"North",143.874222,-12.240463,-5029.02679256468,3670.69631176159,1,"2016"
"573","12-055a",4,5.93,9.71,8.11,"North",143.899582,-12.242903,-5030.60452467125,3668.43613107641,1,"2016"
"574","12-055b",4,5.93,9.71,8.11,"North",143.890244,-12.246865,-5029.93109332348,3669.20089867325,1,"2016"
"575","12-056",3,5.82,10.91,9.06,"North",143.919998,-12.27,-5031.39441729689,3666.26667175731,1,"2016"
"576","12-058",3,5.82,8.94,7.41,"North",143.827042,-12.340383,-5024.09328175677,3673.4402718287,1,"2016"
"577","12-059",3,5.82,8.4,6.97,"North",143.791229,-12.364087,-5021.34124916555,3676.24680748031,1,"2016"
"578","12-061",2,5.82,8.4,6.97,"North",143.757065,-12.384436,-5018.75723291045,3678.95357850821,0,"2016"
"580","12-068",3,5.82,8.65,7.21,"North",143.751282,-12.437053,-5017.37181521731,3678.71660546397,1,"2016"
"581","12-069",2,5.82,8.76,7.31,"North",143.762726,-12.465611,-5017.55424591515,3677.3096547861,0,"2016"
"582","12-070",2,5.82,8.76,7.31,"North",143.758713,-12.483531,-5016.94952847076,3677.40661866479,0,"2016"
"583","12-071",2,5.82,8.76,7.31,"North",143.771378,-12.488822,-5017.65967405039,3676.22237624284,0,"2016"
"585","12-075",4,4.79,11.15,10.85,"North",143.322586,-12.555551,-4987.42031451559,3714.45108224345,1,"2016"
"586","12-076",4,4.79,10.54,10.23,"North",143.39006,-12.586319,-4991.19343100341,3708.13103571762,1,"2016"
"587","12-077",4,4.94,10.06,9.74,"North",143.434906,-12.612529,-4993.5836866236,3703.84451310563,1,"2016"
"588","12-078",4,4.94,10.06,9.74,"North",143.446732,-12.623296,-4994.13797221829,3702.65798350728,1,"2016"
"592","12-086",4,4.22,10.63,9.84,"North",143.466217,-12.778215,-4992.35372602376,3698.70478711785,1,"2016"
"593","12-088",4,4.22,11.96,11.17,"North",143.412781,-12.779979,-4988.86717978679,3703.3333570573,1,"2016"
"594","12-089",4,4.22,10.63,9.84,"North",143.487,-12.783098,-4993.5984968513,3696.82218986754,1,"2016"
