"","ReefID","score","DHW_5km_max_16","DHW_5km_max_17","DHW_5km_max","region","Long_unique","Lat_unique","X","Y","bin.score","year"
"913","16-006",2,2.41,11.65,4.59,"Central",145.5,-16.299999,-5039.46533949058,3463.52856936469,0,"2020"
"917","16-015",4,3.23,8.78,2.8,"Central",145.650665,-16.045025,-5055.07532911572,3454.72051792376,1,"2020"
"919","16-019",1,5.82,8.58,6.34,"Central",145.839996,-16.110001,-5064.80798928208,3436.87394375279,0,"2020"
"921","16-020a",2,3.25,9.92,3.94,"Central",145.690079,-16.123335,-5055.45795921201,3449.8824672974,0,"2020"
"923","16-023",3,3.13,10.58,4.61,"Central",145.699997,-16.190001,-5054.35102615539,3447.8448909122,1,"2020"
"924","16-024",2,4.42,9.93,5.87,"Central",145.792648,-16.212303,-5059.34758986647,3439.27818825476,0,"2020"
"925","16-025",1,5.82,9.45,7.4,"Central",145.889664,-16.22089,-5064.94310798036,3430.55699166346,0,"2020"
"926","16-026",2,4.42,10.6,7.07,"Central",145.809418,-16.324827,-5057.45466478141,3435.82750774323,0,"2020"
"927","16-027",4,4.03,11.29,7.08,"Central",145.764908,-16.352034,-5054.08044202503,3439.27654620155,1,"2020"
"928","16-028",3,2.62,11.54,5.54,"Central",145.559998,-16.389999,-5040.76677563227,3456.6567777237,1,"2020"
"929","16-029",3,4.14,11.31,7.38,"Central",145.770004,-16.42,-5052.62359439982,3437.62771736309,1,"2020"
"930","16-030",2,6.21,10.45,8.19,"Central",145.99675,-16.428108,-5065.97695734078,3417.46271536904,0,"2020"
"931","16-032",2,4.96,10.34,7.62,"Central",145.99028,-16.465118,-5064.62518290627,3417.383057112,0,"2020"
"935","16-043a",1,3.76,10.31,5.92,"Central",145.93277,-16.639965,-5056.60411630113,3419.36217121952,0,"2020"
"936","16-044a",1,4.28,10.51,6.75,"Central",145.972824,-16.646416,-5058.82299898296,3415.71142895376,0,"2020"
"937","16-044b",1,4.06,10.83,6.3,"Central",145.992844,-16.655203,-5059.78410646083,3413.78700731275,0,"2020"
"938","16-046",1,3.87,10.55,5.79,"Central",145.940002,-16.67,-5056.24268526274,3418.18780053718,0,"2020"
"939","16-047",4,3.44,12.05,6.31,"Central",145.679993,-16.73,-5039.09549114441,3440.01688635677,1,"2020"
"940","16-049",2,3.67,11.08,5.42,"Central",145.990005,-16.77,-5056.57207399525,3411.98449843443,0,"2020"
"943","16-054a",5,3.15,11.11,4.88,"Central",145.993561,-16.924984,-5052.64335997938,3408.87720501918,1,"2020"
"945","16-057",1,5.29,10.25,7.59,"Central",146.008133,-16.518436,-5064.29434866722,3414.86384965195,0,"2020"
"947","16-060",2,4.62,10.33,7.51,"Central",146.018982,-16.581758,-5063.27771086135,3412.78385029166,0,"2020"
"948","16-063",2,6.02,10.66,7.64,"Central",146.25,-16.690001,-5074.13187730215,3390.42652639864,0,"2020"
"949","16-064",2,4.29,10.79,6.89,"Central",146.050003,-16.700001,-5062.00136385939,3407.93923538139,0,"2020"
"950","16-065",2,5.61,10.2,7.51,"Central",146.274628,-16.728748,-5074.55846195,3387.5573749979,0,"2020"
"951","16-067",3,4.4,10.34,7.21,"Central",146.272614,-16.789604,-5072.81656954013,3386.65234528434,1,"2020"
"952","16-068",3,3.39,10.88,6.23,"Central",146.184692,-16.803022,-5067.2554720215,3394.19279469976,1,"2020"
"953","16-071",2,3.01,10.7,5.6,"Central",146.210007,-16.870001,-5066.96184771837,3390.75388512166,0,"2020"
"955","16-073",2,2.91,10.56,5.51,"Central",146.25,-16.92,-5067.98395804743,3386.31861808499,0,"2020"
"956","16-074",3,2.91,10.56,5.51,"Central",146.210007,-16.940001,-5065.08080041431,3389.49510942016,1,"2020"
"959","17-001a",3,2.71,10.26,5.24,"Central",146.220001,-17.02,-5063.51269632679,3387.16716393405,1,"2020"
"961","17-004",4,2.54,10.23,4.76,"Central",146.179993,-17.07,-5059.7923717898,3389.79498262079,1,"2020"
"962","17-005",3,3.98,9.17,5.66,"Central",146.410522,-17.098852,-5072.60505775766,3368.8881450295,1,"2020"
"963","17-006",3,2.45,9.47,5.2,"Central",146.341904,-17.103992,-5068.4269121254,3374.86757993055,1,"2020"
"964","17-008",3,4.49,8.47,5.67,"Central",146.468582,-17.126312,-5075.26732857388,3363.24984384086,1,"2020"
"966","17-010",4,2.27,9.46,4.82,"Central",146.289993,-17.190001,-5063.0216132428,3377.89341435101,1,"2020"
"967","17-011",4,2.47,9.22,5.32,"Central",146.369995,-17.200001,-5067.45952071956,3370.63858123623,1,"2020"
"971","17-014",4,3.15,7.98,5.31,"Central",146.483734,-17.228571,-5073.35680382064,3360.05329197591,1,"2020"
"972","17-016a",3,2.46,8.34,5.53,"Central",146.441696,-17.287884,-5069.25960909622,3362.69308940922,1,"2020"
"974","17-017",4,2.25,8.57,5.23,"Central",146.360001,-17.299999,-5064.12637127344,3369.69580889354,1,"2020"
"976","17-018a",4,2.26,9.02,5.37,"Central",146.385086,-17.39389,-5063.00890693758,3365.75504832342,1,"2020"
"977","17-021a",4,2.59,8.38,5.61,"Central",146.454803,-17.454021,-5065.43190127318,3358.48556592965,1,"2020"
"978","17-023",3,2.59,8.38,5.61,"Central",146.458908,-17.475199,-5065.0834485211,3357.73214173956,1,"2020"
"979","17-024",3,2.29,9.52,5.37,"Central",146.389999,-17.49,-5060.62971072685,3363.54774988406,1,"2020"
"983","17-034",4,2.3,8.91,5.45,"Central",146.380005,-17.530001,-5058.9285359975,3363.68944887843,1,"2020"
"984","17-035",4,3.53,7.54,5.94,"Central",146.520004,-17.530001,-5067.13241099047,3351.31821382509,1,"2020"
"985","17-037",4,2.32,9.24,5.67,"Central",146.449997,-17.610001,-5060.79585686279,3356.02291889378,1,"2020"
"986","17-042",4,2.46,8.62,5.72,"Central",146.470001,-17.66,-5060.56322608472,3353.32544560653,1,"2020"
"990","17-044",3,2.25,9.96,5.46,"Central",146.389999,-17.719999,-5054.18768910753,3359.26605994408,1,"2020"
"992","17-047",3,1.95,9.12,5.55,"Central",146.440002,-17.77,-5055.70537995529,3353.91714738087,1,"2020"
"994","17-051",4,1.95,8.31,5.63,"Central",146.490005,-17.85,-5056.36188406964,3348.00155415195,1,"2020"
"998","17-057",3,3.94,7.71,5.87,"Central",146.578262,-17.580528,-5069.12298115725,3345.23085130936,1,"2020"
"999","17-059a",3,2.81,8.39,5.97,"Central",146.539993,-17.700001,-5063.52888107258,3346.39621967267,1,"2020"
"1002","17-060",4,2.3,8.62,5.87,"Central",146.5,-17.74,-5060.062981284,3349.18262605271,1,"2020"
"1003","17-061",4,2.46,8.16,5.91,"Central",146.508438,-17.750429,-5060.26140264554,3348.24235427054,1,"2020"
"1004","17-062",4,3.51,8.16,5.96,"Central",146.646622,-17.773588,-5067.66565506833,3335.59654513017,1,"2020"
"1005","17-063a",4,2.46,8.16,5.91,"Central",146.520004,-17.790001,-5059.81707101564,3346.47996802658,1,"2020"
"1006","17-064",3,2.12,8.16,5.46,"Central",146.550003,-17.83,-5060.43347888016,3343.08043232219,1,"2020"
"1007","17-065",5,4.31,8.03,5.99,"Central",146.727066,-17.876383,-5069.41854092972,3326.55858301087,1,"2020"
"1008","17-066",5,2.14,8.09,5.89,"Central",146.589996,-17.889999,-5061.05774337754,3338.42073800073,1,"2020"
"1009","17-067",5,1.94,7.95,5.62,"Central",146.600357,-17.969419,-5059.39168715044,3336.00892166661,1,"2020"
"1010","17-068",4,4.35,7.69,5.95,"Central",146.800003,-17.950001,-5071.5423066342,3318.72391243875,1,"2020"
"1011","17-069",5,4.11,7.48,5.46,"Central",146.770004,-18,-5068.36883311863,3320.43860864205,1,"2020"
"1022","18-017",4,3.24,7.13,5.03,"Central",146.789993,-18.040001,-5068.3757198051,3317.91656132238,1,"2020"
"1023","18-018",5,1.86,8.59,6.01,"Central",146.559998,-18.049999,-5054.72887319321,3338.04532555109,1,"2020"
"1024","18-019",3,4.32,7.35,5.38,"Central",146.861328,-18.059341,-5071.94475777788,3311.23945477853,1,"2020"
"1027","18-023",4,5.32,8.11,6.49,"Central",146.970001,-18.139999,-5075.88004356909,3300.0947693722,1,"2020"
"1028","18-024",4,2.04,8.25,4.92,"Central",146.729996,-18.23,-5059.40052581656,3319.61462497585,1,"2020"
"1029","18-025",5,3.24,8,5.28,"Central",146.898071,-18.260969,-5068.21353901285,3304.16999219595,1,"2020"
"1030","18-026",4,2.03,8.4,5.29,"Central",146.740005,-18.32,-5057.35626363823,3317.0096652324,1,"2020"
"1031","18-027",4,2.69,8.14,5.27,"Central",146.830002,-18.35,-5061.68182318539,3308.48763063027,1,"2020"
"1033","18-029",4,2.15,8.25,5.25,"Central",146.710007,-18.41,-5052.98324289135,3317.92641253618,1,"2020"
"1034","18-030",2,3.52,7.64,5.4,"Central",146.990005,-18.43,-5068.54789936684,3292.81070898235,0,"2020"
"1035","18-031",3,3.12,7.19,5.01,"Central",146.990005,-18.469999,-5067.36752875638,3292.04387456274,1,"2020"
"1036","18-032",5,2.5,7.44,5.11,"Central",146.869995,-18.48,-5060.16589009863,3302.45799762912,1,"2020"
"1037","18-033",4,5.89,8.44,6.55,"Central",147.026901,-18.210075,-5077.11581358151,3293.72952741617,1,"2020"
"1040","18-037",5,6.1,8.14,7.14,"Central",147.204742,-18.358568,-5082.96020776708,3275.1489484046,1,"2020"
"1041","18-039",5,5.92,6.66,6.91,"Central",147.449997,-18.41,-5095.4125172516,3252.39090685325,1,"2020"
"1043","18-042",3,5,7.54,6.52,"Central",147.05809,-18.431828,-5072.40325927654,3286.75044631518,1,"2020"
"1044","18-043",2,2.77,6.88,4.6,"Central",147.037659,-18.504829,-5069.07343077649,3287.15992170761,0,"2020"
"1045","18-044",3,4.17,7.21,6,"Central",147.101471,-18.49284,-5073.08643996914,3281.74204938741,1,"2020"
"1047","18-048",2,2.69,9.28,6.36,"Central",146.490005,-18.559999,-5035.79672136734,3334.3846101382,0,"2020"
"1048","18-049a",2,2.69,9.28,6.36,"Central",146.490005,-18.6,-5034.61504977248,3333.60218229249,0,"2020"
"1049","18-049b",2,2.53,8.87,6.86,"Central",146.490005,-18.639999,-5033.43098351085,3332.8181688506,0,"2020"
"1050","18-049c",2,2.88,9.28,7.49,"Central",146.490005,-18.66,-5032.83798593191,3332.42552353339,0,"2020"
"1052","18-049e",3,2.69,9.28,6.36,"Central",146.5,-18.59,-5035.49218032563,3332.91956767135,1,"2020"
"1054","18-052a",4,2.67,9.34,6.93,"Central",146.559998,-18.67,-5036.60819456713,3326.07877935227,1,"2020"
"1056","18-053",3,2.55,9.28,6.81,"Central",146.511597,-18.676702,-5033.59767698953,3330.20064840386,1,"2020"
"1061","18-054e",4,2.72,9.37,6.91,"Central",146.639999,-18.74,-5039.16253344391,3317.67037543518,1,"2020"
"1062","18-054f",4,2.67,9.34,6.93,"Central",146.600006,-18.700001,-5038.03724949616,3321.97273750886,1,"2020"
"1063","18-054g",5,2.67,9.34,6.93,"Central",146.580002,-18.68,-5037.47196466435,3324.12401704744,1,"2020"
"1064","18-058",3,2.92,8.79,7.49,"Central",146.550003,-18.77,-5033.05026699396,3324.9902271623,1,"2020"
"1067","18-062",4,2.92,8.79,7.49,"Central",146.529999,-18.780001,-5031.59052014624,3326.5498490682,1,"2020"
"1069","18-065",4,3.47,8.85,8.18,"Central",146.539993,-18.84,-5030.3760667824,3324.48611408863,1,"2020"
"1070","18-066",5,4.6,8.99,9.6,"Central",146.630005,-18.969999,-5031.68129024408,3314.00314037718,1,"2020"
"1072","18-069a",4,3.01,6.59,5.23,"Central",147.144424,-18.52317,-5074.64591937347,3277.35717115493,1,"2020"
"1073","18-069b",3,3.01,6.59,5.23,"Central",147.139847,-18.547338,-5073.66650318289,3277.29901847583,1,"2020"
"1074","18-070",5,5.66,6.49,6.68,"Central",147.444534,-18.499918,-5092.43462338194,3251.17354007622,1,"2020"
"1075","18-071",5,5.09,6.14,6.28,"Central",147.402557,-18.528078,-5089.21366533254,3254.36791799051,1,"2020"
"1076","18-072",4,3.72,6.59,5.87,"Central",147.231796,-18.546707,-5078.93818534083,3269.16459624959,1,"2020"
"1077","18-074",5,4.56,5.6,5.88,"Central",147.490005,-18.57,-5092.92420416701,3245.79970871532,1,"2020"
"1078","18-075",4,1.62,5.9,4.23,"Central",147.050003,-18.629999,-5066.06253658906,3283.65722887885,1,"2020"
"1079","18-077",5,3.6,5.55,5.85,"Central",147.425964,-18.625544,-5087.63322144903,3250.42969324689,1,"2020"
"1080","18-078",5,1.75,5.84,4.07,"Central",147.100006,-18.700001,-5066.83472949361,3277.88163606625,1,"2020"
"1082","18-080",5,5.19,6.41,6.57,"Central",147.539993,-18.51,-5097.54402624147,3242.49369146484,1,"2020"
"1083","18-081",5,4.94,6.15,6.35,"Central",147.571487,-18.576353,-5097.34507999838,3238.43297391281,1,"2020"
"1084","18-083",5,4.36,5.33,5.96,"Central",147.554459,-18.608286,-5095.42702397871,3239.34036254491,1,"2020"
"1085","18-084a",5,4.39,5.34,6.3,"Central",147.610001,-18.620001,-5098.21370841624,3234.17664764537,1,"2020"
"1086","18-084b",5,4.36,5.33,5.96,"Central",147.589996,-18.639999,-5096.48445977621,3235.5757700365,1,"2020"
"1088","18-085a",5,3.5,4.99,5.74,"Central",147.565674,-18.657595,-5094.58244884883,3237.40337424266,1,"2020"
"1089","18-086",5,4.1,5.36,6.52,"Central",147.710007,-18.66,-5102.64924702772,3224.51371905025,1,"2020"
"1092","18-091",5,3.02,4.15,5.32,"Central",147.710007,-18.77,-5099.33157333206,3222.41718373515,1,"2020"
"1095","18-096",5,2.3,4.61,5.17,"Central",147.646729,-18.822414,-5094.18325133231,3227.04205615013,1,"2020"
"1096","18-099",3,2.98,3.73,5.07,"Central",147.889999,-18.860001,-5106.69559260044,3204.66637770451,1,"2020"
"1098","18-100a",4,2.6,3.79,4.85,"Central",147.744965,-18.91029,-5097.03657324057,3216.61683900944,1,"2020"
"1099","18-100b",4,2.42,3.84,4.77,"Central",147.693832,-18.863319,-5095.59286378845,3222.06791586161,1,"2020"
"1100","18-101",2,3.69,4.57,5.19,"Central",147.960007,-18.9,-5109.38747554238,3197.66074937767,0,"2020"
"1101","18-103",2,2.77,3.52,4.87,"Central",147.892303,-18.90571,-5105.43113677314,3203.58673449906,0,"2020"
"1102","18-105a",2,2.77,3.52,4.87,"Central",147.896866,-18.924885,-5105.10075588071,3202.81280520838,0,"2020"
"1103","18-105b",2,3.1,4.11,4.91,"Central",147.909302,-18.938829,-5105.3696151962,3201.43742106466,0,"2020"
"1104","18-106",4,2.1,4.35,4.94,"Central",147.699997,-18.969999,-5092.68893803392,3219.46467622321,1,"2020"
"1105","18-115",4,3.4,5.01,5.89,"Central",148.253067,-18.924042,-5124.93932898141,3171.02931212777,1,"2020"
"1106","18-118",3,3.65,4.87,4.94,"Central",148.080002,-18.950001,-5114.54259316005,3185.99968435416,1,"2020"
"1107","18-119",4,3.49,4.39,6.23,"Central",148.376648,-18.950516,-5130.95348624386,3159.46706438087,1,"2020"
"1108","18-120",5,3.67,4.77,6.94,"Central",148.426773,-18.975679,-5132.94092802496,3154.50099593177,1,"2020"
"1115","19-009b",3,5.88,8.71,10.65,"South",146.850006,-19.17,-5038.28566463647,3290.68510201909,1,"2020"
"1116","19-009c",3,5.54,7.8,9.75,"South",146.869995,-19.16,-5039.73908967734,3289.1266855966,1,"2020"
"1117","19-009d",3,5.05,7.67,9.31,"South",146.881271,-19.122478,-5041.53212020353,3288.88226706132,1,"2020"
"1118","19-009e",3,5.05,7.67,9.31,"South",146.882431,-19.117237,-5041.75858081199,3288.88448785376,1,"2020"
"1121","19-010",5,5.88,8.71,10.65,"South",146.839996,-19.190001,-5037.09900326285,3291.16561704913,1,"2020"
"1126","19-019",4,2.69,3.92,4.64,"South",147.929993,-19.040001,-5103.42339950254,3197.64990806908,1,"2020"
"1127","19-024",4,3.12,3.62,4.68,"South",148.110001,-19.02,-5114.06007003761,3181.98366220026,1,"2020"
"1128","19-025",4,2.87,3.62,5.14,"South",148.320007,-19.02,-5125.6886042714,3163.21778550019,1,"2020"
"1129","19-026",5,3.26,4.2,5.92,"South",148.429276,-19.036034,-5131.21661716025,3153.13248945547,1,"2020"
"1130","19-027",4,2.16,2.95,4,"South",148.310074,-19.050657,-5124.19409126659,3163.52228336179,1,"2020"
"1131","19-028",3,2.28,3.07,4.24,"South",148.179993,-19.07,-5116.40179019528,3174.77745665679,1,"2020"
"1132","19-029",4,2.45,3.56,4.78,"South",148.080002,-19.07,-5110.85346841593,3183.70161956024,1,"2020"
"1133","19-031",4,2.3,3.08,4.21,"South",148.23111,-19.077419,-5119.00296974465,3170.06961142958,1,"2020"
"1134","19-032",3,2.3,3.08,4.21,"South",148.246811,-19.093224,-5119.38285613755,3168.36430058055,1,"2020"
"1135","19-034",3,2.03,2.29,3.36,"South",148.286407,-19.101364,-5121.31931193742,3164.66996883916,1,"2020"
"1136","19-038a",4,1.51,2.25,3.07,"South",148.298111,-19.194387,-5119.07908557486,3161.84083595434,1,"2020"
"1137","19-038b",3,1.5,2.25,2.82,"South",148.380005,-19.18,-5124.04085386207,3154.79645947516,1,"2020"
"1139","19-038f",2,2.27,3.39,3.69,"South",148.470001,-19.129999,-5130.54484866844,3147.6981268846,0,"2020"
"1140","19-043",3,1.36,2.39,3.03,"South",148.169998,-19.209999,-5111.51133540534,3172.97802227354,1,"2020"
"1142","19-045",4,2.14,3.33,3.86,"South",148.080002,-19.299999,-5103.7199689515,3179.2579519931,1,"2020"
"1145","19-048",4,2.18,3.87,4.9,"South",148.089996,-19.389999,-5101.46036266933,3176.61537804076,1,"2020"
"1146","19-049",4,4.31,5.26,7.66,"South",148.563919,-19.031565,-5138.75046374771,3141.1501444697,1,"2020"
"1147","19-050",4,4.02,4.9,7.23,"South",148.692108,-19.086353,-5144.06569203624,3128.61153063259,1,"2020"
"1148","19-051",4,3.69,4.6,6.28,"South",148.688828,-19.112457,-5143.07514194094,3128.41242762173,1,"2020"
"1149","19-052",5,4.07,5.75,7.42,"South",148.90683,-19.119289,-5154.72799547795,3108.69270851147,1,"2020"
"1150","19-053",5,3.88,4.86,6.86,"South",148.819473,-19.127014,-5149.74153329125,3116.40264535691,1,"2020"
"1151","19-054",2,1.62,1.63,2.2,"South",148.539993,-19.209999,-5131.89453693725,3139.90383985908,0,"2020"
"1152","19-056",4,3.46,4.83,6.13,"South",148.928757,-19.165983,-5154.45897919154,3105.84105192946,1,"2020"
"1153","19-059",4,3.3,4.76,5.74,"South",148.880112,-19.1877,-5151.14113865422,3109.80618063901,1,"2020"
"1154","19-061",4,2.82,4.28,5.16,"South",148.902496,-19.215157,-5151.49584335178,3107.27489588418,1,"2020"
"1155","19-063a",1,1.97,2.08,2.56,"South",148.630005,-19.26,-5135.25709577975,3130.88423959512,0,"2020"
"1157","19-065",1,1.76,2.08,2.24,"South",148.632095,-19.319876,-5133.49333148856,3129.55204405436,0,"2020"
"1158","19-066",1,1.76,2.08,2.24,"South",148.630005,-19.34,-5132.74675074369,3129.35372231765,0,"2020"
"1159","19-067",1,1.59,2.25,2.17,"South",148.639999,-19.360001,-5132.6632718635,3128.07488678432,0,"2020"
"1160","19-071",1,1.3,2.58,2.21,"South",148.660004,-19.43,-5131.54751446319,3124.93824414585,0,"2020"
"1161","19-072a",2,1.76,2.28,2.75,"South",148.779999,-19.4,-5139.02911944661,3114.75911052513,0,"2020"
"1162","19-072b",2,1.29,2.57,2.41,"South",148.721741,-19.456345,-5134.07830330348,3118.90083757435,0,"2020"
"1165","19-072e",1,1.27,2.27,2.23,"South",148.789322,-19.453098,-5137.85635640096,3112.90528068701,0,"2020"
"1167","19-074b",2,1.4,1.5,1.94,"South",148.853149,-19.437841,-5141.80428212444,3107.47194682384,0,"2020"
"1168","19-075",1,1.25,1.95,1.89,"South",148.820007,-19.48,-5138.66986318655,3109.63711423395,0,"2020"
"1169","19-076",1,1.23,1.33,1.81,"South",148.899994,-19.49,-5142.68843025298,3102.26873240491,0,"2020"
"1170","19-081",3,3.1,3.5,5.4,"South",149.243515,-19.310818,-5166.88306429205,3074.76425702635,1,"2020"
"1171","19-082",2,2.14,2.92,3.4,"South",149.051361,-19.333422,-5155.8288837958,3091.64752109061,0,"2020"
"1172","19-091",4,4.22,6.4,8.49,"South",149.416168,-19.341419,-5175.15553262057,3058.60766817602,1,"2020"
"1173","19-096",1,1.28,0.96,1.54,"South",149.169998,-19.469999,-5157.88744268498,3078.37976252939,0,"2020"
"1174","19-097",1,0.95,1.28,1.81,"South",149.048035,-19.494835,-5150.53305546771,3088.8784314349,0,"2020"
"1175","19-098",1,1.12,1.11,1.69,"South",149.12146,-19.502766,-5154.23460880745,3082.124374856,0,"2020"
"1176","19-099",2,3.56,5.35,7.33,"South",149.632263,-19.460173,-5182.86994878917,3036.85001400576,0,"2020"
"1183","19-107",1,0.94,1.13,1.59,"South",148.979996,-19.530001,-5145.7420756221,3094.31946321423,0,"2020"
"1185","19-109a",1,1.09,1.3,1.79,"South",148.940002,-19.540001,-5143.26239544797,3097.71874258268,0,"2020"
"1188","19-111",1,1.14,0.66,1.53,"South",149.221649,-19.519684,-5159.07640577338,3072.7853144239,0,"2020"
"1189","19-112",0,1.14,0.66,1.53,"South",149.230881,-19.53126,-5159.20179856089,3071.73391044277,0,"2020"
"1191","19-114",0,0.95,1.12,1.7,"South",149.043701,-19.53904,-5148.89114429252,3088.42332397276,0,"2020"
"1192","19-116",1,1.3,0.66,1.84,"South",149.274979,-19.545757,-5161.10100713478,3067.48675008785,0,"2020"
"1193","19-117",1,1.94,1.28,2.54,"South",149.368698,-19.533215,-5166.51295492489,3059.27826504823,0,"2020"
"1195","19-119",1,1.94,1.28,2.54,"South",149.375381,-19.544836,-5166.49785972052,3058.45546629663,0,"2020"
"1196","19-120",1,1.94,1.28,2.54,"South",149.356277,-19.548578,-5165.35802566919,3060.10699271282,0,"2020"
"1199","19-127",4,1.42,1.51,2.03,"South",149.373444,-19.699415,-5161.4275098291,3055.6895744934,1,"2020"
"1200","19-128",2,1.35,1.91,2.24,"South",149.190002,-19.690001,-5151.92076181451,3072.37974599725,0,"2020"
"1201","19-129",5,1.48,1.57,2.37,"South",149.309998,-19.75,-5156.40816252886,3060.43424609104,1,"2020"
"1202","19-130",5,1.48,1.57,2.37,"South",149.336487,-19.74902,-5157.85418585144,3058.06878629127,1,"2020"
"1204","19-131a",4,1.51,2.06,3.07,"South",149.368256,-19.760733,-5159.17022333833,3054.98412408753,1,"2020"
"1206","19-133",3,1.71,2.26,2.39,"South",149.199997,-19.719999,-5151.49057667498,3070.90507563976,1,"2020"
"1207","19-134",3,1.09,1.24,2.21,"South",149.490005,-19.75,-5165.99771054589,3044.21920496466,1,"2020"
"1208","19-135",4,1.89,2.28,3.23,"South",149.229996,-19.76,-5151.80692805629,3067.43886844887,1,"2020"
"1209","19-136a",4,1.91,2.76,3.41,"South",149.199997,-19.799999,-5148.90731432031,3069.36514203053,1,"2020"
"1212","19-139",0,2.91,3.07,4.82,"South",149.58429,-19.518642,-5178.45484269489,3040.09034809173,0,"2020"
"1213","19-141",1,2.2,1.88,3.25,"South",149.597778,-19.559221,-5177.86878922103,3038.10750482188,0,"2020"
"1214","19-146",0,1.7,1.37,2.39,"South",149.634491,-19.611832,-5178.12242426769,3033.79776955443,0,"2020"
"1215","19-147",1,1.85,1.53,3.07,"South",149.669693,-19.631277,-5179.35868849042,3030.2491500808,0,"2020"
"1216","19-148",0,2.82,2.38,4.55,"South",149.769089,-19.601192,-5185.57807428765,3021.82496294872,0,"2020"
"1217","19-149",0,2.48,1.74,4.02,"South",149.725677,-19.610584,-5182.98436587763,3025.57645133364,0,"2020"
"1218","19-151",1,2.89,3.08,5.41,"South",149.849838,-19.616364,-5189.34211817831,3014.22937543485,0,"2020"
"1219","19-152",0,2.95,3.93,6.57,"South",149.877182,-19.631247,-5190.29931399015,3011.47352920212,0,"2020"
"1222","19-157",2,0.77,0.77,1.67,"South",149.579102,-19.667061,-5173.40727846099,3037.75701832292,0,"2020"
"1223","19-159",0,3.01,2.87,5.73,"South",149.926529,-19.665243,-5191.79111338124,3006.36523185939,0,"2020"
"1225","19-167",0,3.08,3.69,6.6,"South",149.977646,-19.693401,-5193.55828242321,3001.20457650789,0,"2020"
"1226","19-168",2,0.48,0.78,1.53,"South",149.610733,-19.712023,-5173.63049663416,3034.04837441355,0,"2020"
"1227","19-169",1,0.48,0.78,1.53,"South",149.612762,-19.720465,-5173.46475700248,3033.70496796558,0,"2020"
"1230","19-181",1,0.34,0.8,1.98,"South",149.617264,-19.757931,-5172.48931507526,3032.58681523791,0,"2020"
"1231","19-187",1,0.34,0.8,1.98,"South",149.623795,-19.784063,-5171.98698521414,3031.50016705506,0,"2020"
"1232","19-192",3,0.35,1.27,2.38,"South",149.616028,-19.817982,-5170.4738132808,3031.55502442221,1,"2020"
"1235","19-197",3,0.97,1.61,2.83,"South",149.580002,-19.879999,-5166.54749266803,3033.61990535781,1,"2020"
"1236","19-204",3,0.99,2.01,4.3,"South",149.623856,-19.965225,-5166.08200052406,3028.03163912295,1,"2020"
"1237","19-205a",4,0.67,2.01,4.68,"South",149.720001,-20.01,-5169.68625820717,3018.50034922569,1,"2020"
"1238","19-206",0,2.88,2.93,6.3,"South",150.006699,-19.709576,-5194.55429910652,2998.26758390577,0,"2020"
"1239","19-207",0,2.15,2.61,5.84,"South",150.08551,-19.756226,-5197.15547365981,2990.24614596765,0,"2020"
"1240","19-208",0,2.99,3.61,6.47,"South",150.123444,-19.7859,-5198.16629840209,2986.24861184801,0,"2020"
"1241","19-209",0,3.14,5.55,7.1,"South",150.152893,-19.798876,-5199.27672291577,2983.33329706994,0,"2020"
"1242","19-212",0,2.38,3.22,6,"South",150.18335,-19.828251,-5199.90125435248,2980.01855948042,0,"2020"
"1243","19-214",0,2.1,2.83,5.01,"South",150.219894,-19.865679,-5200.57452122676,2975.99960480335,0,"2020"
"1244","19-216",0,2.1,2.83,5.01,"South",150.248535,-19.889183,-5201.2900235574,2972.95860228063,0,"2020"
"1245","19-220",0,1.77,2,4.18,"South",150.271072,-19.911432,-5201.72775241038,2970.49487504561,0,"2020"
"1251","19-228",0,1.33,1.07,2.81,"South",150.239319,-19.9932,-5197.38733624795,2971.83712410063,0,"2020"
"1252","19-246",2,0.34,1.28,2.4,"South",149.667984,-19.811445,-5173.43338039682,3026.98960949233,0,"2020"
"1264","20-014",3,3.3,6.31,7.66,"South",148.889999,-20.07,-5123.46114083026,3091.88921955397,1,"2020"
"1268","20-019",3,3.3,6.31,7.66,"South",148.879044,-20.089512,-5122.23218602076,3092.48377597599,1,"2020"
"1276","20-028e",3,3.22,6.33,7.71,"South",148.897263,-20.115007,-5122.38099923874,3090.35151983982,1,"2020"
"1277","20-028f",3,3.32,6.51,7.58,"South",148.904724,-20.070461,-5124.24052274277,3090.56330407933,1,"2020"
"1278","20-028g",2,3.32,6.51,7.58,"South",148.929993,-20.07,-5125.61811457082,3088.31215248317,0,"2020"
"1279","20-028h",3,3.32,6.51,7.58,"South",148.949997,-20.07,-5126.69604206615,3086.52242821189,1,"2020"
"1281","20-033",3,2.64,6.78,8.13,"South",148.809998,-20.219999,-5114.22506339913,3096.06517871173,1,"2020"
"1282","20-034",3,2.64,6.78,8.13,"South",148.830002,-20.25,-5114.31845532107,3093.68224233583,1,"2020"
"1293","20-060a",4,2.1,5.81,8.34,"South",148.848389,-20.328981,-5112.70475873871,3090.46544116481,1,"2020"
"1295","20-060c",3,2.09,5.81,8.46,"South",148.848068,-20.363153,-5111.55681915869,3089.81064992701,1,"2020"
"1296","20-060d",4,2.07,5.99,8.26,"South",148.850967,-20.374205,-5111.34707789949,3089.33076090793,1,"2020"
