"","ReefID","score","DHW_25km_max","region","Long_unique","Lat_unique","X","Y","bin.score","year"
"1155","19-063a",1,3.04,"South",148.630005,-19.26,-5135.25709577975,3130.88423959512,0,"1998"
"1156","19-063b",0,3.04,"South",148.550003,-19.26,-5130.88044285989,3138.05153599797,0,"1998"
"1158","19-066",2,3.04,"South",148.630005,-19.34,-5132.74675074369,3129.35372231765,0,"1998"
"1159","19-067",2,3.04,"South",148.639999,-19.360001,-5132.6632718635,3128.07488678432,0,"1998"
"1160","19-071",0,3.04,"South",148.660004,-19.43,-5131.54751446319,3124.93824414585,0,"1998"
"1161","19-072a",0,2.56,"South",148.779999,-19.4,-5139.02911944661,3114.75911052513,0,"1998"
"1163","19-072c",1,4.26,"South",148.740005,-19.5,-5133.68860818464,3116.4241630857,0,"1998"
"1164","19-072d",1,3.69,"South",148.779999,-19.5,-5135.86270548475,3112.8399509901,0,"1998"
"1166","19-074a",0,2.56,"South",148.869995,-19.4,-5143.91521269511,3106.68326221444,0,"1998"
"1168","19-075",0,2.56,"South",148.820007,-19.48,-5138.66986318655,3109.63711423395,0,"1998"
"1169","19-076",0,2.56,"South",148.899994,-19.49,-5142.68843025298,3102.26873240491,0,"1998"
"1173","19-096",1,2.31,"South",149.169998,-19.469999,-5157.88744268498,3078.37976252939,0,"1998"
"1177","19-100",4,5.95,"South",147.75,-19.709999,-5072.45047234634,3200.47790062467,1,"1998"
"1178","19-101",4,5.56,"South",147.759995,-19.73,-5072.37397191944,3199.19265323691,1,"1998"
"1179","19-102",4,5.57,"South",147.889999,-19.860001,-5075.47330477326,3185.07307823708,1,"1998"
"1180","19-103",0,4.21,"South",148.360001,-19.73,-5105.59743468507,3145.89989962618,0,"1998"
"1181","19-105",0,5.01,"South",148.270004,-19.969999,-5092.94244338673,3149.14990557248,0,"1998"
"1182","19-106",4,5.01,"South",148.360001,-19.98,-5097.55924241159,3140.94703199612,1,"1998"
"1183","19-107",0,3.69,"South",148.979996,-19.530001,-5145.7420756221,3094.31946321423,0,"1998"
"1184","19-108",0,3.69,"South",148.880005,-19.530001,-5140.33412214291,3103.29495246379,0,"1998"
"1185","19-109a",0,3.69,"South",148.940002,-19.540001,-5143.26239544797,3097.71874258268,0,"1998"
"1186","19-109b",0,3.69,"South",148.929993,-19.559999,-5142.08382078522,3098.23314922239,0,"1998"
"1187","19-110",3,5.62,"South",148.559998,-20,-5107.84333586531,3122.73780909932,1,"1998"
"1200","19-128",0,3.59,"South",149.190002,-19.690001,-5151.92076181451,3072.37974599725,0,"1998"
"1201","19-129",0,3.73,"South",149.309998,-19.75,-5156.40816252886,3060.43424609104,0,"1998"
"1203","19-131",0,3.73,"South",149.369995,-19.76,-5159.2866549534,3054.84157488721,0,"1998"
"1205","19-132",0,3.73,"South",149.399994,-19.76,-5160.88540569484,3052.13985015852,0,"1998"
"1206","19-133",0,3.59,"South",149.199997,-19.719999,-5151.49057667498,3070.90507563976,0,"1998"
"1207","19-134",0,3.73,"South",149.490005,-19.75,-5165.99771054589,3044.21920496466,0,"1998"
"1208","19-135",0,3.62,"South",149.229996,-19.76,-5151.80692805629,3067.43886844887,0,"1998"
"1209","19-136a",1,3.62,"South",149.199997,-19.799999,-5148.90731432031,3069.36514203053,0,"1998"
"1210","19-136b",1,3.62,"South",149.119995,-19.82,-5143.96966997575,3076.16471675729,0,"1998"
"1211","19-137",1,3.62,"South",149.070007,-19.809999,-5141.60726087505,3080.84518788512,0,"1998"
"1235","19-197",0,3.55,"South",149.580002,-19.879999,-5166.54749266803,3033.61990535781,0,"1998"
"1237","19-205a",0,3.41,"South",149.720001,-20.01,-5169.68625820717,3018.50034922569,0,"1998"
"1253","19-980",4,5.62,"South",148.610001,-20.1,-5107.3123977843,3116.29329030367,1,"1998"
"1254","20-001",4,5.74,"South",148.270004,-20.01,-5091.64916559244,3148.35022529157,1,"1998"
"1255","20-002",4,5.74,"South",148.270004,-20.02,-5091.325466443,3148.15007043861,1,"1998"
"1257","20-004",4,5.74,"South",148.279999,-20.040001,-5091.22660423953,3146.86135851221,1,"1998"
"1260","20-010",4,5.74,"South",148.490005,-20.08,-5101.42593185959,3127.38207181129,1,"1998"
"1262","20-012",3,5.62,"South",148.619995,-20.02,-5110.46081892828,3116.99119175089,1,"1998"
"1264","20-014",3,4.32,"South",148.889999,-20.07,-5123.46114083026,3091.88921955397,1,"1998"
"1265","20-015",4,5.62,"South",148.539993,-20.07,-5104.47806249308,3123.12931482489,1,"1998"
"1270","20-021",2,5.62,"South",148.570007,-20.110001,-5104.80972160849,3119.65823997834,0,"1998"
"1271","20-022",3,5.62,"South",148.649994,-20.110001,-5109.15990256502,3112.52870157291,1,"1998"
"1273","20-027",4,5.62,"South",148.610001,-20.129999,-5106.33311856372,3115.69577031141,1,"1998"
"1274","20-028",2,4.32,"South",148.960007,-20.07,-5127.23520231099,3085.62670907787,0,"1998"
"1278","20-028g",3,4.32,"South",148.929993,-20.07,-5125.61811457082,3088.31215248317,1,"1998"
"1279","20-028h",3,4.32,"South",148.949997,-20.07,-5126.69604206615,3086.52242821189,1,"1998"
"1280","20-030",3,5.62,"South",148.610001,-20.15,-5105.67943354932,3115.29691587179,1,"1998"
"1281","20-033",0,4.32,"South",148.809998,-20.219999,-5114.22506339913,3096.06517871173,0,"1998"
"1282","20-034",0,5.9,"South",148.830002,-20.25,-5114.31845532107,3093.68224233583,0,"1998"
"1283","20-035",0,5.9,"South",148.809998,-20.26,-5112.90871674118,3095.26828475414,0,"1998"
"1285","20-042",0,5.9,"South",148.839996,-20.26,-5114.52858653293,3092.59092637068,0,"1998"
"1287","20-053",0,5.9,"South",148.929993,-20.32,-5117.39829585542,3083.35950765818,0,"1998"
"1289","20-058",0,5.9,"South",148.929993,-20.34,-5116.73649938746,3082.96075885779,0,"1998"
"1290","20-059",0,5.9,"South",148.960007,-20.370001,-5117.35657467569,3079.68164198463,0,"1998"
"1291","20-059a",0,5.9,"South",148.970001,-20.34,-5118.8879948967,3079.38713716273,0,"1998"
"1292","20-059b",0,5.9,"South",148.960007,-20.360001,-5117.68812299411,3079.88117142034,0,"1998"
"1297","20-067a",1,3.95,"South",149.029999,-20.17,-5127.72108249236,3077.39273860722,0,"1998"
"1298","20-067c",2,3.95,"South",149.029999,-20.16,-5128.04975221333,3077.58998915896,0,"1998"
"1299","20-068",1,3.95,"South",149.009995,-20.17,-5126.64634243473,3079.18282131309,0,"1998"
"1300","20-069",3,3.95,"South",149.110001,-20.200001,-5131.02523539067,3069.63895759305,1,"1998"
"1301","20-071",2,3.95,"South",149.149994,-20.23,-5132.17706352853,3065.46563888315,0,"1998"
"1302","20-072",0,3.95,"South",149.160004,-20.24,-5132.38233380205,3064.37180461644,0,"1998"
"1303","20-074",0,3.95,"South",149.149994,-20.24,-5131.84688686896,3065.2684233171,0,"1998"
"1304","20-075",0,4.52,"South",149.179993,-20.25,-5133.12066442782,3062.38392815237,0,"1998"
"1308","20-078e",0,4.52,"South",149.100006,-20.280001,-5127.84901145625,3068.95359352328,0,"1998"
"1309","20-078f",0,4.52,"South",149.110001,-20.280001,-5128.38429906127,3068.059015833,0,"1998"
"1310","20-078g",0,4.52,"South",149.110001,-20.26,-5129.04550370499,3068.45458191194,0,"1998"
"1311","20-081",0,4.52,"South",149.100006,-20.309999,-5126.85625230851,3068.35943957156,0,"1998"
"1316","20-089",1,3.95,"South",149.070007,-20.16,-5130.19749471031,3074.00846905383,0,"1998"
"1318","20-093",0,4.52,"South",149.100006,-20.459999,-5121.87104796879,3065.37585703263,0,"1998"
"1320","20-095b",0,4.52,"South",149.050003,-20.48,-5118.52686066479,3069.44463186232,0,"1998"
"1321","20-095c",0,4.52,"South",149.029999,-20.440001,-5118.78795630039,3072.03153872252,0,"1998"
"1323","20-099",0,4.52,"South",149.029999,-20.42,-5119.45360080473,3072.43102409452,0,"1998"
"1324","20-101",0,4.52,"South",149.059998,-20.48,-5119.06223407115,3068.5516803733,0,"1998"
"1325","20-102a",0,4.52,"South",149.080002,-20.43,-5121.80011185181,3067.76262506165,0,"1998"
"1326","20-102b",0,4.52,"South",149.080002,-20.459999,-5120.80050378955,3067.16389801527,0,"1998"
"1328","20-102d",0,5.31,"South",149.050003,-20.51,-5117.52519394652,3068.84395893142,0,"1998"
"1335","20-112",0,3.44,"South",149.940002,-20.129999,-5177.27526417777,2996.33424200474,0,"1998"
"1342","20-128",0,3.31,"South",150.009995,-20.120001,-5181.26304475652,2990.1986031911,0,"1998"
"1343","20-129",0,3.31,"South",150.080002,-20.190001,-5182.58825964115,2982.52790689002,0,"1998"
"1347","20-134",0,3.9,"South",150.100006,-20.299999,-5179.96016915929,2978.60848385757,0,"1998"
"1348","20-135",0,3.9,"South",150.130005,-20.34,-5180.17959632339,2975.12668548008,0,"1998"
"1349","20-136",0,3.9,"South",150.070007,-20.35,-5176.72627921782,2980.35665618623,0,"1998"
"1350","20-137",0,3.9,"South",150.100006,-20.35,-5178.28602865839,2977.64581060598,0,"1998"
"1351","20-138",0,3.9,"South",150.199997,-20.35,-5183.47464506939,2968.60428011899,0,"1998"
"1353","20-142",0,3.9,"South",150.240005,-20.4,-5183.86586919667,2964.0232664434,0,"1998"
"1354","20-143",0,3.9,"South",150.240005,-20.450001,-5182.18148446273,2963.06017139676,0,"1998"
"1355","20-146",0,3.48,"South",150.289993,-20.469999,-5184.08953471275,2958.1525884294,0,"1998"
"1369","20-234",0,5.31,"South",149.110001,-20.540001,-5119.73223377523,3062.88291253059,0,"1998"
"1370","20-237a",0,5.31,"South",149.160004,-20.67,-5118.03549114365,3055.80579038206,0,"1998"
"1371","20-237b",0,5.31,"South",149.139999,-20.690001,-5116.29402499277,3057.18971470929,0,"1998"
"1373","20-239",2,5.31,"South",149.100006,-20.68,-5114.49589035817,3060.96191730833,0,"1998"
"1374","20-241",3,5.31,"South",149.070007,-20.620001,-5114.91074074929,3064.8486635709,1,"1998"
"1375","20-246",2,5.31,"South",149.050003,-20.639999,-5113.16846288814,3066.23134301211,0,"1998"
"1376","20-247",1,5.31,"South",149.080002,-20.65,-5114.43681795111,3063.35229327739,0,"1998"
"1377","20-248",1,5.31,"South",149.149994,-20.66,-5117.83843046527,3056.90112787352,0,"1998"
"1379","20-254",1,5.31,"South",149.199997,-20.700001,-5119.15506127369,3051.62923753208,0,"1998"
"1380","20-255",2,5.31,"South",149.210007,-20.700001,-5119.688125533,3050.73483639616,0,"1998"
"1384","20-262b",1,4.8,"South",149.479996,-20.74,-5132.6513167507,3025.77694194468,0,"1998"
"1385","20-263",1,5.16,"South",149.429993,-20.77,-5128.99088896987,3029.65391906931,0,"1998"
"1387","20-266",3,5.16,"South",149.279999,-20.76,-5121.38093025288,3043.27203929467,1,"1998"
"1388","20-269",1,5.16,"South",149.389999,-20.780001,-5126.53537756608,3033.03250571077,0,"1998"
"1389","20-270a",2,5.16,"South",149.279999,-20.799999,-5120.02440534357,3042.46595312703,0,"1998"
"1390","20-270b",2,5.16,"South",149.270004,-20.82,-5118.81440368326,3042.95532493558,0,"1998"
"1391","20-277a",1,5.16,"South",149.389999,-20.91,-5122.10838154023,3030.4133444527,0,"1998"
"1393","20-279a",1,5.16,"South",149.440002,-20.91,-5124.75112381621,3025.94203999781,0,"1998"
"1394","20-279b",0,5.16,"South",149.429993,-20.93,-5123.53873919174,3026.43337777762,0,"1998"
"1397","20-287",0,4.84,"South",149.949997,-20.540001,-5164.0844226405,2987.49760791045,0,"1998"
"1398","20-288",0,4.84,"South",149.929993,-20.559999,-5162.36555410028,2988.90928359992,0,"1998"
"1399","20-289",1,5.46,"South",149.610001,-20.77,-5138.48392204138,3013.52507727913,0,"1998"
"1400","20-290",0,5.46,"South",149.600006,-20.870001,-5134.54925469037,3012.42143258696,0,"1998"
"1401","20-291",0,5.46,"South",149.740005,-20.950001,-5139.15233497911,2998.26658781531,0,"1998"
"1402","20-292",0,5.57,"South",149.779999,-20.99,-5139.86853801372,2993.8774366793,0,"1998"
"1404","20-294",0,4.26,"South",150.050003,-20.57,-5168.2762353136,2977.89477957143,0,"1998"
"1405","20-295",0,4.26,"South",150.130005,-20.57,-5172.42922524375,2970.67542362851,0,"1998"
"1406","20-296",0,4.26,"South",150.240005,-20.52,-5179.81679701951,2961.70809385918,0,"1998"
"1407","20-297",0,4.39,"South",150.380005,-20.540001,-5186.36011218501,2948.65709572429,0,"1998"
"1408","20-298",0,4.39,"South",150.380005,-20.6,-5184.32235851506,2947.49854971355,0,"1998"
"1410","20-299c",0,4.39,"South",150.460007,-20.65,-5186.72904142726,2939.29125612908,0,"1998"
"1412","20-301a",0,4.26,"South",150.229996,-20.68,-5173.8657761245,2959.50485763247,0,"1998"
"1413","20-301b",0,4.39,"South",150.289993,-20.66,-5177.64378047715,2954.47450292398,0,"1998"
"1414","20-302",0,4.26,"South",150.179993,-20.700001,-5170.59926973473,2963.62830607068,0,"1998"
"1415","20-304",0,4.39,"South",150.470001,-20.719999,-5184.84943120787,2937.031388937,0,"1998"
"1420","20-309",1,5.4,"South",150.029999,-20.91,-5155.6381768564,2973.01098212275,0,"1998"
"1421","20-310",0,5.4,"South",150.080002,-20.959999,-5156.5090610377,2967.5195879329,0,"1998"
"1439","20-351a",0,5.2,"South",150.539993,-20.940001,-5180.85921145003,2926.41713418809,0,"1998"
"1440","20-351b",0,5.2,"South",150.529999,-20.98,-5178.96352932554,2926.53805253194,0,"1998"
"1442","20-352",0,5.2,"South",150.660004,-20.950001,-5186.63097432405,2915.36419507292,0,"1998"
"1444","20-369",0,5.66,"South",151.020004,-20.75,-5211.77054620857,2886.55334084333,0,"1998"
"1450","20-371",0,5.66,"South",151.089996,-20.809999,-5213.22086387682,2879.04027102588,0,"1998"
"1451","20-374",0,5.66,"South",151.160004,-20.799999,-5217.08075048842,2872.85875568817,0,"1998"
"1453","20-378a",0,5.66,"South",151.25,-20.870001,-5219.15952665453,2863.32896672422,0,"1998"
"1454","20-378b",0,5.66,"South",151.240005,-20.93,-5216.57353530843,2863.09426195588,0,"1998"
"1456","20-382",0,5.52,"South",151.300003,-20.860001,-5222.00379954049,2858.96321539322,0,"1998"
"1458","20-385",0,5.52,"South",151.320007,-20.940001,-5220.21758287189,2855.61688600053,0,"1998"
"1460","20-387",0,5.66,"South",151.25,-20.969999,-5215.67866589693,2861.41930111897,0,"1998"
"1461","20-388a",0,5.52,"South",151.360001,-20.959999,-5221.51180572312,2851.59125121806,0,"1998"
"1462","20-389",0,5.52,"South",151.399994,-20.969999,-5223.15166349733,2847.75544294338,0,"1998"
"1475","21-025",0,5.95,"South",149.899994,-21.02,-5145.09287258337,2982.50673894398,0,"1998"
"1476","21-026",1,5.68,"South",149.550003,-21.030001,-5126.43441729437,3013.67747764278,0,"1998"
"1478","21-031",3,5.11,"South",149.690002,-21.33,-5123.37798631503,2995.0597893485,1,"1998"
"1479","21-034",3,5.63,"South",149.830002,-21.370001,-5129.28102891868,2981.71826747347,1,"1998"
"1480","21-037",3,5.63,"South",149.820007,-21.43,-5126.65646609996,2981.38923306459,1,"1998"
"1481","21-039",3,5.11,"South",149.710007,-21.450001,-5120.22120906515,2990.81618081765,1,"1998"
"1482","21-040",4,5.63,"South",149.830002,-21.440001,-5126.82513241858,2980.29062266007,1,"1998"
"1483","21-044",4,5.63,"South",149.869995,-21.459999,-5128.20084939054,2976.30314016557,1,"1998"
"1484","21-045",3,5.63,"South",149.880005,-21.469999,-5128.36879573797,2975.20297291325,1,"1998"
"1485","21-048",4,5.63,"South",149.910004,-21.48,-5129.57359733517,2972.31333355865,1,"1998"
"1487","21-050",4,5.63,"South",149.880005,-21.49,-5127.66437637093,2974.79430678988,1,"1998"
"1488","21-052",4,5.36,"South",149.910004,-21.5,-5128.86868680826,2971.90487563942,1,"1998"
"1489","21-053",0,5.72,"South",150.080002,-21.030001,-5154.09189776329,2966.1285345518,0,"1998"
"1490","21-054",0,5.76,"South",150.259995,-21.07,-5161.99734245585,2949.13001824026,0,"1998"
"1491","21-056a",0,5.79,"South",150.509995,-21.049999,-5175.51181650219,2926.97197118941,0,"1998"
"1492","21-056b",0,5.76,"South",150.449997,-21.08,-5171.40089411089,2931.79862536165,0,"1998"
"1493","21-057",0,5.76,"South",150.479996,-21.129999,-5171.19319643187,2928.10418203344,0,"1998"
"1495","21-059",3,5.23,"South",149.259995,-21.48,-5095.52393275232,3030.31478465141,1,"1998"
"1499","21-063",0,5.94,"South",150.919998,-21.030001,-5197.0219584308,2890.24990920505,0,"1998"
"1518","21-091",0,4.31,"South",151.559998,-21.040001,-5228.63051857327,2831.82943897879,0,"1998"
"1525","21-109",0,6.03,"South",151.080002,-21.129999,-5201.57243243475,2873.79146873948,0,"1998"
"1526","21-115",0,6.03,"South",151.039993,-21.17,-5198.1602489534,2876.64589905374,0,"1998"
"1527","21-116",0,6.03,"South",151.009995,-21.209999,-5195.24719406732,2878.58790561409,0,"1998"
"1528","21-124",0,5.77,"South",151.130005,-21.26,-5199.50172258504,2866.72750693702,0,"1998"
"1530","21-128",0,5.77,"South",151.169998,-21.32,-5199.37929042117,2861.92938763483,0,"1998"
"1532","21-130",0,5.22,"South",151.279999,-21.34,-5204.15486044477,2851.55322752131,0,"1998"
"1533","21-131",0,5.22,"South",151.369995,-21.370001,-5207.56120266128,2842.79334823111,0,"1998"
"1534","21-132",0,5.22,"South",151.330002,-21.4,-5204.50844147545,2845.84403616677,0,"1998"
"1535","21-133",0,5.77,"South",151.25,-21.379999,-5201.24085976391,2853.49844943672,0,"1998"
"1536","21-134",0,5.22,"South",151.279999,-21.389999,-5202.37861135399,2850.57995348095,0,"1998"
"1538","21-136",0,5.22,"South",151.419998,-21.389999,-5209.32830530536,2837.8597383601,0,"1998"
"1539","21-137",0,5.22,"South",151.419998,-21.4,-5208.97206208575,2837.66566952228,0,"1998"
"1540","21-138",0,5.22,"South",151.419998,-21.43,-5207.90248726264,2837.08300259293,0,"1998"
"1543","21-144",0,4.31,"South",151.580002,-21.049999,-5229.26778348809,2829.81376268047,0,"1998"
"1545","21-146",0,4.31,"South",151.649994,-21.08,-5231.66553045809,2822.85425849441,0,"1998"
"1546","21-147",0,4.31,"South",151.669998,-21.07,-5233.00272627078,2821.21727182604,0,"1998"
"1547","21-148",0,4.31,"South",151.690002,-21.09,-5233.28319180394,2819.01073922662,0,"1998"
"1548","21-149",0,4.31,"South",151.720001,-21.1,-5234.40601579955,2816.08069290921,0,"1998"
"1549","21-150",0,4.31,"South",151.740005,-21.110001,-5235.03619003507,2814.06341115588,0,"1998"
"1550","21-151",0,3.38,"South",151.759995,-21.120001,-5235.66478240961,2812.04724525071,0,"1998"
"1551","21-152",0,3.38,"South",151.770004,-21.120001,-5236.15593906663,2811.13258404217,0,"1998"
"1553","21-157",0,3.38,"South",151.759995,-21.15,-5234.60518703655,2811.4781423051,0,"1998"
"1554","21-158",0,3.38,"South",151.779999,-21.16,-5235.23285984551,2809.46062848046,0,"1998"
"1555","21-159",0,3.38,"South",151.800003,-21.17,-5235.85960249728,2807.44293357478,0,"1998"
"1556","21-161",0,3.38,"South",151.820007,-21.190001,-5236.13117309019,2805.2352744797,0,"1998"
"1557","21-165",0,3.38,"South",151.830002,-21.200001,-5236.26605549714,2804.13202321608,0,"1998"
"1558","21-166",0,3.38,"South",151.990005,-21.209999,-5243.72137212355,2789.30957574572,0,"1998"
"1559","21-168",0,3.38,"South",151.990005,-21.23,-5243.01068266169,2788.93153641437,0,"1998"
"1560","21-172",0,3.38,"South",151.850006,-21.24,-5235.8253380028,2801.54419260296,0,"1998"
"1568","21-198",0,2.71,"South",152.210007,-21.049999,-5260.06671287345,2772.14459561598,0,"1998"
"1569","21-199",0,2.71,"South",152.190002,-21.07,-5258.39160821998,2773.60814150246,0,"1998"
"1570","21-200",0,2.71,"South",152.229996,-21.07,-5260.32638032668,2769.93696687241,0,"1998"
"1571","21-201",0,3.34,"South",152.460007,-21.07,-5271.40373474768,2748.79739036824,0,"1998"
"1573","21-203",0,2.71,"South",152.240005,-21.09,-5260.10236843951,2768.64544263612,0,"1998"
"1574","21-204",0,3.34,"South",152.279999,-21.09,-5262.03367603201,2764.97307505838,0,"1998"
"1575","21-205",0,3.34,"South",152.5,-21.09,-5272.61164199982,2744.74789118065,0,"1998"
"1576","21-206",0,3.34,"South",152.490005,-21.1,-5271.77779613902,2745.48277637107,0,"1998"
"1577","21-207",0,2.71,"South",152.139999,-21.09,-5255.26187052849,2777.82238194995,0,"1998"
"1578","21-208",0,2.71,"South",152.169998,-21.1,-5256.36164775406,2774.88360751127,0,"1998"
"1579","21-209",0,3.34,"South",152.259995,-21.1,-5260.71379330455,2766.6237894137,0,"1998"
"1580","21-210",0,3.34,"South",152.309998,-21.110001,-5262.77169965209,2761.84554787634,0,"1998"
"1581","21-211",0,3.34,"South",152.350006,-21.1,-5265.05363342568,2758.35585890682,0,"1998"
"1582","21-212",0,2.71,"South",152.160004,-21.1,-5255.87754982562,2775.80042302281,0,"1998"
"1583","21-213",0,2.71,"South",152.199997,-21.1,-5257.8138044335,2772.13109450529,0,"1998"
"1584","21-214",0,2.71,"South",152.080002,-21.110001,-5251.64276233596,2782.94899158924,0,"1998"
"1585","21-215",0,3.34,"South",152.320007,-21.120001,-5262.89935923271,2760.74007430514,0,"1998"
"1586","21-216",0,3.34,"South",152.389999,-21.120001,-5266.26792633777,2754.308906298,0,"1998"
"1587","21-217",0,3.34,"South",152.470001,-21.129999,-5269.75332597903,2746.76774755311,0,"1998"
"1588","21-218",0,3.34,"South",152.490005,-21.139999,-5270.35640080733,2744.74252961703,0,"1998"
"1589","21-219",0,2.71,"South",152.190002,-21.139999,-5255.91263829687,2772.30057605782,0,"1998"
"1591","21-222",0,3.34,"South",152.309998,-21.16,-5260.99666019421,2760.91402640746,0,"1998"
"1592","21-225",0,2.71,"South",152.100006,-21.200001,-5249.42222172526,2779.42529052941,0,"1998"
"1594","21-235",0,2.71,"South",152.009995,-21.219999,-5244.33890584701,2787.29107338423,0,"1998"
"1597","21-238",0,3.34,"South",152.5,-21.23,-5267.62719179607,2742.15315063946,0,"1998"
"1602","21-246",0,3.12,"South",152.490005,-21.32,-5263.92814846546,2741.39476786204,0,"1998"
"1604","21-252",0,3.09,"South",152.25,-21.35,-5251.32456858267,2762.85550957677,0,"1998"
"1605","21-256",0,3.12,"South",152.479996,-21.360001,-5262.01371840495,2741.56639374082,0,"1998"
"1608","21-263",0,3.12,"South",152.490005,-21.42,-5260.33446408156,2739.5232173223,0,"1998"
"1609","21-283",0,3.34,"South",152.5,-21.139999,-5270.83512903168,2743.82309706455,0,"1998"
"1610","21-286",0,3.55,"South",152.520004,-21.18,-5270.36835098471,2741.24181749641,0,"1998"
"1612","21-290",0,3.55,"South",152.520004,-21.200001,-5269.65515814903,2740.87086922583,0,"1998"
"1616","21-297",0,3.12,"South",152.520004,-21.360001,-5263.92679261982,2737.89141236649,0,"1998"
"1618","21-299",0,3.12,"South",152.529999,-21.379999,-5263.68539962633,2736.59933055171,0,"1998"
"1619","21-300",0,3.12,"South",152.509995,-21.4,-5262.01008969099,2738.0624922681,0,"1998"
"1621","21-303",0,3.12,"South",152.520004,-21.469999,-5259.96479910119,2735.83068689331,0,"1998"
"1623","21-305",0,3.12,"South",152.559998,-21.49,-5261.15044396008,2731.78314117932,0,"1998"
"1625","21-334",2,5.36,"South",149.779999,-21.610001,-5118.22910251865,2981.27286961849,0,"1998"
"1626","21-386",2,6.52,"South",150.259995,-21.52,-5146.21873304727,2940.11545128762,0,"1998"
"1627","21-387",3,6.02,"South",150.149994,-21.530001,-5140.210693316,2949.78706146994,1,"1998"
"1631","21-393",3,6.52,"South",150.320007,-21.66,-5144.3187440592,2931.88731828335,1,"1998"
"1633","21-397",3,6.02,"South",150.220001,-21.65,-5139.54963443983,2941.06571442607,1,"1998"
"1635","21-399",2,6.52,"South",150.289993,-21.690001,-5141.71204854076,2933.97108663021,0,"1998"
"1636","21-401",4,6.52,"South",150.320007,-21.73,-5141.81889286807,2930.46258502526,1,"1998"
"1641","21-414a",3,5.49,"South",150.100006,-21.93,-5123.3598631484,2946.0618722684,1,"1998"
"1642","21-415",3,5.49,"South",150.229996,-21.92,-5130.3909586549,2934.63681136817,1,"1998"
"1643","21-418a",4,5.49,"South",150.130005,-21.950001,-5124.18108275373,2942.96512255154,1,"1998"
"1645","21-422",3,5.49,"South",150.169998,-21.99,-5124.79054692185,2938.55997145933,1,"1998"
"1647","21-423b",4,5.49,"South",150.190002,-21.98,-5126.1773823871,2936.97748541957,1,"1998"
"1648","21-428",2,7.16,"South",150.679993,-21.959999,-5151.83198843703,2893.43921984667,0,"1998"
"1706","21-558",0,3.3,"South",152.539993,-21.559999,-5257.66223715034,2732.30301279584,0,"1998"
"1707","21-559",0,3.3,"South",152.529999,-21.58,-5256.46012245089,2732.84289619438,0,"1998"
"1708","21-560",0,3.3,"South",152.539993,-21.67,-5253.66417107036,2730.22529697787,0,"1998"
"1710","21-565",0,5.07,"South",152.589996,-21.790001,-5251.65928950641,2723.36504801153,0,"1998"
"1711","21-566",0,5.07,"South",152.630005,-21.83,-5252.09223725698,2718.93752166191,0,"1998"
"1712","21-570",0,5.07,"South",152.639999,-21.85,-5251.83163862704,2717.64114502781,0,"1998"
"1713","21-575",0,5.07,"South",152.660004,-21.9,-5250.94011432273,2714.85592418672,0,"1998"
"1714","21-579",0,5.07,"South",152.669998,-21.91,-5251.04505334873,2713.74951461996,0,"1998"
"1715","21-582",0,5.07,"South",152.679993,-21.940001,-5250.41169331033,2712.26176069133,0,"1998"
"1716","21-586",0,5.07,"South",152.699997,-21.969999,-5250.25011022427,2709.8564993511,0,"1998"
"1721","22-030",4,7.01,"South",150.380005,-22.01,-5134.80262080026,2919.3445606282,1,"1998"
"1722","22-032",3,7.01,"South",150.369995,-22.02,-5133.93020188108,2920.03553301999,1,"1998"
"1723","22-039",3,7.01,"South",150.300003,-22.030001,-5129.99703364443,2926.09829124911,1,"1998"
"1724","22-041",3,7.01,"South",150.360001,-22.18,-5127.60315458414,2917.62074134932,1,"1998"
"1733","22-052",3,7.01,"South",150.309998,-22.23,-5123.22963998928,2921.05386254287,1,"1998"
"1736","22-061",3,6.45,"South",150.240005,-22.309999,-5116.73091032667,2925.63693757158,1,"1998"
"1737","22-070",3,8.17,"South",150.649994,-22.030001,-5147.77527082736,2894.70733171938,1,"1998"
"1738","22-072",3,8.17,"South",150.669998,-22.08,-5146.96558575142,2891.88728404576,1,"1998"
"1752","22-103",0,6.21,"South",152.729996,-22.01,-5250.18783270733,2706.34409111971,0,"1998"
"1754","22-106",0,6.21,"South",152.740005,-22.059999,-5248.80635687086,2704.47152645584,0,"1998"
"1757","22-116",0,6.21,"South",152.740005,-22.1,-5247.32007840976,2703.70571466834,0,"1998"
"1758","22-121",0,6.21,"South",152.740005,-22.120001,-5246.57596142093,2703.32230498015,0,"1998"
"1761","22-124",0,5.53,"South",152.759995,-22.15,-5246.40132592521,2700.91636134884,0,"1998"
"1765","22-131",0,5.53,"South",152.759995,-22.190001,-5244.9090258182,2700.14810563894,0,"1998"
"1766","22-133",0,6.21,"South",152.75,-22.209999,-5243.69096866435,2700.67831253881,0,"1998"
"1769","22-140",0,5.98,"South",152.729996,-22.27,-5240.50321040512,2701.35190394899,0,"1998"
"1771","22-142",0,5.98,"South",152.729996,-22.299999,-5239.37884357899,2700.77232020588,0,"1998"
"1772","22-143",0,5.98,"South",152.720001,-22.33,-5237.78184887355,2701.1057067652,0,"1998"
"1774","22-145",0,5.98,"South",152.729996,-22.35,-5237.50160699824,2699.80465042152,0,"1998"
"1776","22-147a",0,5.98,"South",152.690002,-22.360001,-5235.23997397266,2703.26585123265,0,"1998"
