"","ReefID","score","DHW_25km_max","region","Long_unique","Lat_unique","X","Y","bin.score","year"
"612","12-118",0,4.01,"North",143.839996,-12.83,-5015.34615546331,3665.30485343861,0,"1998"
"613","12-119",2,4.89,"North",143.610001,-12.81,-5000.98986332251,3685.70047916424,0,"1998"
"628","13-005",0,3.78,"North",143.869995,-13.04,-5013.04280398838,3659.59646939476,0,"1998"
"636","13-016",0,3.78,"North",143.910004,-13.08,-5014.78484339372,3655.50298152876,0,"1998"
"643","13-028",0,3.78,"North",143.949997,-13.14,-5016.11170287364,3651.11117042256,0,"1998"
"649","13-040",0,3.94,"North",143.940002,-13.27,-5012.8052712385,3650.0424217094,0,"1998"
"670","13-077",0,3.87,"North",143.839996,-13.56,-5000.38656012453,3654.37211306515,0,"1998"
"671","13-078",0,3.87,"North",143.919998,-13.64,-5003.79375193651,3646.15467274939,0,"1998"
"676","13-088",0,3.87,"North",143.910004,-13.74,-5001.03107913261,3645.47724207356,0,"1998"
"683","13-108",0,3.34,"North",143.949997,-13.91,-4999.92239596011,3639.32735004241,0,"1998"
"702","14-003",0,2.8,"North",143.979996,-14.01,-4999.65754439449,3635.1314847151,0,"1998"
"707","14-016",0,2.95,"North",144.110001,-13.98,-5008.54640525746,3624.250768768,0,"1998"
"708","14-017",0,2.43,"North",144.240005,-14.07,-5014.78887532393,3611.45975554527,0,"1998"
"709","14-018",1,2.09,"North",144.320007,-14.1,-5019.16723287705,3603.98059846369,0,"1998"
"738","14-053",0,3.33,"North",144.789993,-14.31,-5043.8790171666,3559.38472217061,0,"1998"
"739","14-054",0,3.33,"North",144.860001,-14.32,-5047.99953120217,3553.06085711577,0,"1998"
"743","14-063",0,3.33,"North",144.949997,-14.42,-5051.31498534088,3543.54259935059,0,"1998"
"760","14-082",0,3.65,"North",145.100006,-14.42,-5060.57519154063,3530.30536431414,0,"1998"
"761","14-083",0,2.88,"North",145.320007,-14.42,-5074.09331378671,3510.8480852248,0,"1998"
"763","14-085",0,2.88,"North",145.410004,-14.45,-5078.91712149357,3502.40157643041,0,"1998"
"764","14-086",0,2.88,"North",145.479996,-14.45,-5083.19183255501,3496.19460600076,0,"1998"
"767","14-089",0,2.36,"North",145.539993,-14.5,-5085.70423063246,3490.08351485802,0,"1998"
"786","14-113",0,2.81,"North",145.479996,-14.63,-5079.05167290385,3493.34702434003,0,"1998"
"787","14-114",0,2.81,"North",145.490005,-14.65,-5079.19867975141,3492.14126564019,0,"1998"
"788","14-115",0,2.72,"North",145.25,-14.66,-5064.29486249813,3513.226354481,0,"1998"
"789","14-116a",0,2.81,"North",145.449997,-14.66,-5076.52727460166,3495.52752848125,0,"1998"
"790","14-116b",0,2.81,"North",145.470001,-14.66,-5077.7473784966,3493.75491875371,0,"1998"
"791","14-116c",0,2.81,"North",145.470001,-14.68,-5077.28339316207,3493.43567265423,0,"1998"
"793","14-118",0,2.81,"North",145.380005,-14.71,-5071.09351642439,3500.92562186923,0,"1998"
"795","14-120a",1,2.72,"North",145.190002,-14.73,-5058.99200093779,3517.40040824235,0,"1998"
"796","14-120b",1,2.72,"North",145.199997,-14.74,-5059.37327937736,3516.35642464244,0,"1998"
"797","14-120c",2,2.72,"North",145.179993,-14.73,-5058.377469055,3518.2841099054,0,"1998"
"800","14-120f",1,2.72,"North",145.190002,-14.72,-5059.22405848388,3517.56175249971,0,"1998"
"811","14-131",1,2.87,"North",145.270004,-14.85,-5061.0989868239,3508.39253957369,0,"1998"
"814","14-133",0,2.51,"North",145.509995,-14.92,-5074.10190988671,3486.03051832294,0,"1998"
"816","14-135",0,2.87,"North",145.479996,-14.94,-5071.80391398458,3488.36205102526,0,"1998"
"817","14-137",0,2.36,"North",145.589996,-14.55,-5087.59774984132,3484.85581627135,0,"1998"
"818","14-138",0,2.36,"North",145.619995,-14.6,-5088.26697074381,3481.40152856799,0,"1998"
"819","14-139",0,2.36,"North",145.649994,-14.65,-5088.9300931385,3477.9448464179,0,"1998"
"821","14-143",0,2.36,"North",145.509995,-14.74,-5078.32433073182,3488.93142338726,0,"1998"
"824","14-147a",0,2.51,"North",145.520004,-14.82,-5077.06306406062,3486.75952274253,0,"1998"
"825","14-147b",0,2.51,"North",145.520004,-14.81,-5077.29743926074,3486.92048390268,0,"1998"
"827","14-150b",0,2.51,"North",145.559998,-14.88,-5078.08550513278,3482.24773342662,0,"1998"
"828","14-151",0,2.51,"North",145.690002,-14.92,-5085.02896401909,3470.07195915038,0,"1998"
"829","14-152",0,2.51,"North",145.679993,-14.93,-5084.18617172338,3470.79874053706,0,"1998"
"832","14-154",0,2.51,"North",145.699997,-14.99,-5083.97488349355,3468.05291853908,0,"1998"
"833","15-002",1,3.48,"Central",145.440002,-15.02,-5067.47411843448,3490.59710736111,0,"1998"
"834","15-003",4,3.48,"Central",145.380005,-15.1,-5061.91408424413,3494.58842670412,1,"1998"
"835","15-005",2,3.48,"Central",145.419998,-15.11,-5064.11353630923,3490.88985543344,0,"1998"
"836","15-006",4,3.48,"Central",145.320007,-15.14,-5057.29784966388,3499.22702912481,1,"1998"
"837","15-008",3,3.48,"Central",145.270004,-15.16,-5053.76442498213,3503.30816518906,1,"1998"
"839","15-012",1,4.4,"Central",145.429993,-15.41,-5057.492742951,3485.02454641787,0,"1998"
"840","15-013",2,4.4,"Central",145.419998,-15.47,-5055.42231220156,3484.89865759571,0,"1998"
"843","15-018",0,3.31,"Central",145.529999,-15.05,-5072.2372858227,3482.14333451283,0,"1998"
"844","15-019",0,3.31,"Central",145.570007,-15.05,-5074.66752990468,3478.60068802288,0,"1998"
"845","15-021",0,3.31,"Central",145.720001,-15.08,-5083.04029398602,3464.81551886333,0,"1998"
"848","15-024",0,3.31,"Central",145.580002,-15.14,-5073.12441017293,3476.2422327105,0,"1998"
"850","15-027",0,3.31,"Central",145.619995,-15.2,-5074.10873516974,3471.71443800203,0,"1998"
"851","15-028",0,3.31,"Central",145.559998,-15.21,-5070.23004820178,3476.86093025732,0,"1998"
"854","15-031",0,3.59,"Central",145.580002,-15.25,-5070.47979369298,3474.43006987876,0,"1998"
"855","15-032",0,3.59,"Central",145.75,-15.28,-5080.04020772245,3458.87626215329,0,"1998"
"858","15-035",0,3.59,"Central",145.639999,-15.32,-5072.42136314774,3467.96054784866,0,"1998"
"859","15-036",0,3.59,"Central",145.649994,-15.33,-5072.78362633554,3466.90981155253,0,"1998"
"861","15-039",0,3.59,"Central",145.580002,-15.36,-5067.81648808545,3472.60510075067,0,"1998"
"863","15-044",0,3.59,"Central",145.610001,-15.43,-5067.92881616482,3468.78409480684,0,"1998"
"865","15-047",0,3.59,"Central",145.679993,-15.46,-5071.42875394601,3462.08969093529,0,"1998"
"866","15-048",0,3.59,"Central",145.649994,-15.49,-5068.8805312041,3464.24230593759,0,"1998"
"875","15-063",4,5.14,"Central",145.389999,-15.71,-5047.69407522278,3483.47143444394,1,"1998"
"876","15-064",4,5.14,"Central",145.440002,-15.74,-5049.98769540484,3478.55204186718,1,"1998"
"877","15-065",3,5.14,"Central",145.460007,-15.74,-5051.20193485106,3476.78861092756,1,"1998"
"878","15-066",2,7.14,"Central",145.399994,-15.94,-5042.56091314912,3478.63054598825,0,"1998"
"879","15-069",2,7.14,"Central",145.440002,-16,-5043.47702668905,3474.06733787951,0,"1998"
"880","15-070",0,4.36,"Central",145.619995,-15.5,-5066.82085550792,3466.72805746411,0,"1998"
"885","15-077",0,4.36,"Central",145.649994,-15.56,-5067.16049552858,3463.06677609068,0,"1998"
"889","15-082",0,4.36,"Central",145.630005,-15.61,-5064.71908011476,3463.99110596765,0,"1998"
"892","15-086",3,5.14,"Central",145.5,-15.69,-5054.86856341888,3474.11491187169,1,"1998"
"895","15-089",2,6.54,"Central",145.580002,-15.78,-5057.47576994163,3465.51936063832,0,"1998"
"899","15-093",0,6.54,"Central",145.570007,-15.88,-5054.36929516616,3464.68658371732,0,"1998"
"901","15-095",0,6.54,"Central",145.660004,-15.91,-5059.05082430678,3456.2278251502,0,"1998"
"910","16-002",3,4.36,"Central",145.470001,-16.059999,-5043.77755474334,3470.38190903493,1,"1998"
"912","16-005",3,4.49,"Central",145.490005,-16.25,-5040.14496248498,3465.29035740806,1,"1998"
"913","16-006",3,4.49,"Central",145.5,-16.299999,-5039.46533949058,3463.52856936469,1,"1998"
"914","16-014",1,4.36,"Central",145.710007,-16.030001,-5059.03203087968,3449.74307427923,0,"1998"
"919","16-019",2,4.32,"Central",145.839996,-16.110001,-5064.80798928208,3436.87394375279,0,"1998"
"920","16-020",0,4.36,"Central",145.669998,-16.129999,-5054.07856671612,3451.53801483658,0,"1998"
"923","16-023",0,4.36,"Central",145.699997,-16.190001,-5054.35102615539,3447.8448909122,0,"1998"
"928","16-028",4,4.49,"Central",145.559998,-16.389999,-5040.76677563227,3456.6567777237,1,"1998"
"929","16-029",2,3.32,"Central",145.770004,-16.42,-5052.62359439982,3437.62771736309,0,"1998"
"932","16-038",3,4.92,"Central",145.539993,-16.530001,-5035.92261089724,3455.92069246376,1,"1998"
"933","16-039",3,4.92,"Central",145.5,-16.549999,-5032.98740854656,3459.07641077573,1,"1998"
"938","16-046",1,4.24,"Central",145.940002,-16.67,-5056.24268526274,3418.18780053718,0,"1998"
"939","16-047",3,4.92,"Central",145.679993,-16.73,-5039.09549114441,3440.01688635677,1,"1998"
"940","16-049",3,4.61,"Central",145.990005,-16.77,-5056.57207399525,3411.98449843443,1,"1998"
"944","16-055",4,4.61,"Central",146,-16.92,-5053.16015902542,3408.39956423148,1,"1998"
"948","16-063",2,2.98,"Central",146.25,-16.690001,-5074.13187730215,3390.42652639864,0,"1998"
"949","16-064",2,2.98,"Central",146.050003,-16.700001,-5062.00136385939,3407.93923538139,0,"1998"
"953","16-071",0,3.92,"Central",146.210007,-16.870001,-5066.96184771837,3390.75388512166,0,"1998"
"955","16-073",0,3.92,"Central",146.25,-16.92,-5067.98395804743,3386.31861808499,0,"1998"
"956","16-074",2,3.92,"Central",146.210007,-16.940001,-5065.08080041431,3389.49510942016,0,"1998"
"957","16-080",3,4.92,"Central",145.550003,-16.559999,-5035.7430185996,3454.50349168672,1,"1998"
"959","17-001a",2,4.12,"Central",146.220001,-17.02,-5063.51269632679,3387.16716393405,0,"1998"
"961","17-004",3,4.12,"Central",146.179993,-17.07,-5059.7923717898,3389.79498262079,1,"1998"
"965","17-009",4,4.12,"Central",146.009995,-17.15,-5047.542540907,3403.32945802809,1,"1998"
"966","17-010",2,3.51,"Central",146.289993,-17.190001,-5063.0216132428,3377.89341435101,0,"1998"
"967","17-011",3,3.51,"Central",146.369995,-17.200001,-5067.45952071956,3370.63858123623,1,"1998"
"968","17-012a",3,4.12,"Central",146.080002,-17.209999,-5050.06188719187,3396.05989347045,1,"1998"
"969","17-012b",4,4.12,"Central",146.080002,-17.219999,-5049.78880219115,3395.87624957871,1,"1998"
"970","17-013",4,4.12,"Central",146.089996,-17.23,-5050.10776376043,3394.81165427661,1,"1998"
"974","17-017",3,4.01,"Central",146.360001,-17.299999,-5064.12637127344,3369.69580889354,1,"1998"
"975","17-018",3,4.01,"Central",146.399994,-17.4,-5063.71528910188,3364.32515878019,1,"1998"
"979","17-024",2,4.01,"Central",146.389999,-17.49,-5060.62971072685,3363.54774988406,0,"1998"
"983","17-034",3,5.11,"Central",146.380005,-17.530001,-5058.9285359975,3363.68944887843,1,"1998"
"984","17-035",2,3.74,"Central",146.520004,-17.530001,-5067.13241099047,3351.31821382509,0,"1998"
"985","17-037",1,5.11,"Central",146.449997,-17.610001,-5060.79585686279,3356.02291889378,0,"1998"
"986","17-042",2,5.11,"Central",146.470001,-17.66,-5060.56322608472,3353.32544560653,0,"1998"
"987","17-043a",4,5.58,"Central",146.179993,-17.68,-5042.96449237306,3378.52118776449,1,"1998"
"988","17-043b",3,5.58,"Central",146.169998,-17.68,-5042.37504728994,3379.40085961652,1,"1998"
"989","17-043c",2,5.58,"Central",146.169998,-17.67,-5042.65549516064,3379.5888158408,0,"1998"
"990","17-044",3,5.11,"Central",146.389999,-17.719999,-5054.18768910753,3359.26605994408,1,"1998"
"991","17-046",2,6.09,"Central",146.149994,-17.75,-5039.22789570939,3379.84186411292,0,"1998"
"992","17-047",2,5.57,"Central",146.440002,-17.77,-5055.70537995529,3353.91714738087,0,"1998"
"993","17-048",3,6.09,"Central",146.119995,-17.77,-5036.89440641846,3382.10169258624,1,"1998"
"994","17-051",2,5.57,"Central",146.490005,-17.85,-5056.36188406964,3348.00155415195,0,"1998"
"995","17-053",3,6.09,"Central",146.149994,-17.959999,-5033.2818811515,3375.85383472761,1,"1998"
"996","17-054",4,6.09,"Central",146.139999,-17.969999,-5032.40810278088,3376.54072918184,1,"1998"
"997","17-055",1,6.09,"Central",146.130005,-17.98,-5031.53411510289,3377.22721169165,0,"1998"
"999","17-059a",3,3.74,"Central",146.539993,-17.700001,-5063.52888107258,3346.39621967267,1,"1998"
"1002","17-060",0,5.11,"Central",146.5,-17.74,-5060.062981284,3349.18262605271,0,"1998"
"1005","17-063a",1,4.6,"Central",146.520004,-17.790001,-5059.81707101564,3346.47996802658,0,"1998"
"1006","17-064",0,4.6,"Central",146.550003,-17.83,-5060.43347888016,3343.08043232219,0,"1998"
"1008","17-066",3,4.6,"Central",146.589996,-17.889999,-5061.05774337754,3338.42073800073,1,"1998"
"1010","17-068",2,3.23,"Central",146.800003,-17.950001,-5071.5423066342,3318.72391243875,0,"1998"
"1011","17-069",1,3.82,"Central",146.770004,-18,-5068.36883311863,3320.43860864205,0,"1998"
"1012","18-001",2,6.3,"Central",146.149994,-18.01,-5031.85615918164,3374.89759402962,0,"1998"
"1013","18-003",1,6.3,"Central",146.169998,-18.02,-5032.7484841564,3372.94913489879,0,"1998"
"1014","18-004",4,6.3,"Central",146.179993,-18,-5033.90804822819,3372.45384612933,1,"1998"
"1015","18-005",3,6.3,"Central",146.199997,-18.040001,-5033.94178745816,3369.9306855616,1,"1998"
"1016","18-006",3,6.3,"Central",146.210007,-18.049999,-5034.24426074726,3368.85964386464,1,"1998"
"1017","18-007",3,5.91,"Central",146.449997,-18.08,-5047.44878776981,3347.17192568184,1,"1998"
"1018","18-008",4,5.91,"Central",146.289993,-18.15,-5036.06861346134,3359.91119594201,1,"1998"
"1019","18-010",1,6.3,"Central",146.149994,-18.17,-5027.26819448113,3371.82041723056,0,"1998"
"1020","18-013",2,5.91,"Central",146.320007,-18.24,-5035.22763062645,3355.53971342904,0,"1998"
"1022","18-017",2,3.82,"Central",146.789993,-18.040001,-5068.3757198051,3317.91656132238,0,"1998"
"1023","18-018",3,5.05,"Central",146.559998,-18.049999,-5054.72887319321,3338.04532555109,1,"1998"
"1025","18-020",3,3.82,"Central",146.800003,-18.1,-5067.22372104318,3315.8979095382,1,"1998"
"1026","18-022",2,3.82,"Central",146.759995,-18.120001,-5064.32888503588,3319.05645467507,0,"1998"
"1027","18-023",1,3.82,"Central",146.970001,-18.139999,-5075.88004356909,3300.0947693722,0,"1998"
"1028","18-024",0,5.05,"Central",146.729996,-18.23,-5059.40052581656,3319.61462497585,0,"1998"
"1030","18-026",0,5.29,"Central",146.740005,-18.32,-5057.35626363823,3317.0096652324,0,"1998"
"1031","18-027",1,4.15,"Central",146.830002,-18.35,-5061.68182318539,3308.48763063027,0,"1998"
"1033","18-029",2,5.29,"Central",146.710007,-18.41,-5052.98324289135,3317.92641253618,0,"1998"
"1034","18-030",1,4.15,"Central",146.990005,-18.43,-5068.54789936684,3292.81070898235,0,"1998"
"1035","18-031",0,4.15,"Central",146.990005,-18.469999,-5067.36752875638,3292.04387456274,0,"1998"
"1036","18-032",1,4.15,"Central",146.869995,-18.48,-5060.16589009863,3302.45799762912,0,"1998"
"1038","18-034",1,2.32,"Central",147.389999,-18.27,-5096.13008895231,3260.36464433339,0,"1998"
"1041","18-039",0,2.32,"Central",147.449997,-18.41,-5095.4125172516,3252.39090685325,0,"1998"
"1042","18-041",0,2.32,"Central",147.350006,-18.42,-5089.43302246161,3261.08881388787,0,"1998"
"1046","18-046",0,2.62,"Central",147.520004,-18.440001,-5098.49320799453,3245.59643345813,0,"1998"
"1047","18-048",3,6.41,"Central",146.490005,-18.559999,-5035.79672136734,3334.3846101382,1,"1998"
"1048","18-049a",3,6.41,"Central",146.490005,-18.6,-5034.61504977248,3333.60218229249,1,"1998"
"1049","18-049b",3,6.41,"Central",146.490005,-18.639999,-5033.43098351085,3332.8181688506,1,"1998"
"1050","18-049c",3,6.41,"Central",146.490005,-18.66,-5032.83798593191,3332.42552353339,1,"1998"
"1051","18-049d",4,6.41,"Central",146.5,-18.639999,-5034.01230258192,3331.94005796045,1,"1998"
"1052","18-049e",3,6.41,"Central",146.5,-18.59,-5035.49218032563,3332.91956767135,1,"1998"
"1053","18-051",3,6.61,"Central",146.429993,-18.809999,-5024.88114879104,3334.73283508768,1,"1998"
"1054","18-052a",4,5.99,"Central",146.559998,-18.67,-5036.60819456713,3326.07877935227,1,"1998"
"1055","18-052b",2,5.99,"Central",146.550003,-18.68,-5035.73082501579,3326.76108752593,0,"1998"
"1057","18-054",4,5.99,"Central",146.690002,-18.74,-5042.05600136555,3313.27134982915,1,"1998"
"1058","18-054a",2,5.99,"Central",146.580002,-18.719999,-5036.28175751809,3323.33862386057,0,"1998"
"1061","18-054e",4,5.99,"Central",146.639999,-18.74,-5039.16253344391,3317.67037543518,1,"1998"
"1062","18-054f",3,5.99,"Central",146.600006,-18.700001,-5038.03724949616,3321.97273750886,1,"1998"
"1063","18-054g",3,5.99,"Central",146.580002,-18.68,-5037.47196466435,3324.12401704744,1,"1998"
"1064","18-058",3,6.52,"Central",146.550003,-18.77,-5033.05026699396,3324.9902271623,1,"1998"
"1065","18-059",4,6.52,"Central",146.520004,-18.780001,-5031.01014141055,3327.42753757094,1,"1998"
"1066","18-061",3,6.52,"Central",146.669998,-18.780001,-5039.70372832541,3314.24552371489,1,"1998"
"1067","18-062",3,6.52,"Central",146.529999,-18.780001,-5031.59052014624,3326.5498490682,1,"1998"
"1068","18-064",3,6.52,"Central",146.520004,-18.83,-5029.51535689286,3326.43891162364,1,"1998"
"1069","18-065",3,6.52,"Central",146.539993,-18.84,-5030.3760667824,3324.48611408863,1,"1998"
"1070","18-066",4,6.52,"Central",146.630005,-18.969999,-5031.68129024408,3314.00314037718,1,"1998"
"1071","18-067",4,6.52,"Central",146.619995,-18.98,-5030.80028810668,3314.68321762299,1,"1998"
"1077","18-074",1,3.85,"Central",147.490005,-18.57,-5092.92420416701,3245.79970871532,0,"1998"
"1078","18-075",0,4.2,"Central",147.050003,-18.629999,-5066.06253658906,3283.65722887885,0,"1998"
"1080","18-078",1,4.2,"Central",147.100006,-18.700001,-5066.83472949361,3277.88163606625,0,"1998"
"1081","18-079",1,4.53,"Central",147.270004,-18.75,-5075.03655508037,3261.86880467072,0,"1998"
"1082","18-080",0,2.88,"Central",147.539993,-18.51,-5097.54402624147,3242.49369146484,0,"1998"
"1085","18-084a",0,2.88,"Central",147.610001,-18.620001,-5098.21370841624,3234.17664764537,0,"1998"
"1086","18-084b",0,2.88,"Central",147.589996,-18.639999,-5096.48445977621,3235.5757700365,0,"1998"
"1087","18-084c",0,2.88,"Central",147.600006,-18.66,-5096.4491686024,3234.30424270627,0,"1998"
"1089","18-086",1,2.88,"Central",147.710007,-18.66,-5102.64924702772,3224.51371905025,0,"1998"
"1090","18-088",1,2.88,"Central",147.539993,-18.73,-5090.95357673217,3238.30157642909,0,"1998"
"1091","18-090",1,2.73,"Central",147.839996,-18.73,-5107.83958928863,3211.60087035126,0,"1998"
"1092","18-091",1,4.01,"Central",147.710007,-18.77,-5099.33157333206,3222.41718373515,0,"1998"
"1093","18-094",1,3.31,"Central",147.869995,-18.780001,-5108.00659140089,3207.97533079141,0,"1998"
"1094","18-095",0,4.01,"Central",147.529999,-18.799999,-5088.27620642893,3237.84531366658,0,"1998"
"1096","18-099",1,3.31,"Central",147.889999,-18.860001,-5106.69559260044,3204.66637770451,0,"1998"
"1097","18-100",1,4.01,"Central",147.720001,-18.870001,-5096.86083415649,3219.61192897537,0,"1998"
"1100","18-101",2,3.31,"Central",147.960007,-18.9,-5109.38747554238,3197.66074937767,0,"1998"
"1104","18-106",0,4.01,"Central",147.699997,-18.969999,-5092.68893803392,3219.46467622321,0,"1998"
"1106","18-118",1,2.58,"Central",148.080002,-18.950001,-5114.54259316005,3185.99968435416,0,"1998"
"1109","19-002",4,6.81,"South",146.630005,-19.030001,-5029.86723789027,3312.8083558011,1,"1998"
"1112","19-005",3,6.81,"South",146.559998,-19.1,-5023.69416600799,3317.55060430128,1,"1998"
"1113","19-007",4,6.51,"South",146.759995,-19.120001,-5034.63482812231,3299.59558364916,1,"1998"
"1115","19-009b",2,6.51,"South",146.850006,-19.17,-5038.28566463647,3290.68510201909,0,"1998"
"1116","19-009c",3,6.51,"South",146.869995,-19.16,-5039.73908967734,3289.1266855966,1,"1998"
"1121","19-010",3,6.51,"South",146.839996,-19.190001,-5037.09900326285,3291.16561704913,1,"1998"
"1122","19-011",3,6.51,"South",146.809998,-19.200001,-5035.06922878712,3293.60227786206,1,"1998"
"1123","19-012",4,6.51,"South",146.800003,-19.209999,-5034.1885915773,3294.28032903108,1,"1998"
"1124","19-013",4,5.68,"South",147.059998,-19.18,-5050.00581897049,3271.99886936545,1,"1998"
"1125","19-017",3,6.47,"South",147.070007,-19.26,-5048.11942076396,3269.52471702037,1,"1998"
"1126","19-019",0,3.99,"South",147.929993,-19.040001,-5103.42339950254,3197.64990806908,0,"1998"
"1127","19-024",1,2.88,"South",148.110001,-19.02,-5114.06007003761,3181.98366220026,0,"1998"
"1128","19-025",0,2.48,"South",148.320007,-19.02,-5125.6886042714,3163.21778550019,0,"1998"
"1131","19-028",0,2.88,"South",148.179993,-19.07,-5116.40179019528,3174.77745665679,0,"1998"
"1132","19-029",0,2.88,"South",148.080002,-19.07,-5110.85346841593,3183.70161956024,0,"1998"
"1137","19-038b",1,2.48,"South",148.380005,-19.18,-5124.04085386207,3154.79645947516,0,"1998"
"1139","19-038f",0,2.48,"South",148.470001,-19.129999,-5130.54484866844,3147.6981268846,0,"1998"
"1140","19-043",2,2.88,"South",148.169998,-19.209999,-5111.51133540534,3172.97802227354,0,"1998"
"1141","19-044",1,3.51,"South",148.350006,-19.280001,-5119.27070041132,3155.5571306542,0,"1998"
"1142","19-045",0,3.8,"South",148.080002,-19.299999,-5103.7199689515,3179.2579519931,0,"1998"
"1143","19-046",1,3.51,"South",148.429993,-19.32,-5122.41852116802,3147.63775278524,0,"1998"
"1144","19-047",1,3.51,"South",148.339996,-19.370001,-5115.90042844375,3154.71318973523,0,"1998"
"1145","19-048",0,3.8,"South",148.089996,-19.389999,-5101.46036266933,3176.61537804076,0,"1998"
"1151","19-054",1,1.64,"South",148.539993,-19.209999,-5131.89453693725,3139.90383985908,0,"1998"
