"","ReefID","bin.score","DHW","X","Y","year"
"11552","19-063a",1,1.97,-5135.25709577975,3130.88423959512,"2016"
"1157","19-065",0,1.76,-5133.49333148856,3129.55204405436,"2016"
"11581","19-066",0,1.76,-5132.74675074369,3129.35372231765,"2016"
"11591","19-067",1,1.59,-5132.6632718635,3128.07488678432,"2016"
"11602","19-071",0,1.3,-5131.54751446319,3124.93824414585,"2016"
"11611","19-072a",0,1.76,-5139.02911944661,3114.75911052513,"2016"
"1162","19-072b",0,1.29,-5134.07830330348,3118.90083757435,"2016"
"1165","19-072e",0,1.27,-5137.85635640096,3112.90528068701,"2016"
"11671","19-074b",0,1.4,-5141.80428212444,3107.47194682384,"2016"
"11692","19-076",0,1.23,-5142.68843025298,3102.26873240491,"2016"
"1170","19-081",1,3.1,-5166.88306429205,3074.76425702635,"2016"
"11711","19-082",0,2.14,-5155.8288837958,3091.64752109061,"2016"
"1172","19-091",0,4.22,-5175.15553262057,3058.60766817602,"2016"
"11732","19-096",1,1.28,-5157.88744268498,3078.37976252939,"2016"
"11741","19-097",0,0.95,-5150.53305546771,3088.8784314349,"2016"
"11751","19-098",0,1.12,-5154.23460880745,3082.124374856,"2016"
"1176","19-099",0,3.56,-5182.86994878917,3036.85001400576,"2016"
"11832","19-107",0,0.94,-5145.7420756221,3094.31946321423,"2016"
"11852","19-109a",0,1.09,-5143.26239544797,3097.71874258268,"2016"
"1190","19-113",0,0.95,-5147.00321043929,3092.36475997922,"2016"
"1191","19-114",0,0.95,-5148.89114429252,3088.42332397276,"2016"
"11921","19-116",0,1.3,-5161.10100713478,3067.48675008785,"2016"
"1197","19-122",0,0.98,-5158.58746133511,3069.29924969784,"2016"
"1198","19-123",0,0.98,-5157.7071406854,3070.07382791141,"2016"
"1199","19-127",0,1.28,-5161.4275098291,3055.6895744934,"2016"
"12002","19-128",0,1.35,-5151.92076181451,3072.37974599725,"2016"
"12011","19-129",0,1.48,-5156.40816252886,3060.43424609104,"2016"
"12071","19-134",0,1.09,-5165.99771054589,3044.21920496466,"2016"
"12082","19-135",0,1.89,-5151.80692805629,3067.43886844887,"2016"
"12092","19-136a",0,1.91,-5148.90731432031,3069.36514203053,"2016"
"12121","19-139",1,2.91,-5178.45484269489,3040.09034809173,"2016"
"12131","19-141",0,2.2,-5177.86878922103,3038.10750482188,"2016"
"12141","19-146",0,1.7,-5178.12242426769,3033.79776955443,"2016"
"12151","19-147",0,1.85,-5179.35868849042,3030.2491500808,"2016"
"12181","19-151",0,2.89,-5189.34211817831,3014.22937543485,"2016"
"12191","19-152",0,2.95,-5190.29931399015,3011.47352920212,"2016"
"1220","19-153",0,2.82,-5183.81117509459,3021.9864591178,"2016"
"1221","19-155",0,1.26,-5181.23094363286,3025.29107247967,"2016"
"1222","19-157",0,0.77,-5173.40727846099,3037.75701832292,"2016"
"12231","19-159",0,3.01,-5191.79111338124,3006.36523185939,"2016"
"12251","19-167",0,3.08,-5193.55828242321,3001.20457650789,"2016"
"1226","19-168",1,0.48,-5173.63049663416,3034.04837441355,"2016"
"1227","19-169",0,0.48,-5173.46475700248,3033.70496796558,"2016"
"1231","19-187",0,0.34,-5171.98698521414,3031.50016705506,"2016"
"12351","19-197",0,0.97,-5166.54749266803,3033.61990535781,"2016"
"1236","19-204",0,0.99,-5166.08200052406,3028.03163912295,"2016"
"1238","19-206",0,2.88,-5194.55429910652,2998.26758390577,"2016"
"1239","19-207",0,2.15,-5197.15547365981,2990.24614596765,"2016"
"1240","19-208",0,2.99,-5198.16629840209,2986.24861184801,"2016"
"1241","19-209",0,3.14,-5199.27672291577,2983.33329706994,"2016"
"1242","19-212",0,2.38,-5199.90125435248,2980.01855948042,"2016"
"1243","19-214",0,2.1,-5200.57452122676,2975.99960480335,"2016"
"1244","19-216",0,2.1,-5201.2900235574,2972.95860228063,"2016"
"1245","19-220",0,1.77,-5201.72775241038,2970.49487504561,"2016"
"1246","19-221",0,2.13,-5203.47069612051,2966.34683999773,"2016"
"1247","19-222",0,2.13,-5203.98122087827,2964.55400512936,"2016"
"1248","19-224",0,2.13,-5203.92465914247,2964.08125829561,"2016"
"1249","19-225",0,1.61,-5204.36697002041,2962.59687899269,"2016"
"1250","19-227",0,1.61,-5203.4796656697,2962.61848474598,"2016"
"1252","19-246",0,0.34,-5173.43338039682,3026.98960949233,"2016"
"12642","20-014",0,3.3,-5123.46114083026,3091.88921955397,"2016"
"12671","20-017",0,3.3,-5123.22009098865,3091.36586577587,"2016"
"12681","20-019",0,3.3,-5122.23218602076,3092.48377597599,"2016"
"12792","20-028h",1,3.32,-5126.69604206615,3086.52242821189,"2016"
"12972","20-067a",0,3.22,-5127.72108249236,3077.39273860722,"2016"
"1306","20-078a",0,2.96,-5128.01499614042,3069.89503186313,"2016"
"1330","20-104",0,0.85,-5167.29209792896,3020.96773563828,"2016"
"1331","20-105",0,0.64,-5172.74303712314,3009.16226469459,"2016"
"13352","20-112",0,0.49,-5177.27526417777,2996.33424200474,"2016"
"1336","20-115",0,1.11,-5196.48376425869,2970.87423048358,"2016"
"1337","20-119",0,1.74,-5203.46130269503,2953.97875116396,"2016"
"1338","20-121",0,1.52,-5202.42036721871,2956.03191859711,"2016"
"1339","20-125",0,1.51,-5202.85495672061,2952.39059338661,"2016"
"1340","20-126",0,1.39,-5199.75262982138,2955.60063566926,"2016"
"13411","20-127",0,1.1,-5197.84496980093,2962.3951745111,"2016"
"13421","20-128",0,0.48,-5181.26304475652,2990.1986031911,"2016"
"13432","20-129",0,0.49,-5182.58825964115,2982.52790689002,"2016"
"13451","20-131",0,1.51,-5203.07457361831,2950.3997817097,"2016"
"13461","20-132",0,1.53,-5202.63839724212,2947.08805075022,"2016"
"13472","20-134",0,0.52,-5179.96016915929,2978.60848385757,"2016"
"13482","20-135",0,0.66,-5180.17959632339,2975.12668548008,"2016"
"13502","20-137",0,0.68,-5178.28602865839,2977.64581060598,"2016"
"13512","20-138",0,0.79,-5183.47464506939,2968.60428011899,"2016"
"13552","20-146",0,0.8,-5184.08953471275,2958.1525884294,"2016"
"13561","20-167",0,1.48,-5202.58554876663,2942.24676543796,"2016"
"13571","20-172",0,1.52,-5204.33667426491,2937.19255364569,"2016"
"13581","20-179",0,1.5,-5206.24648387172,2932.15472793954,"2016"
"1359","20-182",0,1.48,-5203.53142377842,2934.63714845254,"2016"
"1360","20-185a",0,1.16,-5203.1378623815,2933.68102215694,"2016"
"13611","20-185c",0,1.36,-5206.81941241964,2927.45476402219,"2016"
"13621","20-186",0,1.72,-5209.76373908984,2922.43788194142,"2016"
"13631","20-187",0,1.69,-5211.2604792554,2917.53095129584,"2016"
"1364","20-194a",0,1.19,-5206.19765803003,2923.34182697532,"2016"
"1365","20-194b",0,1.35,-5208.4000597973,2920.16132709564,"2016"
"1366","20-197",0,1.35,-5207.2486581428,2919.04192880349,"2016"
"1383","20-262a",0,2.47,-5132.04342250445,3026.6471875244,"2016"
"13881","20-269",0,2.28,-5126.53537756608,3033.03250571077,"2016"
"14012","20-291",0,2.13,-5139.15233497911,2998.26658781531,"2016"
"14022","20-292",0,1.83,-5139.86853801372,2993.8774366793,"2016"
"14051","20-295",0,1.52,-5172.42922524375,2970.67542362851,"2016"
"14061","20-296",0,0.83,-5179.81679701951,2961.70809385918,"2016"
"14081","20-298",0,0.8,-5184.32235851506,2947.49854971355,"2016"
"1409","20-299a",0,0.65,-5187.00759029931,2942.51233261865,"2016"
"14102","20-299c",0,0.95,-5186.72904142726,2939.29125612908,"2016"
"14122","20-301a",0,1.12,-5173.8657761245,2959.50485763247,"2016"
"14132","20-301b",0,0.95,-5177.64378047715,2954.47450292398,"2016"
"14141","20-302",0,1.47,-5170.59926973473,2963.62830607068,"2016"
"14152","20-304",0,0.8,-5184.84943120787,2937.031388937,"2016"
"14161","20-305",0,0.8,-5183.51244212046,2934.49638315411,"2016"
"14171","20-306",0,0.8,-5181.22999020122,2937.10846724396,"2016"
"14181","20-307",0,0.79,-5176.82563628206,2943.11237710189,"2016"
"14191","20-308",0,0.8,-5175.51272259085,2942.51357920061,"2016"
"14212","20-310",0,1.8,-5156.5090610377,2967.5195879329,"2016"
"1424","20-317",0,1.16,-5203.13405709407,2917.0886777692,"2016"
"1426","20-322",0,1.16,-5203.91768569147,2914.82730485665,"2016"
"1427","20-324",0,1.17,-5204.22867826539,2912.50936712139,"2016"
"14281","20-326",0,0.9,-5204.99454567305,2908.67258259613,"2016"
"14301","20-335",0,0.92,-5207.38545898462,2901.2321861606,"2016"
"1433","20-339a",0,0.9,-5205.73292577316,2899.38147501803,"2016"
"1434","20-339b",0,1.39,-5209.11626784174,2894.85300085767,"2016"
"1437","20-348",0,0.88,-5203.6643959857,2890.00064589053,"2016"
"1443","20-353",0,0.49,-5199.19810714859,2891.70311220063,"2016"
"1445","20-369a",0,1.84,-5211.64772372411,2886.98955185477,"2016"
"14481","20-370a",0,1.64,-5212.34668262889,2880.91652412747,"2016"
"1449","20-370b",0,1.43,-5209.11265753514,2880.59064952299,"2016"
"14521","20-377",0,2.1,-5219.19831900346,2865.45189524633,"2016"
"1455","20-380",0,0.88,-5207.20499324284,2881.31610777747,"2016"
"14562","20-382",0,2.2,-5222.00379954049,2858.96321539322,"2016"
"1457","20-383",0,1.79,-5215.06543228921,2865.72105033073,"2016"
"14582","20-385",0,1.86,-5220.21758287189,2855.61688600053,"2016"
"1459","20-386",0,1.51,-5212.69478858248,2867.65634602047,"2016"
"14612","20-388a",0,1.8,-5221.51180572312,2851.59125121806,"2016"
"14622","20-389",0,1.8,-5223.15166349733,2847.75544294338,"2016"
"1463","20-391",0,2.28,-5226.26316974629,2840.26463970244,"2016"
"1465","20-469",0,1.18,-5201.57904781098,2924.9131494447,"2016"
"1466","20-470",0,1.18,-5203.92664537598,2923.03829302775,"2016"
"1467","20-474",0,1.18,-5204.81588822977,2921.62341832989,"2016"
"1468","20-568",0,1.8,-5222.21137534181,2850.66992939738,"2016"
"1473","20-598",0,1.51,-5202.07814917405,2954.7947945034,"2016"
"14752","21-025",0,1.99,-5145.09287258337,2982.50673894398,"2016"
"14791","21-034",0,2.2,-5129.28102891868,2981.71826747347,"2016"
"14871","21-050",0,2.16,-5127.66437637093,2974.79430678988,"2016"
"14901","21-054",0,1.47,-5161.99734245585,2949.13001824026,"2016"
"14922","21-056b",0,1.01,-5171.40089411089,2931.79862536165,"2016"
"14932","21-057",0,1,-5171.19319643187,2928.10418203344,"2016"
"1497","21-061",0,0.82,-5184.634408616,2910.39299028685,"2016"
"1498","21-062",0,0.47,-5194.20843046871,2895.20336154344,"2016"
"1500","21-064",0,0.77,-5188.8967971675,2902.59345808259,"2016"
"1501","21-065",0,0.62,-5191.02077442621,2897.55925245222,"2016"
"1502","21-068",0,0.62,-5189.05554838727,2896.4223779294,"2016"
"15031","21-070",0,0.78,-5186.70384749807,2900.06297432716,"2016"
"15041","21-071",0,0.78,-5185.3899820044,2902.37444228972,"2016"
"15051","21-072",0,0.81,-5179.23300692624,2910.9409499935,"2016"
"1506","21-073",0,0.47,-5189.9519835993,2893.95777207552,"2016"
"15091","21-076",0,0.47,-5189.09958603949,2891.38315143512,"2016"
"1511","21-081",0,0.61,-5188.33998400151,2889.82648447231,"2016"
"1512","21-082",0,0.61,-5188.28319903564,2888.16572244794,"2016"
"1515","21-086",0,0.61,-5179.61736031289,2896.57155328583,"2016"
"1516","21-087",0,0.46,-5187.3178833667,2878.36144267457,"2016"
"15182","21-091",0,2.21,-5228.63051857327,2831.82943897879,"2016"
"1519","21-092",0,0.86,-5209.83486428631,2868.52695878746,"2016"
"1520","21-093",0,0.83,-5206.24919606218,2873.62340766089,"2016"
"1521","21-094",0,0.86,-5208.49095917945,2869.13207583896,"2016"
"1523","21-100",0,0.5,-5203.20396883111,2875.74564829618,"2016"
"15241","21-101",0,2.06,-5226.96957312469,2835.740552828,"2016"
"15251","21-109",0,0.34,-5201.57243243475,2873.79146873948,"2016"
"15262","21-115",0,0.33,-5198.1602489534,2876.64589905374,"2016"
"15272","21-116",0,0.46,-5195.24719406732,2878.58790561409,"2016"
"15302","21-128",0,0.33,-5199.37929042117,2861.92938763483,"2016"
"1531","21-129",0,0.45,-5194.50691122732,2867.93447875512,"2016"
"15332","21-131",0,0.34,-5207.56120266128,2842.79334823111,"2016"
"15342","21-132",0,0.34,-5204.50844147545,2845.84403616677,"2016"
"15351","21-133",0,0.34,-5201.24085976391,2853.49844943672,"2016"
"15362","21-134",0,0.34,-5202.37861135399,2850.57995348095,"2016"
"15371","21-135",0,0.48,-5213.58312007401,2833.08406070863,"2016"
"15382","21-136",0,0.48,-5209.32830530536,2837.8597383601,"2016"
"1541","21-139",0,0.64,-5208.79459297657,2831.77751698869,"2016"
"15421","21-143",0,2.21,-5228.99812287752,2830.98591202353,"2016"
"15432","21-144",0,2.21,-5229.26778348809,2829.81376268047,"2016"
"15441","21-145a",0,1.82,-5230.45707058556,2825.63647533435,"2016"
"15452","21-146",0,1.82,-5231.66553045809,2822.85425849441,"2016"
"15462","21-147",0,2.26,-5233.00272627078,2821.21727182604,"2016"
"15472","21-148",0,2.26,-5233.28319180394,2819.01073922662,"2016"
"15482","21-149",0,2.31,-5234.40601579955,2816.08069290921,"2016"
"15492","21-150",0,1.87,-5235.03619003507,2814.06341115588,"2016"
"15502","21-151",0,1.77,-5235.66478240961,2812.04724525071,"2016"
"15531","21-157",0,1.77,-5234.60518703655,2811.4781423051,"2016"
"15542","21-158",0,0.95,-5235.23285984551,2809.46062848046,"2016"
"15552","21-159",0,0.95,-5235.85960249728,2807.44293357478,"2016"
"15562","21-161",0,1.54,-5236.13117309019,2805.2352744797,"2016"
"15571","21-165",0,1.54,-5236.26605549714,2804.13202321608,"2016"
"15602","21-172",0,0.61,-5235.8253380028,2801.54419260296,"2016"
"15611","21-180",0,0,-5231.24592592463,2801.36304168477,"2016"
"1562","21-181",0,0,-5231.53606766609,2798.32263611408,"2016"
"1563","21-185",0,0,-5232.68330988238,2793.78565455697,"2016"
"1595","21-236",0,0,-5263.06591302111,2751.85421704771,"2016"
"1596","21-237",0,0,-5265.94422913321,2744.50941745634,"2016"
"15972","21-238",0,0,-5267.62719179607,2742.15315063946,"2016"
"1600","21-241",0,0,-5257.62481299284,2756.72165658964,"2016"
"1601","21-242a",0,0,-5252.08603647464,2765.46214026488,"2016"
"1603","21-247",0,0,-5247.77511353823,2771.17102945571,"2016"
"1607","21-258",0,0,-5239.068659283,2783.65804810785,"2016"
"16081","21-263",0,0,-5260.33446408156,2739.5232173223,"2016"
"1611","21-289a",0,0.14,-5273.74522816104,2734.21941622201,"2016"
"16122","21-290",0,0,-5269.65515814903,2740.87086922583,"2016"
"1613","21-294",0,0,-5270.50950512353,2731.35938938841,"2016"
"1614","21-295",0,0,-5268.29352900025,2733.0878326273,"2016"
"1615","21-296",0,0,-5266.28659393366,2735.22468549227,"2016"
"16181","21-299",0,0,-5263.68539962633,2736.59933055171,"2016"
"16201","21-300a",0,0,-5262.10398659478,2738.06863615277,"2016"
"16212","21-303",0,0,-5259.96479910119,2735.83068689331,"2016"
"1622","21-304",0,0,-5259.35624888716,2736.66734763335,"2016"
"1624","21-306",0,0,-5258.56458674637,2736.3284222893,"2016"
"16251","21-334",1,1.28,-5118.22910251865,2981.27286961849,"2016"
"16261","21-386",0,2.57,-5146.21873304727,2940.11545128762,"2016"
"1632","21-394",0,1.14,-5144.67628152196,2930.88950206974,"2016"
"1639","21-403b",0,1.12,-5142.84165215036,2928.1502489859,"2016"
"1649","21-433",0,0.66,-5206.42989324574,2829.50229220973,"2016"
"1658","21-449",0,0.66,-5208.66465955139,2818.96211091842,"2016"
"1659","21-450",0,0.65,-5210.9230123177,2814.65164337911,"2016"
"1660","21-453",0,0.51,-5213.25915530554,2807.94137740995,"2016"
"1661","21-460",0,0.52,-5213.63779791901,2802.30667020419,"2016"
"1662","21-464",0,0.53,-5213.5662955009,2798.57376882904,"2016"
"1664","21-466",0,0.52,-5220.95896112068,2777.56005545832,"2016"
"1665","21-467",0,0.53,-5216.23170024932,2782.13209303905,"2016"
"1666","21-470",0,0,-5257.25765686952,2737.3619230006,"2016"
"1667","21-474",0,0,-5255.45874357199,2738.78296408891,"2016"
"1668","21-479",0,0,-5253.63626797434,2739.9133760768,"2016"
"16731","21-491",0,0,-5252.63519524695,2737.32749576437,"2016"
"16771","21-496",0,0,-5251.44414928562,2736.4330386493,"2016"
"1690","21-526",0,0.33,-5236.87115500725,2747.99711766297,"2016"
"1692","21-529",0,0.35,-5228.88504605931,2760.03303960993,"2016"
"1693","21-530",0,0.33,-5242.10234295745,2735.8658927189,"2016"
"1694","21-531",0,0.33,-5240.34086449441,2738.58428367991,"2016"
"1695","21-532",0,0.33,-5237.73695388914,2743.56830242085,"2016"
"16961","21-538",0,0.33,-5241.331635739,2734.8332912747,"2016"
"1697","21-540",0,0.34,-5242.06372577873,2731.43676313582,"2016"
"1698","21-544",0,0.36,-5223.78069062525,2764.83005179561,"2016"
"16991","21-546",0,0.34,-5241.72751882472,2729.72640059743,"2016"
"1702","21-551",0,0.52,-5219.78884158455,2768.91125215437,"2016"
"17041","21-556",0,0.35,-5239.28088372724,2729.9085988614,"2016"
"17082","21-560",0,0.14,-5253.66417107036,2730.22529697787,"2016"
"17091","21-562",0,0.16,-5252.59052277476,2727.46107585102,"2016"
"17102","21-565",0,0.17,-5251.65928950641,2723.36504801153,"2016"
"17112","21-566",0,0.18,-5252.09223725698,2718.93752166191,"2016"
"17122","21-570",0,0.18,-5251.83163862704,2717.64114502781,"2016"
"17132","21-575",0,0.34,-5250.94011432273,2714.85592418672,"2016"
"17142","21-579",0,0.36,-5251.04505334873,2713.74951461996,"2016"
"17152","21-582",0,0.36,-5250.41169331033,2712.26176069133,"2016"
"17162","21-586",0,0.52,-5250.25011022427,2709.8564993511,"2016"
"1717","21-591",0,1.14,-5169.41429288351,2939.92820561192,"2016"
"1719","21-674",0,0.53,-5219.23895171797,2783.75207216933,"2016"
"1720","21-761",1,0.33,-5238.80326074793,2741.61140340613,"2016"
"1744","22-084",0,0.35,-5237.99234805594,2730.79827103912,"2016"
"1746","22-090",0,0.36,-5234.77282838916,2733.33040862371,"2016"
"1747","22-092",0,0.36,-5235.71261168678,2728.16822615121,"2016"
"17522","22-103",0,0.69,-5250.18783270733,2706.34409111971,"2016"
"17542","22-106",0,0.71,-5248.80635687086,2704.47152645584,"2016"
"17551","22-111",0,0.37,-5237.74114478737,2724.34783711641,"2016"
"17561","22-115",0,0.37,-5237.15800078076,2722.7864405325,"2016"
"17572","22-116",0,0.71,-5247.32007840976,2703.70571466834,"2016"
"17582","22-121",0,0.71,-5246.57596142093,2703.32230498015,"2016"
"17591","22-122",0,0.37,-5235.82165081075,2721.79590416121,"2016"
"1760","22-123",0,0.53,-5238.73319350277,2715.78034900875,"2016"
"17613","22-124",0,0.86,-5246.40132592521,2700.91636134884,"2016"
"17621","22-125",0,0.53,-5236.31991036752,2719.86413286004,"2016"
"1764","22-129",0,0.55,-5238.81980261195,2712.42575006902,"2016"
"17652","22-131",0,0.72,-5244.9090258182,2700.14810563894,"2016"
"17662","22-133",0,0.72,-5243.69096866435,2700.67831253881,"2016"
"1767","22-134",0,0.54,-5237.00718751998,2712.44227551411,"2016"
"1768","22-139",0,0.53,-5234.79292093621,2712.91519537618,"2016"
"17692","22-140",0,0.56,-5240.50321040512,2701.35190394899,"2016"
"1770","22-141",0,0.53,-5235.91306896251,2706.76325970089,"2016"
"17712","22-142",0,0.56,-5239.37884357899,2700.77232020588,"2016"
"17722","22-143",0,0.55,-5237.78184887355,2701.1057067652,"2016"
"1773","22-144",0,0.53,-5235.83218359851,2704.70028225253,"2016"
"17842","23-004b",0,0.51,-5120.72936396255,2851.33224304483,"2016"
"17902","23-010",0,0.53,-5118.29004210449,2847.63328378234,"2016"
"17922","23-012b",0,0.51,-5122.03389331316,2842.69657458605,"2016"
"17932","23-012c",0,0.52,-5122.26114733951,2840.48393983615,"2016"
"17951","23-012e",0,0.53,-5118.80517596292,2845.03572809918,"2016"
"17962","23-014",1,0.52,-5120.12075404665,2841.63479433374,"2016"
"18021","23-031a",0,0.36,-5126.53699918531,2833.42265113522,"2016"
"1816","23-052a",0,0,-5159.42303584511,2746.64947378965,"2016"
"18172","23-053",0,0,-5154.11718251254,2754.35419364926,"2016"
"1820","23-055a",0,0,-5161.79437781373,2737.51317846038,"2016"
"18301","23-068",0,0,-5147.64837420722,2763.61556919274,"2016"
"18311","23-069",0,0,-5144.63723645453,2765.46997675671,"2016"
"1832","23-070",0,0,-5139.23333858286,2775.6071055025,"2016"
"18331","23-071",0,0,-5140.95571356051,2770.4355024816,"2016"
"174","10-330",1,0.31,-4971.35102976613,3802.03588403287,"2017"
"1911","10-381",0,1.74,-5062.55022128915,3682.95361485756,"2017"
"192","10-383",1,1.57,-5061.74196382992,3684.59251993428,"2017"
"1931","10-384",0,1.9,-5062.13917769896,3682.75145959336,"2017"
"1941","10-386",0,1.9,-5062.93251200839,3681.18880113832,"2017"
"196","10-388",1,1.74,-5057.9251182589,3689.87364141838,"2017"
"1991","10-391",1,1.78,-5062.56798739359,3680.55476297524,"2017"
"200","10-396",0,2.2,-4998.73626453082,3780.26014394568,"2017"
"2011","10-398",0,1.78,-5061.74444342619,3680.88342394911,"2017"
"2021","10-399",1,1.78,-5062.24818201532,3679.92454781826,"2017"
"203","10-400",1,1.78,-5062.39115630042,3679.42067612287,"2017"
"2041","10-402",1,2.25,-5063.2820385285,3677.79976283005,"2017"
"2061","10-412",0,2.41,-5062.37693047557,3676.12918339222,"2017"
"2071","10-414",0,2.57,-5061.96444783656,3675.29020784527,"2017"
"2081","10-416b",0,2.72,-5062.19524657967,3673.56197759799,"2017"
"209","10-417",0,1.16,-5064.82980982463,3688.86908253542,"2017"
"2101","10-418a",0,2.72,-5061.86134719473,3672.90806139918,"2017"
"2111","10-419a",0,2.73,-5060.24394670029,3674.74080273459,"2017"
"2121","10-419b",0,2.73,-5060.08067973507,3674.59755385663,"2017"
"2131","10-420",0,2.32,-5058.92558551353,3676.19360803168,"2017"
"218","10-432",1,1.44,-5062.58962159679,3690.46776211518,"2017"
"226","10-456",1,1.41,-5062.26714894421,3689.2355950794,"2017"
"2801","10-565",0,2.65,-5024.43029336021,3745.04458390504,"2017"
"2821","10-567",0,1.93,-5031.18978494862,3743.90445772797,"2017"
"2841","10-572",0,2.03,-5031.02695880605,3738.2799563897,"2017"
"2861","10-576",0,2.65,-5009.12907487154,3760.98264064872,"2017"
"3031","10-624",0,1.12,-5039.20163866621,3729.38215749878,"2017"
"3471","10-730",0,1.17,-5066.43414103988,3689.10425684074,"2017"
"367","10-809",1,1.74,-5062.26510976459,3683.56680585868,"2017"
"3683","11-001",0,2.33,-4993.79784036737,3764.46258891215,"2017"
"3733","11-025",0,2.28,-4999.33833154809,3754.97455370121,"2017"
"3743","11-026",0,2.43,-4994.06411809338,3760.56426005796,"2017"
"3763","11-035",0,2.27,-4993.51801844106,3758.7881959638,"2017"
"3783","11-038",0,1.81,-4990.51346083248,3760.62163050282,"2017"
"3853","11-052",0,2.03,-4992.48871006036,3752.55489982033,"2017"
"3862","11-053",0,2.01,-4990.492542917,3755.40539992432,"2017"
"3883","11-055",0,2.01,-4989.29027266235,3754.24263284637,"2017"
"392","11-060",0,2.05,-4991.20327762568,3750.88762700973,"2017"
"3933","11-061",1,2.01,-4988.75999178231,3753.84361755994,"2017"
"3942","11-062",0,2.01,-4987.76371652512,3754.96040769359,"2017"
"3951","11-072",0,3.56,-5054.34659525731,3672.80659117553,"2017"
"3961","11-073",0,4,-5055.01051913893,3671.90064074814,"2017"
"418","11-112",0,2.32,-5058.88995585958,3675.77660212121,"2017"
"4191","11-113",0,2.73,-5059.98350831775,3673.95685584499,"2017"
"4201","11-114",0,2.73,-5060.14171253999,3673.38848790355,"2017"
"4211","11-115",0,2.75,-5060.75650674307,3672.32859075765,"2017"
"4221","11-116",0,2.75,-5060.96784487413,3671.51710346167,"2017"
"4231","11-117",0,2.97,-5060.58655482063,3670.79618590552,"2017"
"4251","11-119",1,3.43,-5060.77197935008,3668.98518387364,"2017"
"4261","11-120",0,3.5,-5060.19040961439,3668.34973150745,"2017"
"4301","11-125",0,4.48,-5059.21667645962,3666.88535851904,"2017"
"431","11-126a",0,4,-5055.77350887775,3671.54788388821,"2017"
"4321","11-126b",0,4,-5056.04589755125,3670.96212401151,"2017"
"4351","11-129",0,4,-5057.57401645151,3668.59656721116,"2017"
"4391","11-134",0,1.16,-4977.68346939659,3764.8183305254,"2017"
"4402","11-136",0,1.33,-4980.24780284359,3761.06887036959,"2017"
"4422","11-138",0,1.97,-4981.19438029307,3754.96175298383,"2017"
"4432","11-139",0,2.44,-4979.34099993824,3756.29170063293,"2017"
"4451","11-141",0,2.59,-4975.60088932489,3760.88156602915,"2017"
"4462","11-142",0,2.59,-4977.19266624796,3758.76163996672,"2017"
"4471","11-143",0,2.44,-4978.19230708418,3757.41010632045,"2017"
"4552","11-156",1,2.01,-4986.38568513109,3754.78234779404,"2017"
"4582","11-161",0,1.99,-4984.83863858405,3754.98215344243,"2017"
"4692","11-181",0,2.65,-4991.81727579185,3733.33266366776,"2017"
"470","11-183",1,2.65,-4993.7789378186,3730.11723814082,"2017"
"4781","11-189",1,2.71,-4994.07407206831,3728.60985341682,"2017"
"4813","11-191",0,2.71,-4994.07172864604,3727.89343147333,"2017"
"4841","11-195",1,2.67,-4992.69417813885,3729.41883891965,"2017"
"4851","11-197",0,4.7,-5042.15015430779,3680.92958530301,"2017"
"4861","11-201",0,4.7,-5041.6794652722,3680.92765460762,"2017"
"4881","11-203",0,4.7,-5040.81798148638,3681.76633566574,"2017"
"4891","11-204",0,4.71,-5041.21056196934,3680.83026736098,"2017"
"4901","11-208a",0,4.71,-5040.85178010513,3681.00466711958,"2017"
"4941","11-212",0,4.71,-5039.8319548384,3681.13261404439,"2017"
"4951","11-215",0,5.1,-5040.70826909503,3678.4984287269,"2017"
"4981","11-223",0,7.18,-5039.15030776487,3675.30733173325,"2017"
"4991","11-224",0,7.18,-5037.29959268468,3677.384478243,"2017"
"5001","11-225",0,7.18,-5037.12539967767,3677.24289180596,"2017"
"5011","11-226",0,7.23,-5036.6146496125,3677.56917966689,"2017"
"5021","11-227",1,7.23,-5036.51565555599,3677.40444667444,"2017"
"5031","11-228",0,8.43,-5043.31059708549,3668.33674973067,"2017"
"5041","11-229a",0,7.23,-5035.6241148212,3677.96038480917,"2017"
"5051","11-229b",0,6.63,-5034.43055220047,3678.88179846504,"2017"
"5081","11-232",0,6.51,-5033.66293693165,3678.92964513571,"2017"
"5091","11-236",0,6.51,-5032.880243676,3678.939533922,"2017"
"5121","11-238",0,7.24,-5033.56085319282,3676.86053774337,"2017"
"5131","11-239",0,6.95,-5034.03633638218,3675.17891034904,"2017"
"5151","11-241",0,6.95,-5034.57465218475,3673.41426009491,"2017"
"5161","11-242",0,8.36,-5035.62893567873,3671.42427930745,"2017"
"518","11-244a",0,7.77,-5048.66978454627,3665.60464948815,"2017"
"519","11-244b",0,10.06,-5050.22662788715,3659.74173803269,"2017"
"5201","11-244c",0,8.27,-5045.46411937414,3666.0624615221,"2017"
"522","11-281",0,5.1,-5041.32937126964,3677.5733376652,"2017"
"5293","12-004",0,3.01,-4992.02629778637,3726.36659151575,"2017"
"5313","12-006",0,3.63,-4991.92872762557,3724.93598812776,"2017"
"5323","12-007",0,3.75,-4998.42177718431,3716.21854506869,"2017"
"5382","12-014",1,3.99,-4991.35037352322,3720.53466716358,"2017"
"5392","12-016a",0,3.88,-4999.26865330509,3708.29855089424,"2017"
"543","12-021",0,4.51,-4986.05113885323,3724.32839663885,"2017"
