"","ReefID","score","DHW_5km_max_16","DHW_5km_max","DHW_5km_ytd","region","Long_unique","Lat_unique","X","Y","bin.score","year"
"767","14-089",1,10.94,8.89,5.77,"North",145.539993,-14.5,-5085.70423063246,3490.08351485802,0,"2017"
"790","14-116b",3,8.61,8.66,5.42,"North",145.470001,-14.66,-5077.7473784966,3493.75491875371,1,"2017"
"792","14-116d",2,8.63,8.99,5.68,"North",145.449295,-14.68558,-5075.89104627972,3495.18112071954,0,"2017"
"817","14-137",1,11.32,9.04,5.77,"North",145.589996,-14.55,-5087.59774984132,3484.85581627135,0,"2017"
"818","14-138",1,11.49,8.93,5.66,"North",145.619995,-14.6,-5088.26697074381,3481.40152856799,0,"2017"
"819","14-139",1,11.36,9.2,5.9,"North",145.649994,-14.65,-5088.9300931385,3477.9448464179,0,"2017"
"823","14-146",1,11.09,9.73,5.95,"North",145.698135,-14.827201,-5087.70952009698,3470.84279964723,0,"2017"
"828","14-151",1,10.01,9.34,5.51,"North",145.690002,-14.92,-5085.02896401909,3470.07195915038,0,"2017"
"829","14-152",2,10.01,9.34,5.51,"North",145.679993,-14.93,-5084.18617172338,3470.79874053706,0,"2017"
"831","14-153b",1,9.81,8.96,5.15,"North",145.686218,-14.968477,-5083.65163267733,3469.62416702623,0,"2017"
"832","14-154",2,9.81,8.96,5.15,"North",145.699997,-14.99,-5083.97488349355,3468.05291853908,0,"2017"
"833","15-002",4,5.68,8.38,5.25,"Central",145.440002,-15.02,-5067.47411843448,3490.59710736111,1,"2017"
"839","15-012",4,3.46,7.11,4.76,"Central",145.429993,-15.41,-5057.492742951,3485.02454641787,1,"2017"
"840","15-013",4,3.16,7.41,4.93,"Central",145.419998,-15.47,-5055.42231220156,3484.89865759571,1,"2017"
"842","15-017a",3,9.13,8.25,4.63,"Central",145.695938,-15.034048,-5082.68119142811,3467.69807265837,1,"2017"
"843","15-018",3,7.1,7.94,4.83,"Central",145.529999,-15.05,-5072.2372858227,3482.14333451283,1,"2017"
"844","15-019",3,7.74,7.63,4.47,"Central",145.570007,-15.05,-5074.66752990468,3478.60068802288,1,"2017"
"846","15-021a",2,9.59,8.55,5.03,"Central",145.722122,-15.075004,-5083.28796130798,3464.70873789552,0,"2017"
"847","15-022",1,8.13,7.35,4.17,"Central",145.636414,-15.097995,-5077.55019974099,3471.93330550933,0,"2017"
"848","15-024",2,6.77,6.62,3.54,"Central",145.580002,-15.14,-5073.12441017293,3476.2422327105,0,"2017"
"849","15-026",2,8.23,7.76,4.21,"Central",145.742584,-15.204585,-5081.41463386476,3460.77477338389,0,"2017"
"851","15-028",1,5.42,7.24,4.22,"Central",145.559998,-15.21,-5070.23004820178,3476.86093025732,0,"2017"
"855","15-032",2,7.86,7.63,4.15,"Central",145.75,-15.28,-5080.04020772245,3458.87626215329,0,"2017"
"860","15-038",3,7.87,7.3,3.98,"Central",145.781693,-15.36501,-5079.8871917807,3454.66104144588,1,"2017"
"862","15-043",4,3.67,6.99,4.35,"Central",145.508667,-15.427545,-5061.84581823279,3477.7829903892,1,"2017"
"864","15-046",3,7.57,7.49,4.07,"Central",145.799133,-15.433749,-5079.25981395788,3451.97376351038,1,"2017"
"867","15-049",4,3.46,6.92,4.33,"Central",145.502731,-15.485737,-5060.06424077292,3477.33069971998,1,"2017"
"868","15-050",3,8.55,7.59,4.3,"Central",145.803375,-15.489667,-5078.14432538158,3450.66605638079,1,"2017"
"881","15-071a",2,3.3,7.23,4.65,"Central",145.536423,-15.513266,-5061.4337216371,3473.89169763072,0,"2017"
"883","15-075a",3,7.31,7.55,4.34,"Central",145.796204,-15.557189,-5076.05053822238,3450.17203056134,1,"2017"
"886","15-078",4,3.14,7.4,4.82,"Central",145.526993,-15.553443,-5059.87561067654,3474.04750753025,1,"2017"
"887","15-080",3,7.71,7.47,4.39,"Central",145.804153,-15.607147,-5075.29491884278,3448.62911125237,1,"2017"
"888","15-081",4,3.13,7.36,5.69,"Central",145.515076,-15.607281,-5057.82756621124,3474.18945577584,1,"2017"
"891","15-085",4,7.71,7.47,4.39,"Central",145.805099,-15.648169,-5074.33549481298,3447.85472615458,1,"2017"
"892","15-086",4,3.02,8.11,5.52,"Central",145.5,-15.69,-5054.86856341888,3474.11491187169,1,"2017"
"893","15-087",3,6.31,7.45,4.29,"Central",145.798096,-15.719224,-5072.14757163177,3447.27433565055,1,"2017"
"895","15-089",4,2.96,8.6,5.81,"Central",145.580002,-15.78,-5057.47576994163,3465.51936063832,1,"2017"
"896","15-090",4,5.93,6.97,3.83,"Central",145.797073,-15.792133,-5070.26537274273,3446.12744981435,1,"2017"
"898","15-092",4,6.62,7.41,4.27,"Central",145.819443,-15.829705,-5070.66877316084,3443.50810117328,1,"2017"
"899","15-093",4,2.71,8.83,5.86,"Central",145.570007,-15.88,-5054.36929516616,3464.68658371732,1,"2017"
"900","15-094",4,5.12,7.08,3.95,"Central",145.794266,-15.875783,-5067.99762572111,3444.94911994471,1,"2017"
"901","15-095",4,3.28,7.79,4.86,"Central",145.660004,-15.91,-5059.05082430678,3456.2278251502,1,"2017"
"902","15-096",4,6.09,7.54,4.42,"Central",145.820786,-15.94988,-5067.72279578399,3441.33391258279,1,"2017"
"903","15-098",4,3.25,8.4,5.48,"Central",145.670181,-15.974342,-5058.04185289741,3454.22093791839,1,"2017"
"904","15-099a",4,6.06,7.86,4.75,"Central",145.832214,-15.989794,-5067.3987591028,3439.63726488039,1,"2017"
"905","15-099b",4,7.06,7.96,5,"Central",145.850937,-16.017834,-5067.81108963928,3437.49862616588,1,"2017"
"906","15-099c",4,6.89,8.16,5.22,"Central",145.867371,-16.052048,-5067.92700093428,3435.45524285772,1,"2017"
"908","15-099e",4,7.06,7.96,5,"Central",145.858398,-16.030132,-5067.94625400322,3436.62681617589,1,"2017"
"917","16-015",4,3.23,8.78,5.86,"Central",145.650665,-16.045025,-5055.07532911572,3454.72051792376,1,"2017"
"919","16-019",4,5.82,8.58,5.6,"Central",145.839996,-16.110001,-5064.80798928208,3436.87394375279,1,"2017"
"921","16-020a",4,3.25,9.92,6.92,"Central",145.690079,-16.123335,-5055.45795921201,3449.8824672974,1,"2017"
"923","16-023",4,3.13,10.58,7.53,"Central",145.699997,-16.190001,-5054.35102615539,3447.8448909122,1,"2017"
"925","16-025",4,5.82,9.45,6.18,"Central",145.889664,-16.22089,-5064.94310798036,3430.55699166346,1,"2017"
"926","16-026",4,4.42,10.6,7.02,"Central",145.809418,-16.324827,-5057.45466478141,3435.82750774323,1,"2017"
"929","16-029",4,4.14,11.31,7.99,"Central",145.770004,-16.42,-5052.62359439982,3437.62771736309,1,"2017"
"930","16-030",3,6.21,10.45,7.1,"Central",145.99675,-16.428108,-5065.97695734078,3417.46271536904,1,"2017"
"931","16-032",4,4.96,10.34,6.97,"Central",145.99028,-16.465118,-5064.62518290627,3417.383057112,1,"2017"
"934","16-040",4,3.78,10,6.96,"Central",145.862457,-16.546972,-5054.84825781957,3427.22218779429,1,"2017"
"935","16-043a",4,3.76,10.31,7.29,"Central",145.93277,-16.639965,-5056.60411630113,3419.36217121952,1,"2017"
"937","16-044b",4,4.06,10.83,7.41,"Central",145.992844,-16.655203,-5059.78410646083,3413.78700731275,1,"2017"
"938","16-046",4,3.87,10.55,7.5,"Central",145.940002,-16.67,-5056.24268526274,3418.18780053718,1,"2017"
"940","16-049",4,3.67,11.08,7.62,"Central",145.990005,-16.77,-5056.57207399525,3411.98449843443,1,"2017"
"943","16-054a",4,3.15,11.11,9.11,"Central",145.993561,-16.924984,-5052.64335997938,3408.87720501918,1,"2017"
"945","16-057",4,5.29,10.25,6.76,"Central",146.008133,-16.518436,-5064.29434866722,3414.86384965195,1,"2017"
"947","16-060",4,4.62,10.33,6.82,"Central",146.018982,-16.581758,-5063.27771086135,3412.78385029166,1,"2017"
"948","16-063",4,6.02,10.66,8.56,"Central",146.25,-16.690001,-5074.13187730215,3390.42652639864,1,"2017"
"949","16-064",4,4.29,10.79,7.36,"Central",146.050003,-16.700001,-5062.00136385939,3407.93923538139,1,"2017"
"950","16-065",4,5.61,10.2,8.29,"Central",146.274628,-16.728748,-5074.55846195,3387.5573749979,1,"2017"
"951","16-067",4,4.4,10.34,8.46,"Central",146.272614,-16.789604,-5072.81656954013,3386.65234528434,1,"2017"
"952","16-068",4,3.39,10.88,9.03,"Central",146.184692,-16.803022,-5067.2554720215,3394.19279469976,1,"2017"
"953","16-071",4,3.01,10.7,8.87,"Central",146.210007,-16.870001,-5066.96184771837,3390.75388512166,1,"2017"
"955","16-073",4,2.91,10.56,8.88,"Central",146.25,-16.92,-5067.98395804743,3386.31861808499,1,"2017"
"956","16-074",4,2.91,10.56,8.88,"Central",146.210007,-16.940001,-5065.08080041431,3389.49510942016,1,"2017"
"959","17-001a",4,2.71,10.26,8.72,"Central",146.220001,-17.02,-5063.51269632679,3387.16716393405,1,"2017"
"961","17-004",4,2.54,10.23,8.7,"Central",146.179993,-17.07,-5059.7923717898,3389.79498262079,1,"2017"
"963","17-006",4,2.45,9.47,7.99,"Central",146.341904,-17.103992,-5068.4269121254,3374.86757993055,1,"2017"
"964","17-008",4,4.49,8.47,7.11,"Central",146.468582,-17.126312,-5075.26732857388,3363.24984384086,1,"2017"
"966","17-010",4,2.27,9.46,7.98,"Central",146.289993,-17.190001,-5063.0216132428,3377.89341435101,1,"2017"
"967","17-011",4,2.47,9.22,7.77,"Central",146.369995,-17.200001,-5067.45952071956,3370.63858123623,1,"2017"
"971","17-014",4,3.15,7.98,6.86,"Central",146.483734,-17.228571,-5073.35680382064,3360.05329197591,1,"2017"
"972","17-016a",4,2.46,8.34,7.24,"Central",146.441696,-17.287884,-5069.25960909622,3362.69308940922,1,"2017"
"974","17-017",4,2.25,8.57,7.32,"Central",146.360001,-17.299999,-5064.12637127344,3369.69580889354,1,"2017"
"976","17-018a",4,2.26,9.02,7.79,"Central",146.385086,-17.39389,-5063.00890693758,3365.75504832342,1,"2017"
"977","17-021a",4,2.59,8.38,7.45,"Central",146.454803,-17.454021,-5065.43190127318,3358.48556592965,1,"2017"
"978","17-023",4,2.59,8.38,7.45,"Central",146.458908,-17.475199,-5065.0834485211,3357.73214173956,1,"2017"
"979","17-024",4,2.29,9.52,8.29,"Central",146.389999,-17.49,-5060.62971072685,3363.54774988406,1,"2017"
"983","17-034",4,2.3,8.91,7.68,"Central",146.380005,-17.530001,-5058.9285359975,3363.68944887843,1,"2017"
"984","17-035",4,3.53,7.54,6.61,"Central",146.520004,-17.530001,-5067.13241099047,3351.31821382509,1,"2017"
"985","17-037",4,2.32,9.24,8.01,"Central",146.449997,-17.610001,-5060.79585686279,3356.02291889378,1,"2017"
"986","17-042",4,2.46,8.62,7.57,"Central",146.470001,-17.66,-5060.56322608472,3353.32544560653,1,"2017"
"990","17-044",4,2.25,9.96,8.77,"Central",146.389999,-17.719999,-5054.18768910753,3359.26605994408,1,"2017"
"992","17-047",4,1.95,9.12,8.24,"Central",146.440002,-17.77,-5055.70537995529,3353.91714738087,1,"2017"
"994","17-051",4,1.95,8.31,7.45,"Central",146.490005,-17.85,-5056.36188406964,3348.00155415195,1,"2017"
"998","17-057",4,3.94,7.71,6.65,"Central",146.578262,-17.580528,-5069.12298115725,3345.23085130936,1,"2017"
"999","17-059a",4,2.81,8.39,7.35,"Central",146.539993,-17.700001,-5063.52888107258,3346.39621967267,1,"2017"
"1000","17-059b",4,3.15,7.92,7.05,"Central",146.554504,-17.724739,-5063.67793995418,3344.65245722217,1,"2017"
"1002","17-060",4,2.3,8.62,7.73,"Central",146.5,-17.74,-5060.062981284,3349.18262605271,1,"2017"
"1003","17-061",4,2.46,8.16,7.29,"Central",146.508438,-17.750429,-5060.26140264554,3348.24235427054,1,"2017"
"1004","17-062",4,3.51,8.16,7.26,"Central",146.646622,-17.773588,-5067.66565506833,3335.59654513017,1,"2017"
"1005","17-063a",4,2.46,8.16,7.29,"Central",146.520004,-17.790001,-5059.81707101564,3346.47996802658,1,"2017"
"1006","17-064",4,2.12,8.16,7.3,"Central",146.550003,-17.83,-5060.43347888016,3343.08043232219,1,"2017"
"1007","17-065",4,4.31,8.03,7.15,"Central",146.727066,-17.876383,-5069.41854092972,3326.55858301087,1,"2017"
"1008","17-066",4,2.14,8.09,7.37,"Central",146.589996,-17.889999,-5061.05774337754,3338.42073800073,1,"2017"
"1009","17-067",4,1.94,7.95,7.24,"Central",146.600357,-17.969419,-5059.39168715044,3336.00892166661,1,"2017"
"1010","17-068",4,4.35,7.69,6.98,"Central",146.800003,-17.950001,-5071.5423066342,3318.72391243875,1,"2017"
"1011","17-069",4,4.11,7.48,6.77,"Central",146.770004,-18,-5068.36883311863,3320.43860864205,1,"2017"
"1022","18-017",4,3.24,7.13,6.43,"Central",146.789993,-18.040001,-5068.3757198051,3317.91656132238,1,"2017"
"1023","18-018",4,1.86,8.59,7.75,"Central",146.559998,-18.049999,-5054.72887319321,3338.04532555109,1,"2017"
"1024","18-019",4,4.32,7.35,6.8,"Central",146.861328,-18.059341,-5071.94475777788,3311.23945477853,1,"2017"
"1027","18-023",4,5.32,8.11,7.43,"Central",146.970001,-18.139999,-5075.88004356909,3300.0947693722,1,"2017"
"1028","18-024",4,2.04,8.25,7.35,"Central",146.729996,-18.23,-5059.40052581656,3319.61462497585,1,"2017"
"1029","18-025",4,3.24,8,7.09,"Central",146.898071,-18.260969,-5068.21353901285,3304.16999219595,1,"2017"
"1030","18-026",4,2.03,8.4,7.47,"Central",146.740005,-18.32,-5057.35626363823,3317.0096652324,1,"2017"
"1031","18-027",4,2.69,8.14,7.23,"Central",146.830002,-18.35,-5061.68182318539,3308.48763063027,1,"2017"
"1033","18-029",4,2.15,8.25,7.32,"Central",146.710007,-18.41,-5052.98324289135,3317.92641253618,1,"2017"
"1034","18-030",3,3.52,7.64,6.75,"Central",146.990005,-18.43,-5068.54789936684,3292.81070898235,1,"2017"
"1035","18-031",4,3.12,7.19,6.33,"Central",146.990005,-18.469999,-5067.36752875638,3292.04387456274,1,"2017"
"1036","18-032",4,2.5,7.44,6.53,"Central",146.869995,-18.48,-5060.16589009863,3302.45799762912,1,"2017"
"1037","18-033",4,5.89,8.44,7.74,"Central",147.026901,-18.210075,-5077.11581358151,3293.72952741617,1,"2017"
"1038","18-034",3,7.24,7.46,6.43,"Central",147.389999,-18.27,-5096.13008895231,3260.36464433339,1,"2017"
"1040","18-037",4,6.1,8.14,7.23,"Central",147.204742,-18.358568,-5082.96020776708,3275.1489484046,1,"2017"
"1041","18-039",4,5.92,6.66,5.78,"Central",147.449997,-18.41,-5095.4125172516,3252.39090685325,1,"2017"
"1043","18-042",4,5,7.54,6.8,"Central",147.05809,-18.431828,-5072.40325927654,3286.75044631518,1,"2017"
"1044","18-043",4,2.77,6.88,6.19,"Central",147.037659,-18.504829,-5069.07343077649,3287.15992170761,1,"2017"
"1045","18-044",4,4.17,7.21,6.34,"Central",147.101471,-18.49284,-5073.08643996914,3281.74204938741,1,"2017"
"1047","18-048",4,2.69,9.28,8.46,"Central",146.490005,-18.559999,-5035.79672136734,3334.3846101382,1,"2017"
"1048","18-049a",4,2.69,9.28,8.46,"Central",146.490005,-18.6,-5034.61504977248,3333.60218229249,1,"2017"
"1049","18-049b",4,2.53,8.87,8.33,"Central",146.490005,-18.639999,-5033.43098351085,3332.8181688506,1,"2017"
"1050","18-049c",4,2.88,9.28,8.59,"Central",146.490005,-18.66,-5032.83798593191,3332.42552353339,1,"2017"
"1051","18-049d",4,2.53,8.87,8.33,"Central",146.5,-18.639999,-5034.01230258192,3331.94005796045,1,"2017"
"1052","18-049e",4,2.69,9.28,8.46,"Central",146.5,-18.59,-5035.49218032563,3332.91956767135,1,"2017"
"1054","18-052a",4,2.67,9.34,8.5,"Central",146.559998,-18.67,-5036.60819456713,3326.07877935227,1,"2017"
"1056","18-053",4,2.55,9.28,8.44,"Central",146.511597,-18.676702,-5033.59767698953,3330.20064840386,1,"2017"
"1060","18-054d",4,2.91,9.46,8.79,"Central",146.692001,-18.750862,-5041.84721230602,3312.88229011963,1,"2017"
"1061","18-054e",4,2.72,9.37,8.69,"Central",146.639999,-18.74,-5039.16253344391,3317.67037543518,1,"2017"
"1062","18-054f",4,2.67,9.34,8.5,"Central",146.600006,-18.700001,-5038.03724949616,3321.97273750886,1,"2017"
"1063","18-054g",4,2.67,9.34,8.5,"Central",146.580002,-18.68,-5037.47196466435,3324.12401704744,1,"2017"
"1064","18-058",4,2.92,8.79,8.13,"Central",146.550003,-18.77,-5033.05026699396,3324.9902271623,1,"2017"
"1067","18-062",4,2.92,8.79,8.13,"Central",146.529999,-18.780001,-5031.59052014624,3326.5498490682,1,"2017"
"1068","18-064",4,3.47,8.85,8.05,"Central",146.520004,-18.83,-5029.51535689286,3326.43891162364,1,"2017"
"1069","18-065",4,3.47,8.85,8.05,"Central",146.539993,-18.84,-5030.3760667824,3324.48611408863,1,"2017"
"1070","18-066",4,4.6,8.99,8.31,"Central",146.630005,-18.969999,-5031.68129024408,3314.00314037718,1,"2017"
"1072","18-069a",4,3.01,6.59,5.88,"Central",147.144424,-18.52317,-5074.64591937347,3277.35717115493,1,"2017"
"1073","18-069b",4,3.01,6.59,5.88,"Central",147.139847,-18.547338,-5073.66650318289,3277.29901847583,1,"2017"
"1074","18-070",4,5.66,6.49,5.61,"Central",147.444534,-18.499918,-5092.43462338194,3251.17354007622,1,"2017"
"1075","18-071",3,5.09,6.14,5.25,"Central",147.402557,-18.528078,-5089.21366533254,3254.36791799051,1,"2017"
"1077","18-074",2,4.56,5.6,4.85,"Central",147.490005,-18.57,-5092.92420416701,3245.79970871532,0,"2017"
"1078","18-075",4,1.62,5.9,5.53,"Central",147.050003,-18.629999,-5066.06253658906,3283.65722887885,1,"2017"
"1079","18-077",3,3.6,5.55,4.79,"Central",147.425964,-18.625544,-5087.63322144903,3250.42969324689,1,"2017"
"1080","18-078",4,1.75,5.84,5.48,"Central",147.100006,-18.700001,-5066.83472949361,3277.88163606625,1,"2017"
"1082","18-080",3,5.19,6.41,5.52,"Central",147.539993,-18.51,-5097.54402624147,3242.49369146484,1,"2017"
"1083","18-081",4,4.94,6.15,5.24,"Central",147.571487,-18.576353,-5097.34507999838,3238.43297391281,1,"2017"
"1084","18-083",3,4.36,5.33,4.42,"Central",147.554459,-18.608286,-5095.42702397871,3239.34036254491,1,"2017"
"1085","18-084a",4,4.39,5.34,4.41,"Central",147.610001,-18.620001,-5098.21370841624,3234.17664764537,1,"2017"
"1086","18-084b",4,4.36,5.33,4.42,"Central",147.589996,-18.639999,-5096.48445977621,3235.5757700365,1,"2017"
"1088","18-085a",4,3.5,4.99,4.07,"Central",147.565674,-18.657595,-5094.58244884883,3237.40337424266,1,"2017"
"1089","18-086",3,4.1,5.36,4.4,"Central",147.710007,-18.66,-5102.64924702772,3224.51371905025,1,"2017"
"1092","18-091",3,3.02,4.15,3.24,"Central",147.710007,-18.77,-5099.33157333206,3222.41718373515,1,"2017"
"1095","18-096",3,2.3,4.61,3.71,"Central",147.646729,-18.822414,-5094.18325133231,3227.04205615013,1,"2017"
"1098","18-100a",3,2.6,3.79,3.07,"Central",147.744965,-18.91029,-5097.03657324057,3216.61683900944,1,"2017"
"1100","18-101",0,3.69,4.57,4.25,"Central",147.960007,-18.9,-5109.38747554238,3197.66074937767,0,"2017"
"1104","18-106",3,2.1,4.35,3.62,"Central",147.699997,-18.969999,-5092.68893803392,3219.46467622321,1,"2017"
"1105","18-115",1,3.4,5.01,4.86,"Central",148.253067,-18.924042,-5124.93932898141,3171.02931212777,0,"2017"
"1106","18-118",1,3.65,4.87,4.71,"Central",148.080002,-18.950001,-5114.54259316005,3185.99968435416,0,"2017"
"1107","18-119",2,3.49,4.39,4.24,"Central",148.376648,-18.950516,-5130.95348624386,3159.46706438087,0,"2017"
"1108","18-120",2,3.67,4.77,4.62,"Central",148.426773,-18.975679,-5132.94092802496,3154.50099593177,0,"2017"
"1127","19-024",2,3.12,3.62,3.47,"South",148.110001,-19.02,-5114.06007003761,3181.98366220026,0,"2017"
"1129","19-026",2,3.26,4.2,4.05,"South",148.429276,-19.036034,-5131.21661716025,3153.13248945547,0,"2017"
"1131","19-028",1,2.28,3.07,2.92,"South",148.179993,-19.07,-5116.40179019528,3174.77745665679,0,"2017"
"1132","19-029",1,2.45,3.56,3.41,"South",148.080002,-19.07,-5110.85346841593,3183.70161956024,0,"2017"
"1136","19-038a",3,1.51,2.25,2.25,"South",148.298111,-19.194387,-5119.07908557486,3161.84083595434,1,"2017"
"1137","19-038b",3,1.5,2.25,2.25,"South",148.380005,-19.18,-5124.04085386207,3154.79645947516,1,"2017"
"1139","19-038f",3,2.27,3.39,3.24,"South",148.470001,-19.129999,-5130.54484866844,3147.6981268846,1,"2017"
"1140","19-043",3,1.36,2.39,2.39,"South",148.169998,-19.209999,-5111.51133540534,3172.97802227354,1,"2017"
"1142","19-045",2,2.14,3.33,3.19,"South",148.080002,-19.299999,-5103.7199689515,3179.2579519931,0,"2017"
"1145","19-048",2,2.18,3.87,3.72,"South",148.089996,-19.389999,-5101.46036266933,3176.61537804076,0,"2017"
"1146","19-049",2,4.31,5.26,5.1,"South",148.563919,-19.031565,-5138.75046374771,3141.1501444697,0,"2017"
"1147","19-050",1,4.02,4.9,4.74,"South",148.692108,-19.086353,-5144.06569203624,3128.61153063259,0,"2017"
"1148","19-051",2,3.69,4.6,4.44,"South",148.688828,-19.112457,-5143.07514194094,3128.41242762173,0,"2017"
"1150","19-053",2,3.88,4.86,4.71,"South",148.819473,-19.127014,-5149.74153329125,3116.40264535691,0,"2017"
"1151","19-054",3,1.62,1.63,1.63,"South",148.539993,-19.209999,-5131.89453693725,3139.90383985908,1,"2017"
"1153","19-059",2,3.3,4.76,4.6,"South",148.880112,-19.1877,-5151.14113865422,3109.80618063901,0,"2017"
"1154","19-061",2,2.82,4.28,4.13,"South",148.902496,-19.215157,-5151.49584335178,3107.27489588418,0,"2017"
"1155","19-063a",3,1.97,2.08,2.08,"South",148.630005,-19.26,-5135.25709577975,3130.88423959512,1,"2017"
"1157","19-065",3,1.76,2.08,2.08,"South",148.632095,-19.319876,-5133.49333148856,3129.55204405436,1,"2017"
"1158","19-066",3,1.76,2.08,2.08,"South",148.630005,-19.34,-5132.74675074369,3129.35372231765,1,"2017"
"1159","19-067",3,1.59,2.25,2.25,"South",148.639999,-19.360001,-5132.6632718635,3128.07488678432,1,"2017"
"1160","19-071",2,1.3,2.58,2.58,"South",148.660004,-19.43,-5131.54751446319,3124.93824414585,0,"2017"
"1161","19-072a",2,1.76,2.28,2.28,"South",148.779999,-19.4,-5139.02911944661,3114.75911052513,0,"2017"
"1162","19-072b",3,1.29,2.57,2.57,"South",148.721741,-19.456345,-5134.07830330348,3118.90083757435,1,"2017"
"1165","19-072e",2,1.27,2.27,2.27,"South",148.789322,-19.453098,-5137.85635640096,3112.90528068701,0,"2017"
"1167","19-074b",2,1.4,1.5,1.5,"South",148.853149,-19.437841,-5141.80428212444,3107.47194682384,0,"2017"
"1168","19-075",2,1.25,1.95,1.95,"South",148.820007,-19.48,-5138.66986318655,3109.63711423395,0,"2017"
"1169","19-076",3,1.23,1.33,1.33,"South",148.899994,-19.49,-5142.68843025298,3102.26873240491,1,"2017"
"1170","19-081",2,3.1,3.5,3.5,"South",149.243515,-19.310818,-5166.88306429205,3074.76425702635,0,"2017"
"1171","19-082",2,2.14,2.92,2.78,"South",149.051361,-19.333422,-5155.8288837958,3091.64752109061,0,"2017"
"1172","19-091",2,4.22,6.4,6.4,"South",149.416168,-19.341419,-5175.15553262057,3058.60766817602,0,"2017"
"1173","19-096",2,1.28,0.96,0.96,"South",149.169998,-19.469999,-5157.88744268498,3078.37976252939,0,"2017"
"1174","19-097",2,0.95,1.28,1.28,"South",149.048035,-19.494835,-5150.53305546771,3088.8784314349,0,"2017"
"1175","19-098",2,1.12,1.11,1.11,"South",149.12146,-19.502766,-5154.23460880745,3082.124374856,0,"2017"
"1176","19-099",1,3.56,5.35,5.35,"South",149.632263,-19.460173,-5182.86994878917,3036.85001400576,0,"2017"
"1183","19-107",2,0.94,1.13,1.13,"South",148.979996,-19.530001,-5145.7420756221,3094.31946321423,0,"2017"
"1185","19-109a",2,1.09,1.3,1.3,"South",148.940002,-19.540001,-5143.26239544797,3097.71874258268,0,"2017"
"1191","19-114",2,0.95,1.12,1.12,"South",149.043701,-19.53904,-5148.89114429252,3088.42332397276,0,"2017"
"1192","19-116",1,1.3,0.66,0.66,"South",149.274979,-19.545757,-5161.10100713478,3067.48675008785,0,"2017"
"1197","19-122",2,0.98,0.8,0.8,"South",149.247849,-19.578901,-5158.58746133511,3069.29924969784,0,"2017"
"1198","19-123",2,0.98,0.8,0.8,"South",149.237198,-19.58857,-5157.7071406854,3070.07382791141,0,"2017"
"1199","19-127",1,1.42,1.51,1.37,"South",149.373444,-19.699415,-5161.4275098291,3055.6895744934,0,"2017"
"1200","19-128",1,1.35,1.91,1.91,"South",149.190002,-19.690001,-5151.92076181451,3072.37974599725,0,"2017"
"1201","19-129",1,1.48,1.57,1.57,"South",149.309998,-19.75,-5156.40816252886,3060.43424609104,0,"2017"
"1207","19-134",1,1.09,1.24,1.24,"South",149.490005,-19.75,-5165.99771054589,3044.21920496466,0,"2017"
"1208","19-135",1,1.89,2.28,2.28,"South",149.229996,-19.76,-5151.80692805629,3067.43886844887,0,"2017"
"1209","19-136a",1,1.91,2.76,2.76,"South",149.199997,-19.799999,-5148.90731432031,3069.36514203053,0,"2017"
"1212","19-139",1,2.91,3.07,3.07,"South",149.58429,-19.518642,-5178.45484269489,3040.09034809173,0,"2017"
"1213","19-141",0,2.2,1.88,1.88,"South",149.597778,-19.559221,-5177.86878922103,3038.10750482188,0,"2017"
"1214","19-146",1,1.7,1.37,1.37,"South",149.634491,-19.611832,-5178.12242426769,3033.79776955443,0,"2017"
"1215","19-147",0,1.85,1.53,1.53,"South",149.669693,-19.631277,-5179.35868849042,3030.2491500808,0,"2017"
"1216","19-148",0,2.82,2.38,2.38,"South",149.769089,-19.601192,-5185.57807428765,3021.82496294872,0,"2017"
"1217","19-149",0,2.48,1.74,1.74,"South",149.725677,-19.610584,-5182.98436587763,3025.57645133364,0,"2017"
"1218","19-151",1,2.89,3.08,3.08,"South",149.849838,-19.616364,-5189.34211817831,3014.22937543485,0,"2017"
"1219","19-152",0,2.95,3.93,3.93,"South",149.877182,-19.631247,-5190.29931399015,3011.47352920212,0,"2017"
"1222","19-157",1,0.77,0.77,0.77,"South",149.579102,-19.667061,-5173.40727846099,3037.75701832292,0,"2017"
"1223","19-159",0,3.01,2.87,2.87,"South",149.926529,-19.665243,-5191.79111338124,3006.36523185939,0,"2017"
"1224","19-163",2,1.21,0.77,0.77,"South",149.538116,-19.691399,-5170.44737544155,3040.9949695031,0,"2017"
"1225","19-167",1,3.08,3.69,3.69,"South",149.977646,-19.693401,-5193.55828242321,3001.20457650789,0,"2017"
"1226","19-168",1,0.48,0.78,0.78,"South",149.610733,-19.712023,-5173.63049663416,3034.04837441355,0,"2017"
"1227","19-169",1,0.48,0.78,0.78,"South",149.612762,-19.720465,-5173.46475700248,3033.70496796558,0,"2017"
"1230","19-181",1,0.34,0.8,0.8,"South",149.617264,-19.757931,-5172.48931507526,3032.58681523791,0,"2017"
"1231","19-187",1,0.34,0.8,0.8,"South",149.623795,-19.784063,-5171.98698521414,3031.50016705506,0,"2017"
"1232","19-192",1,0.35,1.27,1.27,"South",149.616028,-19.817982,-5170.4738132808,3031.55502442221,0,"2017"
"1234","19-196",1,0.97,1.61,1.61,"South",149.599686,-19.859234,-5168.26626432999,3032.24188078683,0,"2017"
