"","ReefID","score","DHW_5km_max_16","DHW_5km_max","DHW_5km_ytd","region","Long_unique","Lat_unique","X","Y","bin.score","year"
"539","12-016a",2,9.37,6.2,3.88,"North",143.433151,-12.311656,-4999.26865330509,3708.29855089424,0,"2017"
"543","12-021",1,10.97,6.3,4.51,"North",143.242126,-12.355076,-4986.05113885323,3724.32839663885,0,"2017"
"546","12-027a",1,8.6,6.62,3.75,"North",143.476089,-12.473526,-4998.94212584645,3702.25204958741,0,"2017"
"549","12-029",2,11.05,10.85,8.36,"North",143.910614,-11.996399,-5035.96124262815,3670.85731068629,0,"2017"
"551","12-031",2,10.92,10.94,8.33,"North",143.923111,-12.004281,-5036.61450668619,3669.65150273619,0,"2017"
"552","12-032",2,12.03,11.75,8.89,"North",143.955551,-12.022071,-5038.35849387451,3666.55699464527,0,"2017"
"553","12-033",2,8.93,7.89,6.07,"North",143.847977,-12.033842,-5031.245344312,3675.84924154825,0,"2017"
"554","12-034",1,9.73,8.75,6.49,"North",143.871857,-12.038436,-5032.69090641356,3673.68917166262,0,"2017"
"555","12-035",1,9.73,8.75,6.49,"North",143.896576,-12.046716,-5034.12016834913,3671.40439707852,0,"2017"
"556","12-036",3,8.93,7.89,6.07,"North",143.832626,-12.041666,-5030.11383285105,3677.09003144245,1,"2017"
"557","12-037",1,12.03,11.67,8.96,"North",143.970001,-12.08,-5038.19544204509,3664.49514741798,0,"2017"
"558","12-038a",2,11.05,10.7,8.1,"North",143.909195,-12.054065,-5034.79078656237,3670.19508161459,0,"2017"
"560","12-038c",1,11.05,10.7,8.1,"North",143.925735,-12.061123,-5035.7175712544,3668.64496267183,0,"2017"
"561","12-039",3,9.01,7.53,5.72,"North",143.817551,-12.051482,-5028.96231781926,3678.27888492524,1,"2017"
"562","12-040",2,9.01,7.53,5.72,"North",143.811386,-12.072307,-5028.17596752381,3678.53426477121,0,"2017"
"563","12-042",2,9.01,7.53,5.72,"North",143.803711,-12.095145,-5027.25415566266,3678.89382928287,0,"2017"
"564","12-043a",2,8.87,7.7,5.88,"North",143.807983,-12.120024,-5027.0601546596,3678.17635051084,0,"2017"
"565","12-043b",2,8.87,7.7,5.88,"North",143.810867,-12.14469,-5026.78005969496,3677.58294538443,0,"2017"
"566","12-046",2,8.43,7.73,5.76,"North",143.805161,-12.171677,-5025.90375220229,3677.71031598961,0,"2017"
"567","12-048",1,7.99,7.42,5.58,"North",143.780594,-12.194097,-5023.9019410192,3679.55409682555,0,"2017"
"568","12-051",2,8.06,7.21,5.06,"North",143.794312,-12.208414,-5024.51128265191,3678.15240610131,0,"2017"
"571","12-053",2,8.39,8.28,6.27,"North",143.819199,-12.222636,-5025.83836734416,3675.77207943772,0,"2017"
"572","12-054",4,9.71,9.48,7,"North",143.874222,-12.240463,-5029.02679256468,3670.69631176159,1,"2017"
"573","12-055a",4,9.71,9.48,7,"North",143.899582,-12.242903,-5030.60452467125,3668.43613107641,1,"2017"
"574","12-055b",3,9.71,9.48,7,"North",143.890244,-12.246865,-5029.93109332348,3669.20089867325,1,"2017"
"575","12-056",2,10.91,10.82,7.92,"North",143.919998,-12.27,-5031.39441729689,3666.26667175731,0,"2017"
"576","12-058",2,8.94,8.63,6.1,"North",143.827042,-12.340383,-5024.09328175677,3673.4402718287,0,"2017"
"577","12-059",2,8.4,7.25,4.57,"North",143.791229,-12.364087,-5021.34124916555,3676.24680748031,0,"2017"
"578","12-061",2,8.4,7.25,4.57,"North",143.757065,-12.384436,-5018.75723291045,3678.95357850821,0,"2017"
"579","12-062",2,7.65,5.84,3.15,"North",143.747116,-12.411819,-5017.59114793911,3679.43840494079,0,"2017"
"580","12-068",2,8.65,6.99,4.28,"North",143.751282,-12.437053,-5017.37181521731,3678.71660546397,0,"2017"
"581","12-069",2,8.76,7.66,4.91,"North",143.762726,-12.465611,-5017.55424591515,3677.3096547861,0,"2017"
"582","12-070",1,8.76,7.66,4.91,"North",143.758713,-12.483531,-5016.94952847076,3677.40661866479,0,"2017"
"583","12-071",1,8.76,7.66,4.91,"North",143.771378,-12.488822,-5017.65967405039,3676.22237624284,0,"2017"
"586","12-076",2,10.54,7.2,4.72,"North",143.39006,-12.586319,-4991.19343100341,3708.13103571762,0,"2017"
"588","12-078",2,10.06,7.49,4.79,"North",143.446732,-12.623296,-4994.13797221829,3702.65798350728,0,"2017"
"589","12-080",2,10.06,7.49,4.79,"North",143.41806,-12.648752,-4991.78723240712,3704.78765972136,0,"2017"
"591","12-085",4,10.63,9.22,6.42,"North",143.481766,-12.754794,-4993.81980647287,3697.69228343337,1,"2017"
"592","12-086",4,10.63,9.22,6.23,"North",143.466217,-12.778215,-4992.35372602376,3698.70478711785,1,"2017"
"593","12-088",4,11.96,9.59,6.58,"North",143.412781,-12.779979,-4988.86717978679,3703.3333570573,1,"2017"
"595","12-094",1,8.92,8.15,5.31,"North",143.793716,-12.534526,-5018.20418103168,3673.61551801227,0,"2017"
"597","12-098",1,9.05,8.12,5.23,"North",143.794495,-12.582124,-5017.32554297679,3672.86753146351,0,"2017"
"599","12-101",2,9.31,9.37,6.43,"North",143.810776,-12.599303,-5018.03294798149,3671.19581039167,0,"2017"
"601","12-104",2,9.2,9.39,6.42,"North",143.835709,-12.634537,-5018.93914595381,3668.50680295671,0,"2017"
"603","12-107",1,8.95,9.39,6.41,"North",143.844406,-12.684549,-5018.5118938454,3667.02589038947,0,"2017"
"605","12-110",2,8.51,9.18,6.21,"North",143.810516,-12.705354,-5015.93168907937,3669.69347274661,0,"2017"
"606","12-111",2,8.51,9.18,6.21,"North",143.807907,-12.721772,-5015.44033489134,3669.68462827525,0,"2017"
"607","12-112",4,7.32,8.38,5.5,"North",143.610001,-12.71,-5002.96688535488,3687.15753291782,1,"2017"
"608","12-113",4,7.84,8.6,5.65,"North",143.792343,-12.746032,-5013.96352445177,3670.69565719201,1,"2017"
"609","12-114",2,8.39,9.88,6.91,"North",143.813385,-12.757544,-5015.08321291794,3668.68719920509,0,"2017"
"610","12-115",3,7.52,9.01,5.96,"North",143.610001,-12.77,-5001.78250053964,3686.28464818893,1,"2017"
"611","12-116",1,8.39,9.88,6.75,"North",143.80246,-12.797625,-5013.58814265753,3669.06127006698,0,"2017"
"612","12-118",1,8.19,9.99,6.85,"North",143.839996,-12.83,-5015.34615546331,3665.30485343861,0,"2017"
"615","12-127",2,8.29,10.39,6.96,"North",143.81987,-12.893789,-5012.78390596432,3666.13426707155,0,"2017"
"616","12-129",2,7.71,9.46,6.74,"North",143.600784,-12.887245,-4998.85949380221,3685.37149115918,0,"2017"
"620","12-134",1,8.1,10.49,7.33,"North",143.821701,-12.935329,-5012.06776996237,3665.36467874954,0,"2017"
"623","12-137",1,8.18,10.54,7.37,"North",143.828598,-12.965333,-5011.90538144344,3664.32003743192,0,"2017"
"625","12-143",2,9.27,11.22,7.87,"North",143.852173,-12.999448,-5012.7245364021,3661.75483609469,0,"2017"
"627","13-002",1,9.06,11.92,8.28,"North",143.853958,-13.023613,-5012.35008479419,3661.24182487351,0,"2017"
"628","13-005",1,9.06,11.92,8.28,"North",143.869995,-13.04,-5013.04280398838,3659.59646939476,0,"2017"
"629","13-006",1,8.27,10.46,7.79,"North",143.626236,-13.041784,-4997.3920658162,3680.86421483631,0,"2017"
"634","13-014",2,7.25,10.41,7.71,"North",143.697174,-13.070544,-5001.36330483911,3674.24639310749,0,"2017"
"635","13-015",2,9.28,12.08,8.78,"North",143.897919,-13.075762,-5014.09985644908,3656.62346353515,0,"2017"
"639","13-022",2,7.59,10.72,7.85,"North",143.657867,-13.11121,-4998.0164891025,3677.06970993004,0,"2017"
"640","13-024",3,8.31,11.08,8.4,"North",143.64209,-13.152102,-4996.1718529712,3677.83342097555,1,"2017"
"641","13-026",4,7.46,11.05,8.2,"North",143.658905,-13.16553,-4996.97719783429,3676.16557198787,1,"2017"
"643","13-028",2,10.08,12.72,9.25,"North",143.949997,-13.14,-5016.11170287364,3651.11117042256,0,"2017"
"646","13-032",2,7.68,11.19,8.32,"North",143.694534,-13.204535,-4998.46498921387,3672.4717751399,0,"2017"
"648","13-036",3,7.37,11.22,8.28,"North",143.739456,-13.238585,-5000.64454616192,3668.0394836053,1,"2017"
"649","13-040",3,9.67,11.43,8.02,"North",143.940002,-13.27,-5012.8052712385,3650.0424217094,1,"2017"
"650","13-041",3,7.72,11.11,8.4,"North",143.693558,-13.276114,-4996.93338585781,3671.47754594202,1,"2017"
"654","13-050b",3,10.1,11.3,8.12,"North",143.950912,-13.308125,-5012.71233798579,3648.51438946962,1,"2017"
"655","13-052",3,7.99,11.14,8.37,"North",143.730972,-13.323596,-4998.3505218977,3667.49525218342,1,"2017"
"657","13-055",2,8.31,11.15,8.3,"North",143.783997,-13.331079,-5001.58775741822,3662.75458075608,0,"2017"
"658","13-056",3,9.62,11.13,8,"North",143.95874,-13.367212,-5011.98520611898,3646.93772536423,1,"2017"
"660","13-060",3,8.06,11.19,8.41,"North",143.750656,-13.416821,-4997.67706140537,3664.36044968702,1,"2017"
"661","13-061a",3,9.17,11.18,7.93,"North",143.974762,-13.401638,-5012.28817268085,3645.01488528186,1,"2017"
"662","13-061b",1,9.17,11.18,7.93,"North",143.975906,-13.42456,-5011.88276643537,3644.56707826507,0,"2017"
"663","13-061c",2,9.17,11.18,7.93,"North",143.977463,-13.442066,-5011.61605874776,3644.16493013775,0,"2017"
"664","13-063",3,8.16,10.76,7.97,"North",143.815308,-13.423104,-5001.67783767384,3658.6230593144,1,"2017"
"666","13-072",4,8.04,11.5,8.78,"North",143.738556,-13.486295,-4995.45408339748,3664.35289901198,1,"2017"
"667","13-074",2,9.92,11.39,8.46,"North",144.052643,-13.478081,-5015.63875480217,3637.03864278723,0,"2017"
"669","13-076",4,7.91,10.83,8.16,"North",143.799591,-13.530557,-4998.42702272998,3658.3503560936,1,"2017"
"670","13-077",3,7.22,10.13,7.35,"North",143.839996,-13.56,-5000.38656012453,3654.37211306515,1,"2017"
"671","13-078",3,7.17,9.26,6.54,"North",143.919998,-13.64,-5003.79375193651,3646.15467274939,1,"2017"
"672","13-079c",2,7.17,9.26,6.54,"North",143.907867,-13.606701,-5003.72639120312,3647.72777839431,0,"2017"
"675","13-087",2,6.38,10.38,7.57,"North",143.837936,-13.759636,-4996.02277109697,3651.45854826935,0,"2017"
"676","13-088",3,6.86,9.63,6.91,"North",143.910004,-13.74,-5001.03107913261,3645.47724207356,1,"2017"
"677","13-089",3,6.69,9.74,7,"North",143.947723,-13.756306,-5003.0815126744,3641.93057402071,1,"2017"
"679","13-093b",3,7.21,9.57,6.86,"North",143.9617,-13.760877,-5003.87204437487,3640.63887193255,1,"2017"
"680","13-093c",4,7.21,9.57,6.86,"North",143.979446,-13.768379,-5004.83887292321,3638.97214578345,1,"2017"
"683","13-108",3,5.99,8.99,6.44,"North",143.949997,-13.91,-4999.92239596011,3639.32735004241,1,"2017"
"686","13-116",2,9.8,11.38,8.48,"North",144.089691,-13.542112,-5016.64225687346,3632.81914786004,0,"2017"
"687","13-117a",2,8.89,10.98,7.94,"North",144.099197,-13.591717,-5016.19680494921,3631.22805603091,0,"2017"
"688","13-117b",2,8.8,10.8,7.8,"North",144.095688,-13.600476,-5015.78895415487,3631.40099313294,0,"2017"
"689","13-118a",1,9.82,12.03,8.78,"North",144.103912,-13.625589,-5015.77772303882,3630.29566070978,0,"2017"
"690","13-119",2,10.02,12.46,8.96,"North",144.166061,-13.676316,-5018.63333216328,3624.07354529301,0,"2017"
"691","13-120",2,9.9,12.17,8.78,"North",144.23735,-13.736836,-5021.84472431411,3616.89451385309,0,"2017"
"692","13-121",3,9.98,12.45,9.01,"North",144.267059,-13.780105,-5022.79062413926,3613.62184015974,1,"2017"
"693","13-122",4,6.57,9.77,7.05,"North",144.027832,-13.858379,-5005.97643209397,3633.34077054332,1,"2017"
"695","13-125",2,8.84,11.6,8.21,"North",144.311295,-13.86554,-5023.73560413759,3608.41873223852,0,"2017"
"696","13-127",2,8.24,11,7.66,"North",144.356628,-13.921191,-5025.38154862391,3603.57690429256,0,"2017"
"697","13-129",2,7.71,10.47,7.21,"North",144.401077,-13.952443,-5027.49506970691,3599.19001306792,0,"2017"
"698","13-130",1,7.75,10.54,7.27,"North",144.454834,-13.977374,-5030.32540458297,3594.08252505593,0,"2017"
"699","13-131",2,8.07,11.19,7.79,"North",144.574387,-13.961969,-5038.15080390169,3583.8181606521,0,"2017"
"700","13-133",1,7.76,10.58,7.27,"North",144.520004,-13.983679,-5034.2722446021,3588.26024374017,0,"2017"
"702","14-003",4,5.64,8.43,6.07,"North",143.979996,-14.01,-4999.65754439449,3635.1314847151,1,"2017"
"703","14-006",3,5.46,6.93,5,"North",143.855408,-14.064459,-4990.55514881003,3645.1281617158,1,"2017"
"704","14-008",4,5.41,7.2,5.11,"North",143.91124,-14.077957,-4993.80989436511,3640.04842703847,1,"2017"
"707","14-016",4,6.85,10.38,7.31,"North",144.110001,-13.98,-5008.54640525746,3624.250768768,1,"2017"
"708","14-017",4,6.32,9.03,6.03,"North",144.240005,-14.07,-5014.78887532393,3611.45975554527,1,"2017"
"709","14-018",4,6.43,9.42,6.39,"North",144.320007,-14.1,-5019.16723287705,3603.98059846369,1,"2017"
"712","14-022",4,4.76,6.77,4.54,"North",143.998978,-14.127316,-4998.29620555891,3631.6109808173,1,"2017"
"717","14-026e",4,5.45,7.18,5.13,"North",144.216476,-14.161829,-5011.28517813701,3612.06268716074,1,"2017"
"725","14-034",2,8.69,12.27,8.6,"North",144.747757,-14.066161,-5046.68083151101,3566.93763743006,0,"2017"
"726","14-038",4,7.73,11.14,8.06,"North",144.524612,-14.12028,-5031.55743419683,3585.71500836074,1,"2017"
"727","14-039",4,8.58,12.62,9.36,"North",144.653198,-14.180985,-5038.24597700076,3573.45923499055,1,"2017"
"731","14-045",1,9.04,11.67,8.08,"North",144.891937,-14.200335,-5052.66051531624,3552.13164581834,0,"2017"
"732","14-047",2,9.62,12,8.37,"North",144.928314,-14.212231,-5054.64905383984,3548.73647292841,0,"2017"
"733","14-048",4,7.94,12.53,9.28,"North",144.672516,-14.217171,-5038.64528961954,3571.18960276433,1,"2017"
"734","14-049",1,9.96,11.83,8.19,"North",144.958359,-14.226375,-5056.19296745844,3545.86359396889,0,"2017"
"736","14-051",4,7.98,12.35,9.04,"North",144.739685,-14.239144,-5042.33805673348,3564.93356886273,1,"2017"
"738","14-053",4,7.43,11.66,8.43,"North",144.789993,-14.31,-5043.8790171666,3559.38472217061,1,"2017"
"740","14-055",4,7.74,11.7,8.47,"North",144.740219,-14.317655,-5040.61316846134,3563.64361200031,1,"2017"
"741","14-061",4,7.38,11.74,8.54,"North",144.757965,-14.360321,-5040.75707192964,3561.40424741697,1,"2017"
"743","14-063",4,7.99,11.84,8.65,"North",144.949997,-14.42,-5051.31498534088,3543.54259935059,1,"2017"
"744","14-064",4,7.3,11.63,8.46,"North",144.890839,-14.426194,-5047.51323971332,3548.65753612592,1,"2017"
"752","14-073",1,10.34,12.01,8.37,"North",145.002594,-14.233462,-5058.77034808375,3541.84782141894,0,"2017"
"753","14-074",1,10.11,10.98,7.39,"North",145.06778,-14.267671,-5062.02900511006,3535.55394262425,0,"2017"
"754","14-075",1,10.58,11.1,7.53,"North",145.164963,-14.289169,-5067.53467771879,3526.62606086383,0,"2017"
"755","14-077a",1,10.2,10.59,7.34,"North",145.237061,-14.313565,-5071.41788637216,3519.86447191763,0,"2017"
"756","14-078",1,10.41,10.5,7.28,"North",145.277527,-14.343154,-5073.23333671465,3515.81803650025,0,"2017"
"757","14-079",1,10.1,9.41,6.25,"North",145.351288,-14.379768,-5076.92455315133,3508.7098490829,0,"2017"
"759","14-081",4,9.06,10.93,7.86,"North",145.035019,-14.39865,-5057.05186875371,3536.38153860927,1,"2017"
"760","14-082",4,8.82,10.64,7.53,"North",145.100006,-14.42,-5060.57519154063,3530.30536431414,1,"2017"
"763","14-085",2,10.28,9.05,6.02,"North",145.410004,-14.45,-5078.91712149357,3502.40157643041,0,"2017"
"764","14-086",1,10.91,9.13,6.01,"North",145.479996,-14.45,-5083.19183255501,3496.19460600076,0,"2017"
"766","14-088",3,8.96,10.53,7.1,"North",145.22142,-14.453877,-5067.27341593179,3519.03801246688,1,"2017"
